field,field_family,coverage_ratio,usable_rows,usable_dates,unique_values,lag_days,window,train_2025h2_days,train_2025h2_mean_ic,train_2025h2_median_ic,train_2025h2_ic_positive_rate,scan_stage,oos_2026_days,oos_2026_mean_ic,oos_2026_median_ic,oos_2026_ic_positive_rate,oos_2026_r3_on_days,oos_2026_r3_on_mean_ic,oos_2026_r3_on_median_ic,oos_2026_r3_on_ic_positive_rate,oos_2026_r3_off_days,oos_2026_r3_off_mean_ic,oos_2026_r3_off_median_ic,oos_2026_r3_off_ic_positive_rate,preferred_direction,decision,fast_score,train_2025h2_mean_spread,train_2025h2_median_turnover,train_2025h2_p90_turnover,train_2025h2_ls_ann,train_2025h2_ls_sortino,train_2025h2_ls_maxdd,train_2025h2_ls_top3_share,train_2025h2_ls_net10_ann,train_2025h2_ls_net10_sortino,train_2025h2_ls_net10_maxdd,oos_2026_mean_spread,oos_2026_median_turnover,oos_2026_p90_turnover,oos_2026_ls_ann,oos_2026_ls_sortino,oos_2026_ls_maxdd,oos_2026_ls_top3_share,oos_2026_ls_net10_ann,oos_2026_ls_net10_sortino,oos_2026_ls_net10_maxdd,oos_2026_r3_on_mean_spread,oos_2026_r3_on_median_turnover,oos_2026_r3_on_p90_turnover,oos_2026_r3_on_ls_ann,oos_2026_r3_on_ls_sortino,oos_2026_r3_on_ls_maxdd,oos_2026_r3_on_ls_top3_share,oos_2026_r3_on_ls_net10_ann,oos_2026_r3_on_ls_net10_sortino,oos_2026_r3_on_ls_net10_maxdd,oos_2026_r3_off_mean_spread,oos_2026_r3_off_median_turnover,oos_2026_r3_off_p90_turnover,oos_2026_r3_off_ls_ann,oos_2026_r3_off_ls_sortino,oos_2026_r3_off_ls_maxdd,oos_2026_r3_off_ls_top3_share,oos_2026_r3_off_ls_net10_ann,oos_2026_r3_off_ls_net10_sortino,oos_2026_r3_off_ls_net10_maxdd
ctx_rzrq_rzjme5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026_r3_on,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,21,-0.019719,-0.032094,0.238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026_r3_off,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,21,-0.019719,-0.032094,0.238095,39,-0.010938,-0.015357,0.358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme_nonminute,rzrq_flow_leverage,0.647583,581026,160,562945,0,train_2025h2,100,-0.002864,-0.001093,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme_nonminute,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme_nonminute,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026_r3_on,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,21,-0.026395,-0.027798,0.095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme_nonminute,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026_r3_off,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,21,-0.026395,-0.027798,0.095238,39,0.003563,0.004231,0.538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre,rzrq_flow_leverage,0.647583,581026,160,566245,0,train_2025h2,100,-0.022572,-0.026012,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026_r3_on,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,21,-0.041763,-0.055102,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026_r3_off,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,21,-0.041763,-0.055102,0.428571,39,-0.028795,-0.044433,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,train_2025h2,100,-0.019561,-0.016927,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026,100,-0.019561,-0.016927,0.46,fast_ic,60,-0.030088,-0.021387,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026_r3_on,100,-0.019561,-0.016927,0.46,fast_ic,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre10d,rzrq_flow_leverage,0.646948,580457,160,568228,0,oos_2026_r3_off,100,-0.019561,-0.016927,0.46,fast_ic,60,-0.030088,-0.021387,0.416667,21,-0.035347,-0.059708,0.428571,39,-0.027257,-0.020642,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre_nonminute,rzrq_flow_leverage,0.647583,581026,160,566245,0,train_2025h2,100,-0.022572,-0.026012,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre_nonminute,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre_nonminute,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026_r3_on,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,21,-0.041763,-0.055102,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzmre_nonminute,rzrq_flow_leverage,0.647583,581026,160,566245,0,oos_2026_r3_off,100,-0.022572,-0.026012,0.46,fast_ic,60,-0.033334,-0.048926,0.45,21,-0.041763,-0.055102,0.428571,39,-0.028795,-0.044433,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_amount_day,minute_flow_liquidity,0.943598,846618,160,844862,0,train_2025h2,100,-0.042696,-0.026998,0.41,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_amount_day,minute_flow_liquidity,0.943598,846618,160,844862,0,oos_2026,100,-0.042696,-0.026998,0.41,fast_ic,60,-0.053253,-0.088242,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_amount_day,minute_flow_liquidity,0.943598,846618,160,844862,0,oos_2026_r3_on,100,-0.042696,-0.026998,0.41,fast_ic,60,-0.053253,-0.088242,0.4,21,-0.059131,-0.105937,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_amount_day,minute_flow_liquidity,0.943598,846618,160,844862,0,oos_2026_r3_off,100,-0.042696,-0.026998,0.41,fast_ic,60,-0.053253,-0.088242,0.4,21,-0.059131,-0.105937,0.380952,39,-0.050088,-0.070062,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_day_high,minute_range_price_state,0.943598,846618,160,34168,0,train_2025h2,100,-0.016104,0.000291,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_day_high,minute_range_price_state,0.943598,846618,160,34168,0,oos_2026,100,-0.016104,0.000291,0.5,fast_ic,60,-0.027694,-0.070163,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_day_high,minute_range_price_state,0.943598,846618,160,34168,0,oos_2026_r3_on,100,-0.016104,0.000291,0.5,fast_ic,60,-0.027694,-0.070163,0.416667,21,-0.001758,-0.044573,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_day_high,minute_range_price_state,0.943598,846618,160,34168,0,oos_2026_r3_off,100,-0.016104,0.000291,0.5,fast_ic,60,-0.027694,-0.070163,0.416667,21,-0.001758,-0.044573,0.380952,39,-0.041659,-0.07986,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_amount,minute_flow_liquidity,0.943598,846618,160,841272,0,train_2025h2,100,-0.041682,-0.038537,0.43,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_amount,minute_flow_liquidity,0.943598,846618,160,841272,0,oos_2026,100,-0.041682,-0.038537,0.43,fast_ic,60,-0.054149,-0.077173,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_amount,minute_flow_liquidity,0.943598,846618,160,841272,0,oos_2026_r3_on,100,-0.041682,-0.038537,0.43,fast_ic,60,-0.054149,-0.077173,0.4,21,-0.059866,-0.092177,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_amount,minute_flow_liquidity,0.943598,846618,160,841272,0,oos_2026_r3_off,100,-0.041682,-0.038537,0.43,fast_ic,60,-0.054149,-0.077173,0.4,21,-0.059866,-0.092177,0.380952,39,-0.051071,-0.067611,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high,minute_range_price_state,0.943598,846618,160,33956,0,train_2025h2,100,-0.015489,0.001645,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026_r3_on,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,21,-0.000931,-0.04296,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026_r3_off,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,21,-0.000931,-0.04296,0.380952,39,-0.041272,-0.077478,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high_minute,minute_range_price_state,0.943598,846618,160,33956,0,train_2025h2,100,-0.015489,0.001645,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high_minute,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high_minute,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026_r3_on,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,21,-0.000931,-0.04296,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_high_minute,minute_range_price_state,0.943598,846618,160,33956,0,oos_2026_r3_off,100,-0.015489,0.001645,0.5,fast_ic,60,-0.027153,-0.069388,0.416667,21,-0.000931,-0.04296,0.380952,39,-0.041272,-0.077478,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_last_return_vs_open,minute_return_pressure,0.943598,846618,160,324114,0,train_2025h2,100,0.011864,0.012156,0.58,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_last_return_vs_open,minute_return_pressure,0.943598,846618,160,324114,0,oos_2026,100,0.011864,0.012156,0.58,fast_ic,60,0.006742,0.014433,0.583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_last_return_vs_open,minute_return_pressure,0.943598,846618,160,324114,0,oos_2026_r3_on,100,0.011864,0.012156,0.58,fast_ic,60,0.006742,0.014433,0.583333,21,0.023906,0.014309,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_last_return_vs_open,minute_return_pressure,0.943598,846618,160,324114,0,oos_2026_r3_off,100,0.011864,0.012156,0.58,fast_ic,60,0.006742,0.014433,0.583333,21,0.023906,0.014309,0.666667,39,-0.0025,0.014557,0.538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low,minute_range_price_state,0.943598,846618,160,33116,0,train_2025h2,100,-0.014656,0.002113,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026_r3_on,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,21,9.2e-05,-0.042222,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026_r3_off,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,21,9.2e-05,-0.042222,0.380952,39,-0.040275,-0.075995,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low_minute,minute_range_price_state,0.943598,846618,160,33116,0,train_2025h2,100,-0.014656,0.002113,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low_minute,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low_minute,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026_r3_on,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,21,9.2e-05,-0.042222,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_low_minute,minute_range_price_state,0.943598,846618,160,33116,0,oos_2026_r3_off,100,-0.014656,0.002113,0.5,fast_ic,60,-0.026147,-0.069273,0.416667,21,9.2e-05,-0.042222,0.380952,39,-0.040275,-0.075995,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range,minute_range_price_state,0.943598,846618,160,283334,0,train_2025h2,100,-0.052412,-0.042588,0.31,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026_r3_on,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,21,-0.067058,-0.038328,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026_r3_off,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,21,-0.067058,-0.038328,0.285714,39,-0.04585,-0.047352,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range_minute,minute_range_price_state,0.943598,846618,160,283334,0,train_2025h2,100,-0.052412,-0.042588,0.31,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range_minute,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range_minute,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026_r3_on,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,21,-0.067058,-0.038328,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_range_minute,minute_range_price_state,0.943598,846618,160,283334,0,oos_2026_r3_off,100,-0.052412,-0.042588,0.31,fast_ic,60,-0.053273,-0.04284,0.366667,21,-0.067058,-0.038328,0.285714,39,-0.04585,-0.047352,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vol,minute_flow_liquidity,0.943598,846618,160,352725,0,train_2025h2,100,-0.026367,-0.033581,0.39,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vol,minute_flow_liquidity,0.943598,846618,160,352725,0,oos_2026,100,-0.026367,-0.033581,0.39,fast_ic,60,-0.03276,-0.032788,0.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vol,minute_flow_liquidity,0.943598,846618,160,352725,0,oos_2026_r3_on,100,-0.026367,-0.033581,0.39,fast_ic,60,-0.03276,-0.032788,0.383333,21,-0.054685,-0.034125,0.238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vol,minute_flow_liquidity,0.943598,846618,160,352725,0,oos_2026_r3_off,100,-0.026367,-0.033581,0.39,fast_ic,60,-0.03276,-0.032788,0.383333,21,-0.054685,-0.034125,0.238095,39,-0.020955,-0.031452,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap,minute_vwap_pressure,0.943598,846618,160,844895,0,train_2025h2,100,-0.015068,0.001647,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap,minute_vwap_pressure,0.943598,846618,160,844895,0,oos_2026,100,-0.015068,0.001647,0.5,fast_ic,60,-0.02663,-0.069314,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap,minute_vwap_pressure,0.943598,846618,160,844895,0,oos_2026_r3_on,100,-0.015068,0.001647,0.5,fast_ic,60,-0.02663,-0.069314,0.416667,21,-0.000343,-0.042364,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap,minute_vwap_pressure,0.943598,846618,160,844895,0,oos_2026_r3_off,100,-0.015068,0.001647,0.5,fast_ic,60,-0.02663,-0.069314,0.416667,21,-0.000343,-0.042364,0.380952,39,-0.040784,-0.07705,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap_return_vs_open,minute_vwap_pressure,0.943598,846618,160,746649,0,train_2025h2,100,0.005069,0.010902,0.53,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap_return_vs_open,minute_vwap_pressure,0.943598,846618,160,746649,0,oos_2026,100,0.005069,0.010902,0.53,fast_ic,60,0.007423,0.023102,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap_return_vs_open,minute_vwap_pressure,0.943598,846618,160,746649,0,oos_2026_r3_on,100,0.005069,0.010902,0.53,fast_ic,60,0.007423,0.023102,0.55,21,0.029256,0.031245,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first15_vwap_return_vs_open,minute_vwap_pressure,0.943598,846618,160,746649,0,oos_2026_r3_off,100,0.005069,0.010902,0.53,fast_ic,60,0.007423,0.023102,0.55,21,0.029256,0.031245,0.666667,39,-0.004334,-0.000125,0.487179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_amount,minute_flow_liquidity,0.943598,846618,160,843005,0,train_2025h2,100,-0.041391,-0.040762,0.42,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_amount,minute_flow_liquidity,0.943598,846618,160,843005,0,oos_2026,100,-0.041391,-0.040762,0.42,fast_ic,60,-0.055394,-0.085897,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_amount,minute_flow_liquidity,0.943598,846618,160,843005,0,oos_2026_r3_on,100,-0.041391,-0.040762,0.42,fast_ic,60,-0.055394,-0.085897,0.4,21,-0.061135,-0.099938,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_amount,minute_flow_liquidity,0.943598,846618,160,843005,0,oos_2026_r3_off,100,-0.041391,-0.040762,0.42,fast_ic,60,-0.055394,-0.085897,0.4,21,-0.061135,-0.099938,0.380952,39,-0.052303,-0.070263,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_high,minute_range_price_state,0.943598,846618,160,33957,0,train_2025h2,100,-0.015571,0.001461,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_high,minute_range_price_state,0.943598,846618,160,33957,0,oos_2026,100,-0.015571,0.001461,0.5,fast_ic,60,-0.027314,-0.06945,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_high,minute_range_price_state,0.943598,846618,160,33957,0,oos_2026_r3_on,100,-0.015571,0.001461,0.5,fast_ic,60,-0.027314,-0.06945,0.416667,21,-0.001154,-0.043478,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_high,minute_range_price_state,0.943598,846618,160,33957,0,oos_2026_r3_off,100,-0.015571,0.001461,0.5,fast_ic,60,-0.027314,-0.06945,0.416667,21,-0.001154,-0.043478,0.380952,39,-0.0414,-0.078142,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open,minute_return_pressure,0.943598,846618,160,342872,0,train_2025h2,100,0.010119,0.002953,0.52,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026_r3_on,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,21,0.007946,0.008324,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026_r3_off,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,21,0.007946,0.008324,0.571429,39,0.006219,0.012033,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open_minute,minute_return_pressure,0.943598,846618,160,342872,0,train_2025h2,100,0.010119,0.002953,0.52,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open_minute,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open_minute,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026_r3_on,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,21,0.007946,0.008324,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_last_return_vs_open_minute,minute_return_pressure,0.943598,846618,160,342872,0,oos_2026_r3_off,100,0.010119,0.002953,0.52,fast_ic,60,0.006823,0.009691,0.533333,21,0.007946,0.008324,0.571429,39,0.006219,0.012033,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_low,minute_range_price_state,0.943598,846618,160,32968,0,train_2025h2,100,-0.014611,0.001962,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_low,minute_range_price_state,0.943598,846618,160,32968,0,oos_2026,100,-0.014611,0.001962,0.5,fast_ic,60,-0.026092,-0.068961,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
