candidate_id,factor_lane,polarity,window,days,median_turnover,p90_turnover,mean_daily,ann_compound,sharpe,sortino,hit_rate,max_drawdown,total_return,top1_day_share,top3_day_share,expression
phase3aa_event_0264_cn_integrated_v2_rzrq_size_normalized_00325,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.636364,0.661398,-0.00264689,-0.487216,-2.282804,-3.306464,0.47619,-0.09822479,-0.05753205,0.255463,0.627533,"CSRank(Div($ctx_rzrq_rzche,Add(Abs($amount),0.000001)))"
phase3aa_event_0264_cn_integrated_v2_rzrq_size_normalized_00325,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.617965,0.664662,-0.00106466,-0.235426,-1.560027,-2.725399,0.435897,-0.08247637,-0.04289255,0.115853,0.311694,"CSRank(Div($ctx_rzrq_rzche,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,train_2025h2_all,99,0.6,0.647082,0.00047444,0.126967,0.73824,1.042075,0.525253,-0.08200706,0.04267488,0.05823,0.138398,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.603924,0.646006,0.00016433,0.042277,0.279156,0.366381,0.5,-0.07083496,0.00506796,0.105369,0.274602,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.597284,0.652303,0.00070294,0.193725,1.034725,1.549004,0.54386,-0.05129647,0.0374173,0.091376,0.217178,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,oos_2026_all,60,0.564252,0.62034,-0.00084654,-0.192181,-0.874042,-1.148677,0.416667,-0.15479259,-0.05632438,0.109254,0.267134,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,oos_2026_r3_on,21,0.543457,0.588394,-0.00310539,-0.543321,-2.30714,-3.408412,0.428571,-0.12136756,-0.06776319,0.233143,0.570055,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,original,oos_2026_r3_off,39,0.569597,0.622939,0.00036977,0.097643,0.550699,0.78243,0.410256,-0.05742856,0.01227028,0.102795,0.288321,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,train_2025h2_all,99,0.608451,0.650825,-0.00025573,-0.062419,-0.440218,-0.605686,0.515152,-0.1115823,-0.02911653,0.053551,0.148689,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.604879,0.647887,-0.0016624,-0.342475,-2.708589,-3.578592,0.452381,-0.10507941,-0.06936499,0.142801,0.356414,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.615191,0.650845,0.00078076,0.217348,1.428996,2.088569,0.561404,-0.06319415,0.04324838,0.083873,0.215683,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,oos_2026_all,60,0.563696,0.608837,-0.00182257,-0.368531,-2.101409,-3.505181,0.466667,-0.17170208,-0.10878182,0.102196,0.275437,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.551948,0.593286,-0.00252259,-0.470857,-2.372446,-4.498507,0.47619,-0.094292,-0.05450312,0.240591,0.648435,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0280_cn_integrated_v2_rzrq_size_normalized_00341,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.580144,0.613308,-0.00144563,-0.3055,-1.954842,-3.167905,0.461538,-0.09043177,-0.05740759,0.131144,0.322662,"CSRank(Div($ctx_rzrq_rzmre,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,train_2025h2_all,99,0.581489,0.626398,-0.00035417,-0.085399,-0.489204,-0.759795,0.505051,-0.13348339,-0.04077796,0.061755,0.1457,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.576056,0.615775,-0.00085025,-0.192937,-1.294946,-1.797463,0.52381,-0.09118263,-0.03731124,0.103933,0.26733,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.585714,0.640382,1.135e-05,0.002865,0.014763,0.024614,0.491228,-0.11880465,-0.00360109,0.09582,0.226068,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,oos_2026_all,60,0.5079,0.56326,-0.00157736,-0.328209,-1.495328,-2.068652,0.466667,-0.16918037,-0.09805311,0.104467,0.282199,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,oos_2026_r3_on,21,0.461039,0.538961,-0.0032536,-0.560115,-2.32284,-3.733253,0.47619,-0.11750429,-0.07103715,0.221719,0.578584,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,original,oos_2026_r3_off,39,0.529474,0.563807,-0.00067477,-0.156418,-0.839397,-1.183888,0.461538,-0.0877977,-0.02908185,0.142873,0.374391,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,train_2025h2_all,99,0.581489,0.638571,6.04e-05,0.015337,0.083244,0.129732,0.545455,-0.10244827,-0.00060039,0.05973,0.149357,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.573354,0.623652,-0.00074571,-0.171376,-0.947596,-1.426757,0.5,-0.10244827,-0.03402591,0.1485,0.369607,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.595473,0.66015,0.00065438,0.179215,0.970379,1.600814,0.578947,-0.06824806,0.03460292,0.070071,0.204754,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,oos_2026_all,60,0.516234,0.566063,-0.00300384,-0.531448,-3.024941,-4.021375,0.45,-0.24187559,-0.17141811,0.107859,0.292426,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.477106,0.532468,-0.00467731,-0.693166,-3.850535,-5.26201,0.428571,-0.14114806,-0.09734477,0.252923,0.650134,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0266_cn_integrated_v2_rzrq_size_normalized_00327,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.528964,0.566336,-0.00210275,-0.41166,-2.489633,-3.431347,0.461538,-0.13225419,-0.08206161,0.182267,0.399851,"CSRank(Div($ctx_rzrq_rzche10d,Add(Abs($amount),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,train_2025h2_all,99,0.35742,0.425412,0.00044255,0.117951,0.699122,0.93491,0.535354,-0.06785088,0.03954546,0.041597,0.120723,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.346278,0.417867,0.00012905,0.033054,0.199961,0.243369,0.547619,-0.06785088,0.00320589,0.104661,0.290029,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.371429,0.432354,0.00067355,0.184922,1.080566,1.572888,0.526316,-0.05712229,0.03622344,0.067177,0.191107,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,oos_2026_all,60,0.367072,0.416207,-0.00046067,-0.109627,-0.466119,-0.652272,0.533333,-0.14796059,-0.03447408,0.090357,0.249574,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,oos_2026_r3_on,21,0.383117,0.425658,-0.00330819,-0.566145,-2.760697,-4.597255,0.428571,-0.11908883,-0.07078561,0.247107,0.642628,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,original,oos_2026_r3_off,39,0.355263,0.405031,0.00107261,0.310166,1.279448,1.617171,0.589744,-0.06035432,0.03907766,0.110337,0.252857,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,train_2025h2_all,99,0.360191,0.422221,0.00017439,0.044923,0.266592,0.390655,0.535354,-0.09403267,0.01197708,0.050022,0.135469,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.345104,0.411247,2.16e-05,0.005459,0.032193,0.043836,0.5,-0.07725283,-0.00148675,0.122696,0.303654,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.366977,0.427698,0.00028697,0.074985,0.447467,0.717483,0.561404,-0.07302115,0.01348388,0.070721,0.200991,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,oos_2026_all,60,0.364525,0.40705,0.00015246,0.039164,0.164209,0.251234,0.5,-0.11046843,0.00260708,0.086717,0.221213,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.374459,0.408907,-0.00300659,-0.531773,-2.531994,-4.551441,0.47619,-0.10644633,-0.06479604,0.235994,0.602014,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.359193,0.395179,0.00185349,0.594637,2.536075,4.195796,0.512821,-0.03832325,0.07207317,0.0796,0.229367,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,train_2025h2_all,99,0.1647,0.215151,0.00020529,0.053089,0.469085,0.666614,0.555556,-0.0527583,0.01809043,0.059,0.156444,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.174698,0.212827,0.00037449,0.098947,0.891808,1.402886,0.52381,-0.0527583,0.01490277,0.142198,0.363472,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.163783,0.21664,8.062e-05,0.020523,0.179117,0.243172,0.578947,-0.04270889,0.00314085,0.087108,0.239289,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,oos_2026_all,60,0.16879,0.203332,-0.0007049,-0.162805,-0.961799,-1.283384,0.483333,-0.10718452,-0.04534036,0.117308,0.259575,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,oos_2026_r3_on,21,0.154366,0.19585,-0.00165734,-0.341635,-1.738736,-2.210652,0.428571,-0.07691782,-0.03657779,0.29374,0.608019,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,original,oos_2026_r3_off,39,0.183536,0.205478,-0.00019205,-0.047249,-0.332231,-0.545045,0.512821,-0.05234612,-0.00909526,0.111816,0.286249,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,train_2025h2_all,99,0.170239,0.212207,0.0003291,0.086455,0.471783,0.645055,0.59596,-0.08873485,0.0268338,0.051593,0.150779,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.172837,0.212022,-0.00034802,-0.08398,-0.463637,-0.579704,0.595238,-0.08873485,-0.01746814,0.12942,0.348159,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.170239,0.212329,0.00082804,0.231926,1.266219,1.944589,0.596491,-0.05899481,0.04508958,0.080198,0.204197,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,oos_2026_all,60,0.173452,0.209757,-0.00070345,-0.162497,-0.747197,-1.02631,0.5,-0.14731799,-0.04779389,0.098273,0.238494,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.160506,0.19332,-0.00214124,-0.417351,-1.683127,-2.598391,0.47619,-0.10329761,-0.04814116,0.208624,0.506298,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0262_cn_integrated_v2_rzrq_size_normalized_00323,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.18216,0.221501,7.075e-05,0.017988,0.101555,0.148668,0.512821,-0.08156345,0.00036482,0.102496,0.28099,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,train_2025h2_all,99,0.482093,0.543876,0.00087794,0.247503,1.503232,2.20895,0.545455,-0.06590887,0.08612738,0.051246,0.140156,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.46604,0.538249,0.00082827,0.231999,1.501828,2.128647,0.52381,-0.06590887,0.03371569,0.117803,0.27632,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.482495,0.544376,0.00091454,0.259052,1.506958,2.281727,0.561404,-0.04607395,0.05070223,0.085759,0.218142,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,oos_2026_all,60,0.47936,0.541942,0.00026593,0.069302,0.279512,0.387647,0.566667,-0.12218469,0.0091137,0.102967,0.245481,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,oos_2026_r3_on,21,0.461039,0.545455,-0.00212927,-0.415587,-1.64116,-2.604714,0.47619,-0.11360853,-0.04806151,0.235698,0.555265,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,original,oos_2026_r3_off,39,0.490345,0.537081,0.00155566,0.479525,2.27554,3.540563,0.615385,-0.04941342,0.06006188,0.106742,0.27985,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,train_2025h2_all,99,0.481388,0.5399,0.00036821,0.097211,0.559795,0.824327,0.525253,-0.08820988,0.03152298,0.050673,0.145544,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.464889,0.539014,9.816e-05,0.025042,0.159188,0.217249,0.5,-0.07432305,0.00210178,0.12585,0.266023,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.492857,0.540565,0.0005672,0.153606,0.826529,1.289475,0.54386,-0.08541802,0.0293595,0.082734,0.231442,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,oos_2026_all,60,0.480391,0.545832,-0.00030393,-0.073743,-0.320666,-0.477534,0.533333,-0.1543728,-0.02475088,0.104553,0.260965,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.461039,0.548452,-0.00141347,-0.299839,-1.112827,-1.987508,0.52381,-0.10190599,-0.03342921,0.220079,0.52315,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0278_cn_integrated_v2_rzrq_size_normalized_00339,rzrq_size_normalized,reversed,oos_2026_r3_off,39,0.484023,0.545472,0.0002935,0.076756,0.411247,0.642374,0.538462,-0.08067921,0.00897847,0.1315,0.350224,"CSRank(Div($ctx_rzrq_rzjme5d,Add(Abs($amount),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,train_2025h2_all,99,0.533803,0.607477,0.0005594,0.151344,0.853522,1.217799,0.565657,-0.07896659,0.05125672,0.049925,0.136538,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,train_2025h2_r3_on,42,0.526559,0.625409,0.00035385,0.09325,0.506284,0.646186,0.571429,-0.07896659,0.01233215,0.118813,0.29828,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,train_2025h2_r3_off,57,0.534205,0.594171,0.00071086,0.196109,1.144294,1.861721,0.561404,-0.06135617,0.03845039,0.073997,0.204766,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,oos_2026_all,60,0.542428,0.602336,-0.00077167,-0.176783,-0.779551,-1.178779,0.466667,-0.14289964,-0.05234522,0.093193,0.237014,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,oos_2026_r3_on,21,0.498501,0.574561,-0.00401362,-0.637041,-3.422909,-6.022941,0.380952,-0.12484627,-0.08434692,0.268883,0.682505,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,original,oos_2026_r3_off,39,0.550666,0.609501,0.000974,0.27804,1.137946,1.611497,0.512821,-0.05316925,0.03494959,0.098963,0.269932,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,reversed,train_2025h2_all,99,0.537123,0.610973,0.00026333,0.068601,0.404499,0.485155,0.585859,-0.09384713,0.02096302,0.054647,0.142076,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,reversed,train_2025h2_r3_on,42,0.529175,0.622606,-0.00071092,-0.164075,-1.044042,-1.156613,0.571429,-0.09384713,-0.03183114,0.150563,0.33865,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,reversed,train_2025h2_r3_off,57,0.537123,0.596652,0.0009812,0.28036,1.571959,2.057763,0.596491,-0.05753286,0.0545299,0.077388,0.195833,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,reversed,oos_2026_all,60,0.541835,0.592333,-0.00099325,-0.22153,-1.13446,-1.593675,0.466667,-0.12760167,-0.06337122,0.101358,0.258198,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,rzrq_size_normalized,reversed,oos_2026_r3_on,21,0.501582,0.561572,-0.00322126,-0.556505,-2.694144,-4.018894,0.47619,-0.11022231,-0.06908392,0.234673,0.597802,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))"
