candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,source_family,source_id,parent_expression_hash,parent_expression,field_list,note,fresh_search_intent,x0_r3_role
phase3ay_x0_minute_transfer_00018,"CSRank(Add(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:5497b33cfbaed81111d4fbbc,5497b33cfbaed81111d4fbbc,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family plus AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00019,"CSRank(Mul(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:c48dbb4dff354d72c3f1e84d,c48dbb4dff354d72c3f1e84d,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family interaction with AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00020,"CSRank(CSResidual(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:c54dd461f58f608b68fa42de,c54dd461f58f608b68fa42de,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family residualized against AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00021,"CSRank(Add(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:a0d024466b612466cc7ead90,a0d024466b612466cc7ead90,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family plus AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00022,"CSRank(Mul(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:febf11954d9334d0d0e987c6,febf11954d9334d0d0e987c6,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family interaction with AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00023,"CSRank(CSResidual(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9925c96f21c71c4aaf392a93,9925c96f21c71c4aaf392a93,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family residualized against AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00024,"CSRank(Add(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e6753230ed0373fb819a69a9,e6753230ed0373fb819a69a9,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family plus AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00025,"CSRank(Mul(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9b7f0d75ed357c3f9bf84f02,9b7f0d75ed357c3f9bf84f02,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family interaction with AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00026,"CSRank(CSResidual(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:1c2415778f86f5d03dbecc69,1c2415778f86f5d03dbecc69,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$amount_yuan,$final_float_market_cap,$open",old family residualized against AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00027,"CSRank(Add(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:ba1aca6585ad177b341546b4,ba1aca6585ad177b341546b4,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$float_share,$open",old family plus AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00028,"CSRank(Mul(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:9f9bcf93e8e79f0a0af5a25e,9f9bcf93e8e79f0a0af5a25e,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$float_share,$open",old family interaction with AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00029,"CSRank(CSResidual(ZScore(CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:6d3da6b0636f34030a11be9e,6d3da6b0636f34030a11be9e,x0_official_cluster_formula,x0_cluster_002,4fd33c241a6ed3c7b6e07767,"CSRank(Mul(CSRank($open),CSRank(Mean($amount,8))))","$amount,$float_share,$open",old family residualized against AW capacity signal flowshare30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00030,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))",ay_old_family_minute_base,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:28d48014ade697b3c9a86a1f,28d48014ade697b3c9a86a1f,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$close,$final_float_market_cap",original expression on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00031,"Neg(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34)))))",ay_old_family_minute_neg,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:0bcb873edf6f967b39ddcd8a,0bcb873edf6f967b39ddcd8a,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$close,$final_float_market_cap",direction check on true minute clock,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00032,"CSRank(Add(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:59997448023b526d60ece2d2,59997448023b526d60ece2d2,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00033,"CSRank(Mul(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:a7e9325f958a8c05398cbfa0,a7e9325f958a8c05398cbfa0,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00034,"CSRank(CSResidual(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:2db3f5e8999c535428aa430d,2db3f5e8999c535428aa430d,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow15,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00035,"CSRank(Add(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:085650df27aab7f70964518d,085650df27aab7f70964518d,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00036,"CSRank(Mul(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:34e74f88bad380798868dc8a,34e74f88bad380798868dc8a,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00037,"CSRank(CSResidual(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,30),Add(Abs(Mean($final_float_market_cap,30)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:ae65143df8f88cb8c0691636,ae65143df8f88cb8c0691636,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow30,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00038,"CSRank(Add(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:d5961723169b391b881944b2,d5961723169b391b881944b2,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family plus AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00039,"CSRank(Mul(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_mul,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:e50e5ecb96ae4d9221bf3daf,e50e5ecb96ae4d9221bf3daf,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family interaction with AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00040,"CSRank(CSResidual(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount_yuan,60),Add(Abs(Mean($final_float_market_cap,60)),0.000001)))))))",ay_old_family_capacity_residual,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:2f5b926cd12c3b93b48f70cb,2f5b926cd12c3b93b48f70cb,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount_yuan,$close,$final_float_market_cap",old family residualized against AW capacity signal capflow60,False,read_only_transfer_diagnostic
phase3ay_x0_minute_transfer_00041,"CSRank(Add(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))),ZScore(Neg(CSRank(Div(Mean($amount,30),Add(Abs(Mean($float_share,30)),0.000001)))))))",ay_old_family_capacity_add,phase3ay_x0_minute_transfer,phase3ay_x0_minute_transfer_pack_v1,phase3ay:ac7929743eed3ab08912cd53,ac7929743eed3ab08912cd53,x0_official_cluster_formula,x0_cluster_004,28d48014ade697b3c9a86a1f,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($final_float_market_cap,34))))","$amount,$close,$final_float_market_cap,$float_share",old family plus AW capacity signal flowshare30,False,read_only_transfer_diagnostic
