candidate_id,z46_lane,actor_motif,event_family,event_fields,expression,passes_real_market_smoke,promoted_to_full_history_review,mean_window_rank_ic,recent_mean_rank_ic,mean_window_long_return,mean_window_long_sortino,recent_mean_sortino,mean_window_long_selected_turnover_rate,tradability_ic_excluded_row_count,pool_priority_score,source_quota_group,source_credit_cap_basis,smoke_flags
z46_challenger_084,challenger,open_touch_break_standalone_reversal,limit_break,limit_up_touch_not_close,"Neg(ZScore(Mean(Delay($limit_up_touch_not_close,1),3)))",False,False,0.022277,0.022277,0.000674,0.202411,-1.687524,0.039919,8005,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:2a2776d689825429,insufficient_quarterly_windows
z46_challenger_120,challenger,high_board_standalone_reversal,high_board,is_market_high_board,"Neg(ZScore(Mean(Delay($is_market_high_board,1),3)))",False,False,0.004603,0.004603,-0.000181,0.108081,-0.815603,0.047614,7803,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_challenger_093,challenger,open_touch_break_standalone_reversal,limit_open_break,limit_down_open_not_close,"Neg(ZScore(Mean(Delay($limit_down_open_not_close,1),3)))",False,False,0.009583,0.009583,0.000566,0.075379,4.792369,0.047799,8005,0.85,event_derived_feature_layer:challenger:limit_open_break,event_adapter:d5c70062102074c7,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_challenger_095,challenger,open_touch_break_standalone_reversal,limit_open_break,limit_down_open_not_close,"Neg(ZScore(Mean(Delay($limit_down_open_not_close,1),5)))",False,False,0.010815,0.010815,0.000557,0.070072,2.666759,0.046503,8002,0.85,event_derived_feature_layer:challenger:limit_open_break,event_adapter:d5c70062102074c7,insufficient_quarterly_windows
z46_challenger_104,challenger,open_touch_break_standalone_reversal,limit_break,limit_down_touch_not_close,"Neg(ZScore(Mean(Delay($limit_down_touch_not_close,1),5)))",False,False,0.016266,0.016266,0.000437,0.030924,-1.170265,0.043947,8002,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:329618c2fb5e7dc6,insufficient_quarterly_windows
z46_challenger_077,challenger,open_touch_break_standalone_reversal,limit_open_break,limit_up_open_not_close,"Neg(ZScore(Mean(Delay($limit_up_open_not_close,1),5)))",False,False,0.006918,0.006918,0.000598,0.011174,0.057769,0.04662,8002,0.85,event_derived_feature_layer:challenger:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_veto_intensifier_224,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_3,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_3,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_3,1),11)))",False,False,-0.001705,-0.001705,0.000489,-0.006154,-2.2303,0.047175,7997,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:7e7fd353b3b6d86a,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|insufficient_quarterly_windows
z46_challenger_102,challenger,open_touch_break_standalone_reversal,limit_break,limit_down_touch_not_close,"Neg(ZScore(Mean(Delay($limit_down_touch_not_close,1),3)))",False,False,0.014979,0.014979,0.000443,-0.014845,-1.589557,0.045791,8005,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:329618c2fb5e7dc6,insufficient_quarterly_windows
z46_challenger_075,challenger,open_touch_break_standalone_reversal,limit_open_break,limit_up_open_not_close,"Neg(ZScore(Mean(Delay($limit_up_open_not_close,1),3)))",False,False,0.008974,0.008974,0.000573,-0.01981,1.300401,0.047986,8005,0.85,event_derived_feature_layer:challenger:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_092,event_module,open_touch_break_event_module_rank,limit_open_break,limit_down_open_not_close,"CSRank(Mean(Delay($limit_down_open_not_close,1),2))",False,False,-0.007128,-0.007128,0.000724,-0.029126,-1.240609,0.056377,8006,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:d5c70062102074c7,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_073,challenger,open_touch_break_standalone_reversal,limit_open_break,limit_up_open_not_close,"Neg(ZScore(Mean(Delay($limit_up_open_not_close,1),2)))",False,False,0.006887,0.006887,0.000554,-0.030746,0.529535,0.049022,7748,0.85,event_derived_feature_layer:challenger:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_veto_intensifier_223,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_3,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_3,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_3,1),8)))",False,False,-0.001989,-0.001989,0.000426,-0.031846,-2.241855,0.048131,7998,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:7e7fd353b3b6d86a,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|insufficient_quarterly_windows
z46_veto_intensifier_225,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_3,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_3,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_3,1),14)))",False,False,0.000156,0.000156,0.000433,-0.050378,-2.336779,0.046503,7997,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:7e7fd353b3b6d86a,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_challenger_100,challenger,open_touch_break_standalone_reversal,limit_break,limit_down_touch_not_close,"Neg(ZScore(Mean(Delay($limit_down_touch_not_close,1),2)))",False,False,0.015188,0.015188,0.000495,-0.061137,-1.038726,0.047078,8006,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:329618c2fb5e7dc6,insufficient_quarterly_windows
z46_veto_intensifier_214,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_2,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_2,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_2,1),8)))",False,False,0.002038,0.002038,0.000423,-0.073868,-1.530981,0.050013,7998,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:0768fc16f3fe602d,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_121,event_module,high_board_event_module_rank,high_board,is_market_high_board,"CSRank(Mean(Delay($is_market_high_board,1),3))",False,False,-0.004603,-0.004603,-0.000403,-0.075125,-2.240723,0.050795,8005,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_221,challenger,rebound_standalone_reversal,limit_down_repair,limit_down_rebound_after_streak_ge_3,"Neg(ZScore(Mean(Delay($limit_down_rebound_after_streak_ge_3,1),5)))",False,False,0.003999,0.003999,0.000188,-0.097519,-1.033983,0.048052,7673,0.85,event_derived_feature_layer:challenger:limit_down_repair,event_adapter:7e7fd353b3b6d86a,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_veto_intensifier_216,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_2,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_2,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_2,1),14)))",False,False,0.002025,0.002025,0.000316,-0.09943,-2.161042,0.048578,7997,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:0768fc16f3fe602d,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_veto_intensifier_234,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_4,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_4,1),14)))",False,False,0.002028,0.002028,0.000203,-0.107199,-0.479548,0.046354,7997,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:2b55b278f14ba922,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_114,event_module,high_board_event_module_rank,high_board,high_board_rank,"CSRank(Mean(Delay($high_board_rank,1),5))",False,False,0.026363,0.026363,0.000297,-0.136376,-1.329853,0.047465,8002,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,insufficient_quarterly_windows
z46_challenger_122,challenger,high_board_standalone_reversal,high_board,is_market_high_board,"Neg(ZScore(Mean(Delay($is_market_high_board,1),5)))",False,False,0.004545,0.004545,-7.2e-05,-0.176161,-1.330707,0.046976,7932,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_078,event_module,open_touch_break_event_module_rank,limit_open_break,limit_up_open_not_close,"CSRank(Mean(Delay($limit_up_open_not_close,1),5))",False,False,-0.006918,-0.006918,0.000243,-0.179821,-0.746847,0.063731,8002,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_031,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_5,"CSRank(Mean(Delay($limit_up_streak_ge_5,1),3))",False,False,-0.004608,-0.004608,-0.000538,-0.233983,-3.150797,0.052351,8005,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3df12d8f96651c41,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_123,event_module,high_board_event_module_rank,high_board,is_market_high_board,"CSRank(Mean(Delay($is_market_high_board,1),5))",False,False,-0.004545,-0.004545,-0.000349,-0.282847,-1.764255,0.051262,8002,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_074,event_module,open_touch_break_event_module_rank,limit_open_break,limit_up_open_not_close,"CSRank(Mean(Delay($limit_up_open_not_close,1),2))",False,False,-0.006887,-0.006887,0.000108,-0.296707,-1.788254,0.059219,8006,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_040,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_6,"CSRank(Mean(Delay($limit_up_streak_ge_6,1),3))",False,False,-0.003626,-0.003626,-0.001815,-0.298373,-2.320799,0.050818,8005,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:0f4e1819e80f7f78,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_087,event_module,open_touch_break_event_module_rank,limit_break,limit_up_touch_not_close,"CSRank(Mean(Delay($limit_up_touch_not_close,1),5))",False,False,-0.021367,-0.021367,-0.000126,-0.309991,-0.520338,0.108365,8002,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:2a2776d689825429,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_103,event_module,open_touch_break_event_module_rank,limit_break,limit_down_touch_not_close,"CSRank(Mean(Delay($limit_down_touch_not_close,1),3))",False,False,-0.014979,-0.014979,-7.6e-05,-0.334494,-0.383479,0.080449,8005,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:329618c2fb5e7dc6,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_076,event_module,open_touch_break_event_module_rank,limit_open_break,limit_up_open_not_close,"CSRank(Mean(Delay($limit_up_open_not_close,1),3))",False,False,-0.008974,-0.008974,1e-05,-0.34408,-1.265902,0.060749,8005,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:8438c6a8315d5902,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_112,event_module,high_board_event_module_rank,high_board,high_board_rank,"CSRank(Mean(Delay($high_board_rank,1),3))",False,False,0.024848,0.024848,-0.000307,-0.346656,-1.972364,0.048371,8005,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,insufficient_quarterly_windows
z46_event_module_105,event_module,open_touch_break_event_module_rank,limit_break,limit_down_touch_not_close,"CSRank(Mean(Delay($limit_down_touch_not_close,1),5))",False,False,-0.016266,-0.016266,-0.000378,-0.411601,-0.42931,0.079422,8002,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:329618c2fb5e7dc6,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_226,challenger,rebound_standalone_reversal,limit_down_repair,limit_down_rebound_after_streak_ge_4,"Neg(ZScore(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),2)))",False,False,0.010939,0.010939,0.00018,-0.429579,0.42233,0.049857,3150,0.85,event_derived_feature_layer:challenger:limit_down_repair,event_adapter:2b55b278f14ba922,insufficient_quarterly_windows
z46_event_module_110,event_module,high_board_event_module_rank,high_board,high_board_rank,"CSRank(Mean(Delay($high_board_rank,1),2))",False,False,0.020374,0.020374,-0.000352,-0.431309,-1.919381,0.049242,8006,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,insufficient_quarterly_windows
z46_event_module_094,event_module,open_touch_break_event_module_rank,limit_open_break,limit_down_open_not_close,"CSRank(Mean(Delay($limit_down_open_not_close,1),3))",False,False,-0.009583,-0.009583,-0.000242,-0.432571,-2.467526,0.057251,8005,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:d5c70062102074c7,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_033,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_5,"CSRank(Mean(Delay($limit_up_streak_ge_5,1),5))",False,False,-0.003731,-0.003731,-0.000487,-0.460737,-1.935012,0.052002,8002,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3df12d8f96651c41,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_096,event_module,open_touch_break_event_module_rank,limit_open_break,limit_down_open_not_close,"CSRank(Mean(Delay($limit_down_open_not_close,1),5))",False,False,-0.010815,-0.010815,-0.000313,-0.480684,-1.28888,0.058756,8002,0.85,event_derived_feature_layer:event_module:limit_open_break,event_adapter:d5c70062102074c7,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_024,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_4,"CSRank(Mean(Delay($limit_up_streak_ge_4,1),5))",False,False,-0.003909,-0.003909,-0.000429,-0.533191,-2.463851,0.055862,8002,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3613a87827f89dce,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_022,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_4,"CSRank(Mean(Delay($limit_up_streak_ge_4,1),3))",False,False,-0.003971,-0.003971,-0.000456,-0.604273,-3.380899,0.054072,8005,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3613a87827f89dce,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_029,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_5,"CSRank(Mean(Delay($limit_up_streak_ge_5,1),2))",False,False,-0.002922,-0.002922,-0.000893,-0.615121,-3.561089,0.052544,8006,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3df12d8f96651c41,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_228,challenger,rebound_standalone_reversal,limit_down_repair,limit_down_rebound_after_streak_ge_4,"Neg(ZScore(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),3)))",False,False,0.008589,0.008589,-0.000657,-0.62643,0.029631,0.048406,4199,0.85,event_derived_feature_layer:challenger:limit_down_repair,event_adapter:2b55b278f14ba922,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_011,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_3,"CSRank(Mean(Delay($limit_up_streak_ge_3,1),2))",False,False,-0.006481,-0.006481,-0.000346,-0.665001,-2.902334,0.056715,8006,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:d2375c669e2b265f,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_013,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_3,"CSRank(Mean(Delay($limit_up_streak_ge_3,1),3))",False,False,-0.008344,-0.008344,-0.00072,-0.857638,-3.738848,0.059064,8005,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:d2375c669e2b265f,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_015,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_3,"CSRank(Mean(Delay($limit_up_streak_ge_3,1),5))",False,False,-0.00803,-0.00803,-0.000768,-0.875118,-2.896638,0.063144,8002,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:d2375c669e2b265f,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_veto_intensifier_233,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_4,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_4,1),11)))",False,False,-0.001743,-0.001743,-0.001639,-0.929583,-1.242937,0.047682,7997,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:2b55b278f14ba922,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|insufficient_quarterly_windows
z46_veto_intensifier_232,veto_intensifier,rebound_state_decay,limit_down_repair,limit_down_rebound_after_streak_ge_4,"CSRank(Sub(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),2),Mean(Delay($limit_down_rebound_after_streak_ge_4,1),8)))",False,False,-0.002132,-0.002132,-0.002191,-1.001454,-1.235242,0.048903,7998,0.85,event_derived_feature_layer:veto_intensifier:limit_down_repair,event_adapter:2b55b278f14ba922,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_020,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_4,"CSRank(Mean(Delay($limit_up_streak_ge_4,1),2))",False,False,-0.00317,-0.00317,-0.001593,-1.077994,-2.586552,0.053202,8006,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:3613a87827f89dce,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_109,challenger,high_board_standalone_reversal,high_board,high_board_rank,"Neg(ZScore(Mean(Delay($high_board_rank,1),2)))",False,False,-0.020374,-0.020374,-0.002165,-1.156464,-1.800917,0.110007,8006,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:bb29ce6ab6305c51,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_230,challenger,rebound_standalone_reversal,limit_down_repair,limit_down_rebound_after_streak_ge_4,"Neg(ZScore(Mean(Delay($limit_down_rebound_after_streak_ge_4,1),5)))",False,False,0.006204,0.006204,-0.00239,-1.183323,-0.856469,0.047207,5712,0.85,event_derived_feature_layer:challenger:limit_down_repair,event_adapter:2b55b278f14ba922,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_challenger_111,challenger,high_board_standalone_reversal,high_board,high_board_rank,"Neg(ZScore(Mean(Delay($high_board_rank,1),3)))",False,False,-0.024848,-0.024848,-0.002046,-1.202847,-1.886863,0.107787,8005,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:bb29ce6ab6305c51,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_event_module_006,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_2,"CSRank(Mean(Delay($limit_up_streak_ge_2,1),5))",False,False,-0.012955,-0.012955,-0.001855,-1.305764,-2.144941,0.087552,8002,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:f57402e4788ab1ea,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|recent_positive_quarter_ratio_below_0_5|insufficient_quarterly_windows
z46_challenger_118,challenger,high_board_standalone_reversal,high_board,is_market_high_board,"Neg(ZScore(Mean(Delay($is_market_high_board,1),2)))",False,False,0.002835,0.002835,-0.002766,-1.50818,-1.059802,0.048076,7634,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|insufficient_quarterly_windows
z46_event_module_038,event_module,limit_streak_event_module_rank,limit_streak,limit_up_streak_ge_6,"CSRank(Mean(Delay($limit_up_streak_ge_6,1),2))",False,False,-0.002785,-0.002785,-0.003489,-1.536834,-2.558117,0.051234,8006,0.85,event_derived_feature_layer:event_module:limit_streak,event_adapter:0f4e1819e80f7f78,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|insufficient_quarterly_windows
z46_event_module_119,event_module,high_board_event_module_rank,high_board,is_market_high_board,"CSRank(Mean(Delay($is_market_high_board,1),2))",False,False,-0.002835,-0.002835,-0.002866,-1.542698,-1.706658,0.050287,8006,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:3ec9ed0d8b8a1fc4,weak_mean_rank_ic_below_0_01|non_positive_recent_mean_rank_ic|insufficient_quarterly_windows
