candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,note,fresh_search_intent,x0_r3_role
phase3az_light_broad_minute_00014,"Neg(CSRank(Sub(Mom($open,15),Mom($open,60))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0c8184656be760e9c4577d5b,0c8184656be760e9c4577d5b,open acceleration reversal 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00015,"CSRank(Sub(Mom($high,1),Mom($high,5)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:71bf06e1567c1ee0e7381178,71bf06e1567c1ee0e7381178,high momentum acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00016,"Neg(CSRank(Sub(Mom($high,1),Mom($high,5))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4dba2e50d90771a996b02d5d,4dba2e50d90771a996b02d5d,high acceleration reversal 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00017,"CSRank(Sub(Mom($high,2),Mom($high,8)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:557d64305ec568e97e82b8ca,557d64305ec568e97e82b8ca,high momentum acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00018,"Neg(CSRank(Sub(Mom($high,2),Mom($high,8))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d26b4f03c32685caf75f57cf,d26b4f03c32685caf75f57cf,high acceleration reversal 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00019,"CSRank(Sub(Mom($high,3),Mom($high,10)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4779ba204b36836863a5e89f,4779ba204b36836863a5e89f,high momentum acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00020,"Neg(CSRank(Sub(Mom($high,3),Mom($high,10))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:522e3d265c323ae2ab827902,522e3d265c323ae2ab827902,high acceleration reversal 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00021,"CSRank(Sub(Mom($high,5),Mom($high,20)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:29a45768766fae7c6d372fcc,29a45768766fae7c6d372fcc,high momentum acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00022,"Neg(CSRank(Sub(Mom($high,5),Mom($high,20))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6acc0132018da9bc24661f57,6acc0132018da9bc24661f57,high acceleration reversal 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00023,"CSRank(Sub(Mom($high,8),Mom($high,30)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7ca337d27a9d7995479f3d6d,7ca337d27a9d7995479f3d6d,high momentum acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00024,"Neg(CSRank(Sub(Mom($high,8),Mom($high,30))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:db98f308e13bab4d2d7f2be2,db98f308e13bab4d2d7f2be2,high acceleration reversal 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00025,"CSRank(Sub(Mom($high,10),Mom($high,45)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7bd220d61ea18adbbbbdb70b,7bd220d61ea18adbbbbdb70b,high momentum acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00026,"Neg(CSRank(Sub(Mom($high,10),Mom($high,45))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:630f49aa8cf53500ccc60f1b,630f49aa8cf53500ccc60f1b,high acceleration reversal 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00027,"CSRank(Sub(Mom($high,15),Mom($high,60)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2e985a45a5ccc49e6af71216,2e985a45a5ccc49e6af71216,high momentum acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00028,"Neg(CSRank(Sub(Mom($high,15),Mom($high,60))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5190912636178bb89150f84c,5190912636178bb89150f84c,high acceleration reversal 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00029,"CSRank(Sub(Mom($low,1),Mom($low,5)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6ea8b630a4b8d74014db1141,6ea8b630a4b8d74014db1141,low momentum acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00030,"Neg(CSRank(Sub(Mom($low,1),Mom($low,5))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4e6eef1f0eba522b03145e85,4e6eef1f0eba522b03145e85,low acceleration reversal 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00031,"CSRank(Sub(Mom($low,2),Mom($low,8)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:476da5ab180f0c0d52f8ceac,476da5ab180f0c0d52f8ceac,low momentum acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00032,"Neg(CSRank(Sub(Mom($low,2),Mom($low,8))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:bb9b40af3dc2b27f67197500,bb9b40af3dc2b27f67197500,low acceleration reversal 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00033,"CSRank(Sub(Mom($low,3),Mom($low,10)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:75591fdeed409bd4c042664e,75591fdeed409bd4c042664e,low momentum acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00034,"Neg(CSRank(Sub(Mom($low,3),Mom($low,10))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ddb7bf054b3007afdd9fb281,ddb7bf054b3007afdd9fb281,low acceleration reversal 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00035,"CSRank(Sub(Mom($low,5),Mom($low,20)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:25b2e820c10ecc11885f7077,25b2e820c10ecc11885f7077,low momentum acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00036,"Neg(CSRank(Sub(Mom($low,5),Mom($low,20))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b0383a8d5caf0d3400f74ec5,b0383a8d5caf0d3400f74ec5,low acceleration reversal 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00037,"CSRank(Sub(Mom($low,8),Mom($low,30)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:60b9d3d3f9ff6cbdd062e0a4,60b9d3d3f9ff6cbdd062e0a4,low momentum acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00038,"Neg(CSRank(Sub(Mom($low,8),Mom($low,30))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f933b41a0b86dac4b0ac9156,f933b41a0b86dac4b0ac9156,low acceleration reversal 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00039,"CSRank(Sub(Mom($low,10),Mom($low,45)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e27c201e2a990df50ccb46ff,e27c201e2a990df50ccb46ff,low momentum acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00040,"Neg(CSRank(Sub(Mom($low,10),Mom($low,45))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a3d04000c9e2c9d7620a7e58,a3d04000c9e2c9d7620a7e58,low acceleration reversal 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00041,"CSRank(Sub(Mom($low,15),Mom($low,60)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a528d41335dca06479f82d59,a528d41335dca06479f82d59,low momentum acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00042,"Neg(CSRank(Sub(Mom($low,15),Mom($low,60))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c8df05347a49ed9019730c66,c8df05347a49ed9019730c66,low acceleration reversal 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00043,"CSRank(Sub(Mom($close,1),Mom($close,5)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7765c5c93e0790db0d7ad5cc,7765c5c93e0790db0d7ad5cc,close momentum acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00044,"Neg(CSRank(Sub(Mom($close,1),Mom($close,5))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c3ccede254ba031d212e4654,c3ccede254ba031d212e4654,close acceleration reversal 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00045,"CSRank(Sub(Mom($close,2),Mom($close,8)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:60b2deaca6bd8863dbea7e5b,60b2deaca6bd8863dbea7e5b,close momentum acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00046,"Neg(CSRank(Sub(Mom($close,2),Mom($close,8))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1f22524784368da3bd634c0b,1f22524784368da3bd634c0b,close acceleration reversal 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00047,"CSRank(Sub(Mom($close,3),Mom($close,10)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1ecaf3935a9bf17f858d3f37,1ecaf3935a9bf17f858d3f37,close momentum acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00048,"Neg(CSRank(Sub(Mom($close,3),Mom($close,10))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5938173d2d2337a4f95561be,5938173d2d2337a4f95561be,close acceleration reversal 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00049,"CSRank(Sub(Mom($close,5),Mom($close,20)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:933924e83f8014b55fe310f8,933924e83f8014b55fe310f8,close momentum acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00050,"Neg(CSRank(Sub(Mom($close,5),Mom($close,20))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ceffd68e20598f1bf81ef771,ceffd68e20598f1bf81ef771,close acceleration reversal 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00051,"CSRank(Sub(Mom($close,8),Mom($close,30)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:982e8d8f423d70c0bb80feed,982e8d8f423d70c0bb80feed,close momentum acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00052,"Neg(CSRank(Sub(Mom($close,8),Mom($close,30))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:9be6d8ff78e6a35f804caefb,9be6d8ff78e6a35f804caefb,close acceleration reversal 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00053,"CSRank(Sub(Mom($close,10),Mom($close,45)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:fe1438cfac229661febfb794,fe1438cfac229661febfb794,close momentum acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00054,"Neg(CSRank(Sub(Mom($close,10),Mom($close,45))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:267a2a6e45e36c30ba251801,267a2a6e45e36c30ba251801,close acceleration reversal 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00055,"CSRank(Sub(Mom($close,15),Mom($close,60)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f1632bdb12601a276454e867,f1632bdb12601a276454e867,close momentum acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00056,"Neg(CSRank(Sub(Mom($close,15),Mom($close,60))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3bf15350e2c9bb01d681465e,3bf15350e2c9bb01d681465e,close acceleration reversal 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00057,"CSRank(Sub(Mom($vwap,1),Mom($vwap,5)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:aef747339f415976538808c3,aef747339f415976538808c3,vwap momentum acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00058,"Neg(CSRank(Sub(Mom($vwap,1),Mom($vwap,5))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b073b951eae9ee3896da65c6,b073b951eae9ee3896da65c6,vwap acceleration reversal 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00059,"CSRank(Sub(Mom($vwap,2),Mom($vwap,8)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a3127ae4ed10b3e13c32ae59,a3127ae4ed10b3e13c32ae59,vwap momentum acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00060,"Neg(CSRank(Sub(Mom($vwap,2),Mom($vwap,8))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:308f207b0cf0a70d3a158b3c,308f207b0cf0a70d3a158b3c,vwap acceleration reversal 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00061,"CSRank(Sub(Mom($vwap,3),Mom($vwap,10)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7f6d3c6f57aa1bac41f6298f,7f6d3c6f57aa1bac41f6298f,vwap momentum acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00062,"Neg(CSRank(Sub(Mom($vwap,3),Mom($vwap,10))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ab49ed126ac42c8e5165b62c,ab49ed126ac42c8e5165b62c,vwap acceleration reversal 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00063,"CSRank(Sub(Mom($vwap,5),Mom($vwap,20)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:31a19bc5a66a56e48d763ccf,31a19bc5a66a56e48d763ccf,vwap momentum acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00064,"Neg(CSRank(Sub(Mom($vwap,5),Mom($vwap,20))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e437f30940d3a4ac2e230c1f,e437f30940d3a4ac2e230c1f,vwap acceleration reversal 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00065,"CSRank(Sub(Mom($vwap,8),Mom($vwap,30)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:837b610adfcad81d84c625a4,837b610adfcad81d84c625a4,vwap momentum acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00066,"Neg(CSRank(Sub(Mom($vwap,8),Mom($vwap,30))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3d9d85a63624c678f775251d,3d9d85a63624c678f775251d,vwap acceleration reversal 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00067,"CSRank(Sub(Mom($vwap,10),Mom($vwap,45)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:95cba77758e9151833021641,95cba77758e9151833021641,vwap momentum acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00068,"Neg(CSRank(Sub(Mom($vwap,10),Mom($vwap,45))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0fdaa1aca8f2d98e23fe2b78,0fdaa1aca8f2d98e23fe2b78,vwap acceleration reversal 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00069,"CSRank(Sub(Mom($vwap,15),Mom($vwap,60)))",az_price_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:70c01f63d0e0d7543c6376e7,70c01f63d0e0d7543c6376e7,vwap momentum acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00070,"Neg(CSRank(Sub(Mom($vwap,15),Mom($vwap,60))))",az_price_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8d0eaf59afb31fc017e168df,8d0eaf59afb31fc017e168df,vwap acceleration reversal 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00071,"CSRank(Sub(ZScore(Mean($vol,1)),ZScore(Mean($vol,5))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8ee504acbd1039a41bf81116,8ee504acbd1039a41bf81116,vol flow acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00072,"Neg(CSRank(Sub(ZScore(Mean($vol,1)),ZScore(Mean($vol,5)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d5adb35b4a91fb8f7dc533bf,d5adb35b4a91fb8f7dc533bf,vol flow exhaustion 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00073,"CSRank(Sub(ZScore(Mean($vol,2)),ZScore(Mean($vol,8))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7e06f782ed0c8c2b4879e86b,7e06f782ed0c8c2b4879e86b,vol flow acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00074,"Neg(CSRank(Sub(ZScore(Mean($vol,2)),ZScore(Mean($vol,8)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:52672074da9a75491701f788,52672074da9a75491701f788,vol flow exhaustion 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00075,"CSRank(Sub(ZScore(Mean($vol,3)),ZScore(Mean($vol,10))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c83762e7e97a830cd47ad40e,c83762e7e97a830cd47ad40e,vol flow acceleration 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00076,"Neg(CSRank(Sub(ZScore(Mean($vol,3)),ZScore(Mean($vol,10)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c7882aae9629b1cfb447583f,c7882aae9629b1cfb447583f,vol flow exhaustion 3-10,True,read_only_research_candidate
phase3az_light_broad_minute_00077,"CSRank(Sub(ZScore(Mean($vol,5)),ZScore(Mean($vol,20))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5d0c518aa574d830cde72a06,5d0c518aa574d830cde72a06,vol flow acceleration 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00078,"Neg(CSRank(Sub(ZScore(Mean($vol,5)),ZScore(Mean($vol,20)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c52518fe0f2cd103f6fcd856,c52518fe0f2cd103f6fcd856,vol flow exhaustion 5-20,True,read_only_research_candidate
phase3az_light_broad_minute_00079,"CSRank(Sub(ZScore(Mean($vol,8)),ZScore(Mean($vol,30))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:794bc3d436e1b37b06850322,794bc3d436e1b37b06850322,vol flow acceleration 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00080,"Neg(CSRank(Sub(ZScore(Mean($vol,8)),ZScore(Mean($vol,30)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ead1da330d7f622a3f5c59ee,ead1da330d7f622a3f5c59ee,vol flow exhaustion 8-30,True,read_only_research_candidate
phase3az_light_broad_minute_00081,"CSRank(Sub(ZScore(Mean($vol,10)),ZScore(Mean($vol,45))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4f965daa5cade5c8678e4dca,4f965daa5cade5c8678e4dca,vol flow acceleration 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00082,"Neg(CSRank(Sub(ZScore(Mean($vol,10)),ZScore(Mean($vol,45)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c45701d8bce96c4cdfc8e5da,c45701d8bce96c4cdfc8e5da,vol flow exhaustion 10-45,True,read_only_research_candidate
phase3az_light_broad_minute_00083,"CSRank(Sub(ZScore(Mean($vol,15)),ZScore(Mean($vol,60))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8cca0b3490aea6aff282f495,8cca0b3490aea6aff282f495,vol flow acceleration 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00084,"Neg(CSRank(Sub(ZScore(Mean($vol,15)),ZScore(Mean($vol,60)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:77d681168754347e4e411ff5,77d681168754347e4e411ff5,vol flow exhaustion 15-60,True,read_only_research_candidate
phase3az_light_broad_minute_00085,"CSRank(Sub(ZScore(Mean($volume,1)),ZScore(Mean($volume,5))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ee1a293a5d9676fbe407491c,ee1a293a5d9676fbe407491c,volume flow acceleration 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00086,"Neg(CSRank(Sub(ZScore(Mean($volume,1)),ZScore(Mean($volume,5)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:faf6522520096f922bd71130,faf6522520096f922bd71130,volume flow exhaustion 1-5,True,read_only_research_candidate
phase3az_light_broad_minute_00087,"CSRank(Sub(ZScore(Mean($volume,2)),ZScore(Mean($volume,8))))",az_flow_acceleration,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d58ea7a44aff87aa7f61c433,d58ea7a44aff87aa7f61c433,volume flow acceleration 2-8,True,read_only_research_candidate
phase3az_light_broad_minute_00088,"Neg(CSRank(Sub(ZScore(Mean($volume,2)),ZScore(Mean($volume,8)))))",az_flow_acceleration_reversal,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ef5950228e286fb2d7b1df12,ef5950228e286fb2d7b1df12,volume flow exhaustion 2-8,True,read_only_research_candidate
