candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,note,fresh_search_intent,x0_r3_role
phase3az_light_broad_minute_00170,"Neg(CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($amount_yuan,60)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b91bf4b5a2c4655ad0750bb4,b91bf4b5a2c4655ad0750bb4,close momentum exhausted by amount_yuan 60,True,read_only_research_candidate
phase3az_light_broad_minute_00171,"CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($amount,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d9b085d617e22576c814af93,d9b085d617e22576c814af93,close momentum confirmed by amount 1,True,read_only_research_candidate
phase3az_light_broad_minute_00172,"Neg(CSRank(Mul(ZScore(Mom($close,1)),ZScore(Mean($amount,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e9a6800d198267864a7c1428,e9a6800d198267864a7c1428,close momentum exhausted by amount 1,True,read_only_research_candidate
phase3az_light_broad_minute_00173,"CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($amount,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:475aaae7e70c247291560128,475aaae7e70c247291560128,close momentum confirmed by amount 2,True,read_only_research_candidate
phase3az_light_broad_minute_00174,"Neg(CSRank(Mul(ZScore(Mom($close,2)),ZScore(Mean($amount,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1e8eec186df67724b2e17c28,1e8eec186df67724b2e17c28,close momentum exhausted by amount 2,True,read_only_research_candidate
phase3az_light_broad_minute_00175,"CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($amount,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:98113c52f338b38b03e2058d,98113c52f338b38b03e2058d,close momentum confirmed by amount 3,True,read_only_research_candidate
phase3az_light_broad_minute_00176,"Neg(CSRank(Mul(ZScore(Mom($close,3)),ZScore(Mean($amount,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6fff4d56969d76d9ae374681,6fff4d56969d76d9ae374681,close momentum exhausted by amount 3,True,read_only_research_candidate
phase3az_light_broad_minute_00177,"CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($amount,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:895de97c682b105a021974a1,895de97c682b105a021974a1,close momentum confirmed by amount 5,True,read_only_research_candidate
phase3az_light_broad_minute_00178,"Neg(CSRank(Mul(ZScore(Mom($close,5)),ZScore(Mean($amount,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e51c16ff7478c7c5dcc76dbd,e51c16ff7478c7c5dcc76dbd,close momentum exhausted by amount 5,True,read_only_research_candidate
phase3az_light_broad_minute_00179,"CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($amount,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b92b7d6dcea2b45677e1cb76,b92b7d6dcea2b45677e1cb76,close momentum confirmed by amount 8,True,read_only_research_candidate
phase3az_light_broad_minute_00180,"Neg(CSRank(Mul(ZScore(Mom($close,8)),ZScore(Mean($amount,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:0b44624370b1329800b85a90,0b44624370b1329800b85a90,close momentum exhausted by amount 8,True,read_only_research_candidate
phase3az_light_broad_minute_00181,"CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($amount,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:13122e04b9dd8598544bf0fe,13122e04b9dd8598544bf0fe,close momentum confirmed by amount 10,True,read_only_research_candidate
phase3az_light_broad_minute_00182,"Neg(CSRank(Mul(ZScore(Mom($close,10)),ZScore(Mean($amount,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b81fdd35e7c7b893b9e6ed74,b81fdd35e7c7b893b9e6ed74,close momentum exhausted by amount 10,True,read_only_research_candidate
phase3az_light_broad_minute_00183,"CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($amount,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:17fe60cf04aae067ad45850e,17fe60cf04aae067ad45850e,close momentum confirmed by amount 15,True,read_only_research_candidate
phase3az_light_broad_minute_00184,"Neg(CSRank(Mul(ZScore(Mom($close,15)),ZScore(Mean($amount,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1297762ba082056022bb35cd,1297762ba082056022bb35cd,close momentum exhausted by amount 15,True,read_only_research_candidate
phase3az_light_broad_minute_00185,"CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($amount,20))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e273d5283455695f1f71facb,e273d5283455695f1f71facb,close momentum confirmed by amount 20,True,read_only_research_candidate
phase3az_light_broad_minute_00186,"Neg(CSRank(Mul(ZScore(Mom($close,20)),ZScore(Mean($amount,20)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:39e0124c8d9c993b23515f92,39e0124c8d9c993b23515f92,close momentum exhausted by amount 20,True,read_only_research_candidate
phase3az_light_broad_minute_00187,"CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($amount,30))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f81d8b83b388f11f90af2557,f81d8b83b388f11f90af2557,close momentum confirmed by amount 30,True,read_only_research_candidate
phase3az_light_broad_minute_00188,"Neg(CSRank(Mul(ZScore(Mom($close,30)),ZScore(Mean($amount,30)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4c2b392033bc2ab5c61ddd91,4c2b392033bc2ab5c61ddd91,close momentum exhausted by amount 30,True,read_only_research_candidate
phase3az_light_broad_minute_00189,"CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($amount,45))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5559a7f7c7d2a986747b0e9a,5559a7f7c7d2a986747b0e9a,close momentum confirmed by amount 45,True,read_only_research_candidate
phase3az_light_broad_minute_00190,"Neg(CSRank(Mul(ZScore(Mom($close,45)),ZScore(Mean($amount,45)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2a6480458c76189f9030d282,2a6480458c76189f9030d282,close momentum exhausted by amount 45,True,read_only_research_candidate
phase3az_light_broad_minute_00191,"CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($amount,60))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c62bade29f3432b105b5ef6c,c62bade29f3432b105b5ef6c,close momentum confirmed by amount 60,True,read_only_research_candidate
phase3az_light_broad_minute_00192,"Neg(CSRank(Mul(ZScore(Mom($close,60)),ZScore(Mean($amount,60)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b2ee8d2b498f647c456a15c5,b2ee8d2b498f647c456a15c5,close momentum exhausted by amount 60,True,read_only_research_candidate
phase3az_light_broad_minute_00193,"CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($volume,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:46f7d1dc635d620dd879834c,46f7d1dc635d620dd879834c,vwap momentum confirmed by volume 1,True,read_only_research_candidate
phase3az_light_broad_minute_00194,"Neg(CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($volume,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:38278d1ae7a34f28a88a6aaa,38278d1ae7a34f28a88a6aaa,vwap momentum exhausted by volume 1,True,read_only_research_candidate
phase3az_light_broad_minute_00195,"CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($volume,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a1678d9662920d2bb580378f,a1678d9662920d2bb580378f,vwap momentum confirmed by volume 2,True,read_only_research_candidate
phase3az_light_broad_minute_00196,"Neg(CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($volume,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7a1649fc8342f55d81fd916e,7a1649fc8342f55d81fd916e,vwap momentum exhausted by volume 2,True,read_only_research_candidate
phase3az_light_broad_minute_00197,"CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($volume,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:be56b33c6ac460198d92781a,be56b33c6ac460198d92781a,vwap momentum confirmed by volume 3,True,read_only_research_candidate
phase3az_light_broad_minute_00198,"Neg(CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($volume,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:fd896cd73270af2726d156df,fd896cd73270af2726d156df,vwap momentum exhausted by volume 3,True,read_only_research_candidate
phase3az_light_broad_minute_00199,"CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($volume,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4c4135b6ae1efaa66d755874,4c4135b6ae1efaa66d755874,vwap momentum confirmed by volume 5,True,read_only_research_candidate
phase3az_light_broad_minute_00200,"Neg(CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($volume,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:df227e6d0c2343601ead0ee2,df227e6d0c2343601ead0ee2,vwap momentum exhausted by volume 5,True,read_only_research_candidate
phase3az_light_broad_minute_00201,"CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($volume,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f9dddbe8a1070cec85efbe5c,f9dddbe8a1070cec85efbe5c,vwap momentum confirmed by volume 8,True,read_only_research_candidate
phase3az_light_broad_minute_00202,"Neg(CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($volume,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3ccb05bc73c85cc40a8695bc,3ccb05bc73c85cc40a8695bc,vwap momentum exhausted by volume 8,True,read_only_research_candidate
phase3az_light_broad_minute_00203,"CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($volume,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2d4d46845eb10e58acde9d1c,2d4d46845eb10e58acde9d1c,vwap momentum confirmed by volume 10,True,read_only_research_candidate
phase3az_light_broad_minute_00204,"Neg(CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($volume,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ed2438b12a1268e961ff3768,ed2438b12a1268e961ff3768,vwap momentum exhausted by volume 10,True,read_only_research_candidate
phase3az_light_broad_minute_00205,"CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($volume,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:44608c01941d999536c437b8,44608c01941d999536c437b8,vwap momentum confirmed by volume 15,True,read_only_research_candidate
phase3az_light_broad_minute_00206,"Neg(CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($volume,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c15e949f3efd0638dbd133aa,c15e949f3efd0638dbd133aa,vwap momentum exhausted by volume 15,True,read_only_research_candidate
phase3az_light_broad_minute_00207,"CSRank(Mul(ZScore(Mom($vwap,20)),ZScore(Mean($volume,20))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:72be3573912922f51bbc0cdf,72be3573912922f51bbc0cdf,vwap momentum confirmed by volume 20,True,read_only_research_candidate
phase3az_light_broad_minute_00208,"Neg(CSRank(Mul(ZScore(Mom($vwap,20)),ZScore(Mean($volume,20)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:69462fa524f636e111fe58c6,69462fa524f636e111fe58c6,vwap momentum exhausted by volume 20,True,read_only_research_candidate
phase3az_light_broad_minute_00209,"CSRank(Mul(ZScore(Mom($vwap,30)),ZScore(Mean($volume,30))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ef5d2ed92f2caf9f5885e1c1,ef5d2ed92f2caf9f5885e1c1,vwap momentum confirmed by volume 30,True,read_only_research_candidate
phase3az_light_broad_minute_00210,"Neg(CSRank(Mul(ZScore(Mom($vwap,30)),ZScore(Mean($volume,30)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:d929c5b8a5831b08d34a2f56,d929c5b8a5831b08d34a2f56,vwap momentum exhausted by volume 30,True,read_only_research_candidate
phase3az_light_broad_minute_00211,"CSRank(Mul(ZScore(Mom($vwap,45)),ZScore(Mean($volume,45))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:438aef32f1cf78b9a43919ac,438aef32f1cf78b9a43919ac,vwap momentum confirmed by volume 45,True,read_only_research_candidate
phase3az_light_broad_minute_00212,"Neg(CSRank(Mul(ZScore(Mom($vwap,45)),ZScore(Mean($volume,45)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:721405db06a8a99d608a3899,721405db06a8a99d608a3899,vwap momentum exhausted by volume 45,True,read_only_research_candidate
phase3az_light_broad_minute_00213,"CSRank(Mul(ZScore(Mom($vwap,60)),ZScore(Mean($volume,60))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:88d8407e32b5ab5b80319829,88d8407e32b5ab5b80319829,vwap momentum confirmed by volume 60,True,read_only_research_candidate
phase3az_light_broad_minute_00214,"Neg(CSRank(Mul(ZScore(Mom($vwap,60)),ZScore(Mean($volume,60)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6bf2919d14c225d85f357c53,6bf2919d14c225d85f357c53,vwap momentum exhausted by volume 60,True,read_only_research_candidate
phase3az_light_broad_minute_00215,"CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($amount_yuan,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:e4ae825216be422333dcfd49,e4ae825216be422333dcfd49,vwap momentum confirmed by amount_yuan 1,True,read_only_research_candidate
phase3az_light_broad_minute_00216,"Neg(CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($amount_yuan,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:6141db91a45705608afd76dd,6141db91a45705608afd76dd,vwap momentum exhausted by amount_yuan 1,True,read_only_research_candidate
phase3az_light_broad_minute_00217,"CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($amount_yuan,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:82eb6552acd13c689cc385a4,82eb6552acd13c689cc385a4,vwap momentum confirmed by amount_yuan 2,True,read_only_research_candidate
phase3az_light_broad_minute_00218,"Neg(CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($amount_yuan,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1b0ce38fb7d659d040140411,1b0ce38fb7d659d040140411,vwap momentum exhausted by amount_yuan 2,True,read_only_research_candidate
phase3az_light_broad_minute_00219,"CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($amount_yuan,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:1a2b4e85ed3813f39555c1cd,1a2b4e85ed3813f39555c1cd,vwap momentum confirmed by amount_yuan 3,True,read_only_research_candidate
phase3az_light_broad_minute_00220,"Neg(CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($amount_yuan,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f7c53b17f35dccbb60f7b959,f7c53b17f35dccbb60f7b959,vwap momentum exhausted by amount_yuan 3,True,read_only_research_candidate
phase3az_light_broad_minute_00221,"CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($amount_yuan,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:36b9db07d65c7845458e5f7a,36b9db07d65c7845458e5f7a,vwap momentum confirmed by amount_yuan 5,True,read_only_research_candidate
phase3az_light_broad_minute_00222,"Neg(CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($amount_yuan,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:2e0d076d56f3e753617e5ece,2e0d076d56f3e753617e5ece,vwap momentum exhausted by amount_yuan 5,True,read_only_research_candidate
phase3az_light_broad_minute_00223,"CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($amount_yuan,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:44dffe84b31a6bc613e0b015,44dffe84b31a6bc613e0b015,vwap momentum confirmed by amount_yuan 8,True,read_only_research_candidate
phase3az_light_broad_minute_00224,"Neg(CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($amount_yuan,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:f8230e46b9162580d8c374dc,f8230e46b9162580d8c374dc,vwap momentum exhausted by amount_yuan 8,True,read_only_research_candidate
phase3az_light_broad_minute_00225,"CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($amount_yuan,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c82402ed1dbf702ad7a778aa,c82402ed1dbf702ad7a778aa,vwap momentum confirmed by amount_yuan 10,True,read_only_research_candidate
phase3az_light_broad_minute_00226,"Neg(CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($amount_yuan,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:c9156cd115736185ef13a918,c9156cd115736185ef13a918,vwap momentum exhausted by amount_yuan 10,True,read_only_research_candidate
phase3az_light_broad_minute_00227,"CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($amount_yuan,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:8a830f672a0462cb6a9f6d63,8a830f672a0462cb6a9f6d63,vwap momentum confirmed by amount_yuan 15,True,read_only_research_candidate
phase3az_light_broad_minute_00228,"Neg(CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($amount_yuan,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:7b80987b79e165fc0152a1bf,7b80987b79e165fc0152a1bf,vwap momentum exhausted by amount_yuan 15,True,read_only_research_candidate
phase3az_light_broad_minute_00229,"CSRank(Mul(ZScore(Mom($vwap,20)),ZScore(Mean($amount_yuan,20))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b5e100ad4fff01c898e708ce,b5e100ad4fff01c898e708ce,vwap momentum confirmed by amount_yuan 20,True,read_only_research_candidate
phase3az_light_broad_minute_00230,"Neg(CSRank(Mul(ZScore(Mom($vwap,20)),ZScore(Mean($amount_yuan,20)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3cd56ccfc5a0ac419225956f,3cd56ccfc5a0ac419225956f,vwap momentum exhausted by amount_yuan 20,True,read_only_research_candidate
phase3az_light_broad_minute_00231,"CSRank(Mul(ZScore(Mom($vwap,30)),ZScore(Mean($amount_yuan,30))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:aca07753d81723e56c19d361,aca07753d81723e56c19d361,vwap momentum confirmed by amount_yuan 30,True,read_only_research_candidate
phase3az_light_broad_minute_00232,"Neg(CSRank(Mul(ZScore(Mom($vwap,30)),ZScore(Mean($amount_yuan,30)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:251449379bb08bc1404fd88b,251449379bb08bc1404fd88b,vwap momentum exhausted by amount_yuan 30,True,read_only_research_candidate
phase3az_light_broad_minute_00233,"CSRank(Mul(ZScore(Mom($vwap,45)),ZScore(Mean($amount_yuan,45))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:96bce66299da68f7acfd3896,96bce66299da68f7acfd3896,vwap momentum confirmed by amount_yuan 45,True,read_only_research_candidate
phase3az_light_broad_minute_00234,"Neg(CSRank(Mul(ZScore(Mom($vwap,45)),ZScore(Mean($amount_yuan,45)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:405e6467d1dea8a1537381a5,405e6467d1dea8a1537381a5,vwap momentum exhausted by amount_yuan 45,True,read_only_research_candidate
phase3az_light_broad_minute_00235,"CSRank(Mul(ZScore(Mom($vwap,60)),ZScore(Mean($amount_yuan,60))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:23ea0be5a5c2109b22a8a2ec,23ea0be5a5c2109b22a8a2ec,vwap momentum confirmed by amount_yuan 60,True,read_only_research_candidate
phase3az_light_broad_minute_00236,"Neg(CSRank(Mul(ZScore(Mom($vwap,60)),ZScore(Mean($amount_yuan,60)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:85cdaf745b5628cb2752c683,85cdaf745b5628cb2752c683,vwap momentum exhausted by amount_yuan 60,True,read_only_research_candidate
phase3az_light_broad_minute_00237,"CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($amount,1))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:82a8e5c067f788f9ad9fb8e6,82a8e5c067f788f9ad9fb8e6,vwap momentum confirmed by amount 1,True,read_only_research_candidate
phase3az_light_broad_minute_00238,"Neg(CSRank(Mul(ZScore(Mom($vwap,1)),ZScore(Mean($amount,1)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:95db7593349002560252d967,95db7593349002560252d967,vwap momentum exhausted by amount 1,True,read_only_research_candidate
phase3az_light_broad_minute_00239,"CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($amount,2))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:ad880f2e486b8750a7a22845,ad880f2e486b8750a7a22845,vwap momentum confirmed by amount 2,True,read_only_research_candidate
phase3az_light_broad_minute_00240,"Neg(CSRank(Mul(ZScore(Mom($vwap,2)),ZScore(Mean($amount,2)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:3863b73ae42073103a585544,3863b73ae42073103a585544,vwap momentum exhausted by amount 2,True,read_only_research_candidate
phase3az_light_broad_minute_00241,"CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($amount,3))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:eaf9ac636b78e9142672f3d4,eaf9ac636b78e9142672f3d4,vwap momentum confirmed by amount 3,True,read_only_research_candidate
phase3az_light_broad_minute_00242,"Neg(CSRank(Mul(ZScore(Mom($vwap,3)),ZScore(Mean($amount,3)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:998848c5958364367fec1dd9,998848c5958364367fec1dd9,vwap momentum exhausted by amount 3,True,read_only_research_candidate
phase3az_light_broad_minute_00243,"CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($amount,5))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:5b762858edf6beac6b0ccd46,5b762858edf6beac6b0ccd46,vwap momentum confirmed by amount 5,True,read_only_research_candidate
phase3az_light_broad_minute_00244,"Neg(CSRank(Mul(ZScore(Mom($vwap,5)),ZScore(Mean($amount,5)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b5ea0cdf3e6ca739add1885b,b5ea0cdf3e6ca739add1885b,vwap momentum exhausted by amount 5,True,read_only_research_candidate
phase3az_light_broad_minute_00245,"CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($amount,8))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:4c0e2ecf1d19df3c333da7dd,4c0e2ecf1d19df3c333da7dd,vwap momentum confirmed by amount 8,True,read_only_research_candidate
phase3az_light_broad_minute_00246,"Neg(CSRank(Mul(ZScore(Mom($vwap,8)),ZScore(Mean($amount,8)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:a9c47dced811c9a33aed0720,a9c47dced811c9a33aed0720,vwap momentum exhausted by amount 8,True,read_only_research_candidate
phase3az_light_broad_minute_00247,"CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($amount,10))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:039e820585ae248504f69faa,039e820585ae248504f69faa,vwap momentum confirmed by amount 10,True,read_only_research_candidate
phase3az_light_broad_minute_00248,"Neg(CSRank(Mul(ZScore(Mom($vwap,10)),ZScore(Mean($amount,10)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:aeee24713310b61c32f61e47,aeee24713310b61c32f61e47,vwap momentum exhausted by amount 10,True,read_only_research_candidate
phase3az_light_broad_minute_00249,"CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($amount,15))))",az_price_flow_confirmation,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:b0fc0c3441247f1a00871f04,b0fc0c3441247f1a00871f04,vwap momentum confirmed by amount 15,True,read_only_research_candidate
phase3az_light_broad_minute_00250,"Neg(CSRank(Mul(ZScore(Mom($vwap,15)),ZScore(Mean($amount,15)))))",az_price_flow_exhaustion,phase3az_light_broad_minute,phase3az_light_broad_minute_pack_v1,phase3az:51bc3965bd85e4f71664e18d,51bc3965bd85e4f71664e18d,vwap momentum exhausted by amount 15,True,read_only_research_candidate
