panel_field,source_group,dataset,route,field_family,nonnull_count,nonnull_rate,unique_nonnull_count,coverage_status,coverage_reason
ctx_fulla_bs_asset_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,322,0.0003748,7,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_assign_cash_dividend,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_available_sale_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,75,8.73e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_bond_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,127367,0.14825131,2127,selector_core,core_coverage_pass
ctx_fulla_bs_borrow_fund,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,19222,0.02237382,57,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_buy_resale_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,19718,0.02295115,86,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_capital_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,806622,0.93888345,11351,selector_core,core_coverage_pass
ctx_fulla_bs_cip,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,707885,0.82395659,13731,selector_core,core_coverage_pass
ctx_fulla_bs_consumptive_biological_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_contract_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,323134,0.37611814,5886,selector_core,core_coverage_pass
ctx_fulla_bs_contract_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802875,0.93452206,15888,selector_core,core_coverage_pass
ctx_fulla_bs_convert_diff,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_creditor_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,69166,0.08050712,981,selector_core,core_coverage_pass
ctx_fulla_bs_current_asset_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,14,selector_core,core_coverage_pass
ctx_fulla_bs_current_asset_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,3906,0.00454647,87,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_current_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,10,selector_core,core_coverage_pass
ctx_fulla_bs_current_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1177,0.00136999,28,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_defer_income,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708372,0.82452344,13572,selector_core,core_coverage_pass
ctx_fulla_bs_defer_income_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_defer_tax_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,789567,0.91903195,15337,selector_core,core_coverage_pass
ctx_fulla_bs_defer_tax_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,667186,0.77658419,12564,selector_core,core_coverage_pass
ctx_fulla_bs_derive_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,68069,0.07923024,952,selector_core,core_coverage_pass
ctx_fulla_bs_derive_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,65944,0.07675681,943,selector_core,core_coverage_pass
ctx_fulla_bs_develop_expense,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,172943,0.20130039,2986,selector_core,core_coverage_pass
ctx_fulla_bs_div_holdsale_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_div_holdsale_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_dividend_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,234072,0.27245268,3174,selector_core,core_coverage_pass
ctx_fulla_bs_dividend_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,holder_corporate_action,91447,0.10644152,1082,selector_core,core_coverage_pass
ctx_fulla_bs_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808912,0.94154894,5,selector_core,core_coverage_pass
ctx_fulla_bs_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_export_refund_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fee_commission_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16864,0.01962918,13,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_fin_fund,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,967,0.00112556,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_finance_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,567853,0.6609636,10994,selector_core,core_coverage_pass
ctx_fulla_bs_fixed_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_fixed_asset_disposal,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,162,0.00018856,4,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_fvtoci_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fvtoci_ncfinasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_fvtpl_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,19,2.212e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_fvtpl_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_general_risk_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,34269,0.03988807,160,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_goodwill,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,408601,0.47559912,3594,selector_core,core_coverage_pass
ctx_fulla_bs_hold_maturity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_holdsale_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,42178,0.04909391,325,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_holdsale_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,22471,0.02615556,73,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_insurance_contract_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,14926,0.01737341,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_intangible_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,805967,0.93812105,15966,selector_core,core_coverage_pass
ctx_fulla_bs_interest_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,71064,0.08271633,875,selector_core,core_coverage_pass
ctx_fulla_bs_interest_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,59685,0.06947152,687,selector_core,core_coverage_pass
ctx_fulla_bs_internal_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_internal_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_inventory,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,801011,0.93235242,15859,selector_core,core_coverage_pass
ctx_fulla_bs_invest_realestate,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,423560,0.49301094,7913,selector_core,core_coverage_pass
ctx_fulla_bs_lease_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,694786,0.80870975,13595,selector_core,core_coverage_pass
ctx_fulla_bs_lend_fund,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,18088,0.02105388,36,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808912,0.94154894,4,selector_core,core_coverage_pass
ctx_fulla_bs_liab_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_liab_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,322,0.0003748,7,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_loan_advance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,23559,0.02742196,171,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_loan_pbc,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,17119,0.01992599,21,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_long_equity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,564634,0.65721679,10656,selector_core,core_coverage_pass
ctx_fulla_bs_long_loan,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,506959,0.59008484,8827,selector_core,core_coverage_pass
ctx_fulla_bs_long_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,264374,0.30772329,4223,selector_core,core_coverage_pass
ctx_fulla_bs_long_prepaid_expense,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,735586,0.85619971,14492,selector_core,core_coverage_pass
ctx_fulla_bs_long_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,187390,0.21811625,3130,selector_core,core_coverage_pass
ctx_fulla_bs_long_staffsalary_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,115292,0.13419638,1780,selector_core,core_coverage_pass
ctx_fulla_bs_minority_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,656461,0.76410062,12902,selector_core,core_coverage_pass
ctx_fulla_bs_monetaryfunds,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_asset_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,228139,0.26554685,3910,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_asset_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,8,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_asset_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,1416,0.00164818,29,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_noncurrent_liab_1year,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,756458,0.88049408,14737,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_liab_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,807176,0.93952829,6,selector_core,core_coverage_pass
ctx_fulla_bs_noncurrent_liab_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,2524,0.00293786,46,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_note_accounts_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808474,0.94103912,16024,selector_core,core_coverage_pass
ctx_fulla_bs_note_accounts_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,807132,0.93947708,16001,selector_core,core_coverage_pass
ctx_fulla_bs_note_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,560718,0.65265868,10472,selector_core,core_coverage_pass
ctx_fulla_bs_note_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,598682,0.69684762,11522,selector_core,core_coverage_pass
ctx_fulla_bs_oil_gas_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,21984,0.02558871,53,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_compre_income,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,601188,0.69976453,10692,selector_core,core_coverage_pass
ctx_fulla_bs_other_creditor_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,38345,0.04463241,378,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_current_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,802696,0.93431371,15885,selector_core,core_coverage_pass
ctx_fulla_bs_other_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,773511,0.90034325,15222,selector_core,core_coverage_pass
ctx_fulla_bs_other_equity_invest,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,404244,0.47052771,4696,selector_core,core_coverage_pass
ctx_fulla_bs_other_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_other_equity_tool,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,104598,0.12174889,1453,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,727286,0.84653876,13913,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,324447,0.37764643,4096,selector_core,core_coverage_pass
ctx_fulla_bs_other_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,139283,0.16212117,1943,selector_core,core_coverage_pass
ctx_fulla_bs_other_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,271,0.00031544,7,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_other_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,217,0.00025258,5,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_parent_equity_balance,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808912,0.94154894,9,selector_core,core_coverage_pass
ctx_fulla_bs_parent_equity_other,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,38,4.423e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_perpetual_bond,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,30255,0.0352159,178,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_perpetual_bond_paybale,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,17721,0.0206267,3,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_predict_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,708,0.00082409,19,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_predict_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,338174,0.39362424,5685,selector_core,core_coverage_pass
ctx_fulla_bs_preferred_shares,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,17456,0.02031825,6,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_preferred_shares_paybale,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,18234,0.02122382,9,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_premium_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16720,0.01946157,11,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_prepayment,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,807423,0.93981579,16002,selector_core,core_coverage_pass
ctx_fulla_bs_productive_biology_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,43742,0.05091436,476,selector_core,core_coverage_pass
ctx_fulla_bs_project_material,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16,1.862e-05,1,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_rc_reserve_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16393,0.01908095,4,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_reinsure_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16358,0.01904021,4,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_reinsure_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,16393,0.01908095,4,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_sell_repo_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,18365,0.0213763,57,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_settle_excess_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,18748,0.0218221,49,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_share_capital,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,808903,0.94153847,7162,selector_core,core_coverage_pass
ctx_fulla_bs_short_bond_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_short_fin_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,815,0.00094864,21,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_short_loan,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,645873,0.75177651,11699,selector_core,core_coverage_pass
ctx_fulla_bs_special_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,90,0.00010476,2,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_special_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,280178,0.32611866,5160,selector_core,core_coverage_pass
ctx_fulla_bs_staff_salary_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,807477,0.93987864,15991,selector_core,core_coverage_pass
ctx_fulla_bs_subsidy_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_surplus_reserve,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,796995,0.92767792,5621,selector_core,core_coverage_pass
ctx_fulla_bs_tax_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808894,0.94152799,16031,selector_core,core_coverage_pass
ctx_fulla_bs_total_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_total_current_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,16026,selector_core,core_coverage_pass
ctx_fulla_bs_total_current_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,16026,selector_core,core_coverage_pass
ctx_fulla_bs_total_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_total_liab_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_total_liabilities,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_total_noncurrent_assets,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,808599,0.94118462,16026,selector_core,core_coverage_pass
ctx_fulla_bs_total_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,807176,0.93952829,15964,selector_core,core_coverage_pass
ctx_fulla_bs_total_other_payable,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808423,0.94097976,16006,selector_core,core_coverage_pass
ctx_fulla_bs_total_other_rece,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808200,0.94072019,16012,selector_core,core_coverage_pass
ctx_fulla_bs_total_parent_equity,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808912,0.94154894,16032,selector_core,core_coverage_pass
ctx_fulla_bs_trade_finasset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_trade_finasset_notfvtpl,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,534470,0.62210681,9385,selector_core,core_coverage_pass
ctx_fulla_bs_trade_finliab,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_trade_finliab_notfvtpl,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,81595,0.0949741,1120,selector_core,core_coverage_pass
ctx_fulla_bs_treasury_shares,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,capacity_size,375097,0.43660149,4306,selector_core,core_coverage_pass
ctx_fulla_bs_unassign_rpofit,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,808903,0.94153847,16031,selector_core,core_coverage_pass
ctx_fulla_bs_unconfirm_invest_loss,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,0,0.0,0,blocked_zero_coverage,zero_nonnull
ctx_fulla_bs_useright_asset,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,736419,0.8571693,14514,selector_core,core_coverage_pass
ctx_fulla_bs_accept_deposit_interbank_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,4679,0.00544621,106,blocked_low_core_coverage,nonnull_below_core_threshold_0.05
ctx_fulla_bs_accounts_payable_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,799219,0.93026658,15856,selector_core,core_coverage_pass
ctx_fulla_bs_accounts_rece_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,other_numeric,797000,0.92768374,15813,selector_core,core_coverage_pass
ctx_fulla_bs_accrued_expense_yoy,fundamental_pit_silver,fundamental_balance_long,announcement_pit_feature,fundamental_quality_risk,0,0.0,0,blocked_zero_coverage,zero_nonnull
