book,cluster_id,new_vs_149_proxy,known_vs_149_reason,max_corr_to_149_registry_proxy,exact_expression_match_149,field_families,operator_families,source_lane,capacity_proxy,cost_adjusted_score,p90_replay_turnover,representative_candidate_id,representative_expression
J0_fresh,s51_cluster_035,True,,0.670199,False,"[""price"", ""size_capital""]","[""CSRank"", ""CSResidual"", ""Mean"", ""Neg""]",r0_cem_led,852884.015405,0.35946,0.02848,stockpit-cem_adaptive_grammar-b768e4b826b1,"Neg(CSRank(CSResidual(CSRank(Mean($final_float_market_cap,34)),CSRank(Mean($close,1)))))"
J0_fresh,s52_cluster_001,True,,0.0,False,"[""flow"", ""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Std"", ""ZScore""]",formula_gen_v2_repair_expansion,38590345.544531,2.694595,0.398595,fgv2-repair-add_state_gate-32a489bbd2,"CSRank(Mul(CSRank(Mul(ZScore(Std($amount,2)),ZScore(Std($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s52_cluster_002,False,signal_collision_ge_0p80,0.958598,False,"[""flow"", ""price""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,69546080.957031,2.96599,0.1414,stockpit-cem_adaptive_grammar-f9b8d3d0761e,"CSRank(Mul(ZScore(Mean(Abs($amount),8)),ZScore(Mean(Abs($close),21))))"
J0_fresh,s52_cluster_003,False,signal_collision_ge_0p80,1.0,False,"[""price""]","[""CSRank""]",r0_cem_led,31314104.342725,3.347058,0.381506,stockpit-cem_adaptive_grammar-f32782f94940,CSRank($close)
J0_fresh,s52_cluster_008,True,,0.567496,False,"[""price""]","[""CSRank"", ""Corr"", ""Mean"", ""Mul"", ""ZScore""]",agnostic_freeform_ast,26349601.273633,1.430029,0.438144,agnostic-freeform-ad4fff6465e1,"CSRank(Mul(ZScore($vwap),Corr(Mean($vwap,5),$high,5)))"
J0_fresh,s52_cluster_009,False,exact_expression_match,0.620154,True,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-468a6c5cf1,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s52_cluster_011,True,,0.717528,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,118609766.951953,2.283187,0.028193,stockpit-cem_adaptive_grammar-88b6b63c5f2f,"CSRank(Mul(ZScore(Mean($close,34)),ZScore(Mean($final_float_market_cap,5))))"
J0_fresh,s52_cluster_012,True,,0.45254,False,"[""price""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,31496725.0,2.555187,0.146011,stockpit-cem_adaptive_grammar-5f048933181f,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($close),2))))"
J0_fresh,s52_cluster_013,True,,0.75741,False,"[""price""]","[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""ZScore""]",agnostic_freeform_ast,27201787.563672,3.905575,0.069113,agnostic-freeform-fba56bd17cd8,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),34)),CSRank($high)))"
J0_fresh,s52_cluster_015,True,,0.547427,False,"[""price""]","[""CSRank"", ""Delta"", ""Mean"", ""Mul""]",agnostic_freeform_ast,22728218.225781,1.839672,0.205154,agnostic-freeform-698afa8bbd63,"CSRank(Mul(CSRank(Mean($open,21)),CSRank(Delta($high,8))))"
J0_fresh,s52_cluster_017,True,,0.178697,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",agnostic_freeform_ast,104685539.252344,0.425112,0.164631,agnostic-freeform-a1780804e563,"CSRank(Mul(Sign(Delta($open,21)),ZScore(Mean(Abs(Delta($final_total_market_cap,1)),21))))"
J0_fresh,s52_cluster_028,True,,0.529531,False,"[""flow""]","[""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,22144681.590918,0.450196,0.253753,stockpit-cem_adaptive_grammar-0704e1b1331d,"Neg(CSRank(Mul(ZScore(Mean($amount,5)),ZScore(Mean($volume,1)))))"
J0_fresh,s52_cluster_030,True,,0.50358,False,"[""size_capital""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,18203547.140625,1.714116,0.047298,stockpit-cem_adaptive_grammar-e8bde889a166,"Neg(CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),21)),ZScore(Mean(Abs($final_float_market_cap),8)))))"
J0_fresh,s53_cluster_001,False,signal_collision_ge_0p80,0.99562,False,"[""price""]","[""CSRank"", ""Mean""]",agnostic_freeform_ast,32905658.172363,3.835719,0.052267,agnostic-freeform-08f917f6347f,"CSRank(Mean($low,34))"
J0_fresh,s53_cluster_002,True,,0.596226,False,"[""price"", ""size_capital""]","[""Abs"", ""Add"", ""CSRank"", ""Delta"", ""Mean"", ""Mom"", ""Sign""]",agnostic_freeform_ast,22877982.360352,3.181867,0.143169,agnostic-freeform-176ab8ab97a7,"CSRank(Add(Sign(Mom($final_total_market_cap,34)),CSRank(Mean(Abs(Delta($open,1)),34))))"
J0_fresh,s53_cluster_003,True,,0.734376,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",formula_gen_v2_repair_expansion,28596551.40752,3.047705,0.27302,fgv2-repair-add_state_gate-71636e4924,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s53_cluster_004,False,signal_collision_ge_0p80,1.0,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,114204507.063281,2.517883,0.037819,stockpit-cem_adaptive_grammar-71b556bd5adc,"CSRank(Mul(ZScore(Mean($close,2)),ZScore(Mean($final_float_market_cap,2))))"
J0_fresh,s53_cluster_005,True,,0.581423,False,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s53_cluster_007,True,,0.116398,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",agnostic_freeform_ast,20583709.256006,0.696888,0.202382,agnostic-freeform-c0097a58b16d,"CSRank(Mul(CSRank($open),Mul(ZScore(Mean(Abs(Delta($open,1)),13)),Sign(Delta($final_float_market_cap,21)))))"
J0_fresh,s53_cluster_008,True,,0.164251,False,"[""price"", ""size_capital""]","[""CSRank"", ""CSResidual"", ""Neg"", ""Std""]",r0_cem_led,2463555.615039,1.79737,0.702656,stockpit-cem_adaptive_grammar-efc7f9878c62,"Neg(CSRank(CSResidual(CSRank(Std($final_float_market_cap,2)),CSRank(Std($close,8)))))"
J0_fresh,s53_cluster_009,True,,0.147959,False,"[""price""]","[""CSRank"", ""Delta"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,13615944.087891,-0.038821,0.384838,stockpit-cem_adaptive_grammar-a3f6766592fb,"Neg(CSRank(Mul(ZScore(Delta($close,21)),ZScore(Delta($close,5)))))"
J0_fresh,s53_cluster_010,True,,0.443316,False,"[""price"", ""size_capital""]","[""CSRank"", ""Corr"", ""Delay"", ""Mom"", ""Mul"", ""Std"", ""ZScore""]",agnostic_freeform_ast,23208150.297852,0.210041,0.150138,agnostic-freeform-f3f27838c626,"CSRank(Mul(ZScore($open),Corr(Std($low,5),Delay(Mom($final_total_market_cap,2),1),21)))"
J0_fresh,s53_cluster_011,True,,0.595833,False,"[""price""]","[""CSRank"", ""Delta"", ""ZScore""]",agnostic_freeform_ast,19862985.192187,0.875706,0.170228,agnostic-freeform-8f34095b0c2f,"CSRank(ZScore(Delta($high,34)))"
J0_fresh,s53_cluster_014,True,,0.324285,False,"[""price"", ""size_capital""]","[""CSRank"", ""Delta"", ""Mul"", ""Sign"", ""ZScore""]",formula_gen_v2_repair_expansion,58246788.769531,0.998102,0.41811,fgv2-repair-nonlinearize-8c0ad6a6f3,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))))),Mul(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))),ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))))))"
J0_fresh,s53_cluster_018,True,,0.354998,False,"[""price""]","[""CSRank"", ""Delta"", ""Mul"", ""Sign""]",agnostic_freeform_ast,21242319.447461,0.313703,0.310703,agnostic-freeform-43e09f8110e4,"CSRank(Mul(CSRank($vwap),Mul(CSRank(Delta($vwap,21)),Sign(Delta($high,13)))))"
J0_fresh,s53_cluster_025,False,signal_collision_ge_0p80,0.891839,False,"[""price""]","[""CSRank"", ""Delta"", ""ZScore""]",agnostic_freeform_ast,18145724.98916,-0.029897,0.218653,agnostic-freeform-a5710c793d1a,"CSRank(ZScore(Delta($open,21)))"
J0_fresh,s53_cluster_028,True,,0.312815,False,"[""flow""]","[""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,23180912.869824,1.105761,0.192879,stockpit-cem_adaptive_grammar-2bc436e799e0,"Neg(CSRank(Mul(ZScore(Mean($amount,2)),ZScore(Mean($volume,2)))))"
J0_fresh,s54_cluster_001,False,signal_collision_ge_0p80,1.0,False,"[""other"", ""price""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,14447756.916406,3.640617,0.232103,stockpit-ast_evolutionary_mutation-f6f25eb678ae,"CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close))))"
J0_fresh,s54_cluster_002,False,signal_collision_ge_0p80,1.0,False,"[""flow"", ""price""]","[""CSRank"", ""Mean"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",r0_cem_led,25044245.442773,3.763897,0.060015,agnostic-freeform-c100f7a7e29b,"CSRank(Mul(ZScore(Std($low,34)),Mul(Sign($turnover_rate),Sign(Mean($low,34)))))"
J0_fresh,s54_cluster_004,True,,0.571008,False,"[""flow"", ""price""]","[""CSRank"", ""Delta"", ""Mean"", ""Sub"", ""ZScore""]",agnostic_freeform_ast,15712530.164062,5.541102,0.456125,agnostic-freeform-0d31b5cc990d,"CSRank(Sub(ZScore(Mean($close,21)),ZScore(Delta($turnover_rate,5))))"
J0_fresh,s54_cluster_005,True,,0.273914,False,"[""flow"", ""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",agnostic_freeform_ast,57611127.090234,1.105188,0.139171,agnostic-freeform-0d22c03a7b39,"CSRank(Mul(Sign(Mean(Abs(Delta($amount,1)),2)),Mul(ZScore(Mean($high,3)),ZScore(Delta($final_total_market_cap,34)))))"
J0_fresh,s54_cluster_006,False,signal_collision_ge_0p80,0.99463,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mul"", ""Sign"", ""ZScore""]",formula_gen_v2_repair_expansion,113995836.100781,2.450911,0.041512,fgv2-repair-nonlinearize-69d3d3bbf5,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))),ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))))))"
J0_fresh,s54_cluster_007,False,exact_expression_match,0.349309,True,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-68d2626882,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s54_cluster_009,True,,0.571464,False,"[""flow"", ""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Sub"", ""ZScore""]",agnostic_freeform_ast,22429531.010742,2.493615,0.453117,agnostic-freeform-1b1e0c31ce20,"CSRank(Sub(ZScore(Mean(Abs(Delta($open,1)),5)),CSRank(Delta($amount,2))))"
J0_fresh,s54_cluster_010,True,,0.777104,False,"[""other"", ""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",formula_gen_v2_repair_expansion,21990144.123828,2.435467,0.132702,fgv2-repair-add_state_gate-ab9b152404,"CSRank(Mul(CSRank(Mul(ZScore(CSRank(Mean(Abs($ret),8))),ZScore(CSRank($close)))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J0_fresh,s54_cluster_011,True,,0.777311,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",agnostic_freeform_ast,111278781.9,-0.012741,0.047161,agnostic-freeform-38cb2f740c76,"CSRank(Mul(ZScore($low),Mul(CSRank(Mean($vwap,5)),ZScore($final_float_market_cap))))"
J0_fresh,s54_cluster_012,True,,0.753389,False,"[""flow"", ""price"", ""size_capital""]","[""CSRank"", ""Corr"", ""Delta"", ""Mul"", ""Std"", ""ZScore""]",agnostic_freeform_ast,26165386.804102,1.695468,0.170744,agnostic-freeform-a76a85f5d6b4,"CSRank(Mul(ZScore($vwap),Corr(Std($final_float_market_cap,3),Delta($volume,5),21)))"
J0_fresh,s54_cluster_015,True,,0.648952,False,"[""price"", ""size_capital""]","[""Add"", ""CSRank"", ""Delta"", ""Sign""]",agnostic_freeform_ast,23526066.793848,2.216986,0.224466,agnostic-freeform-7ac2ab8a0f62,"CSRank(Add(CSRank($high),Sign(Delta($final_float_market_cap,13))))"
J0_fresh,s54_cluster_017,True,,0.446466,False,"[""price""]","[""CSRank"", ""Mul"", ""Sign"", ""ZScore""]",formula_gen_v2_repair_expansion,31314104.342725,1.575884,0.242181,fgv2-repair-nonlinearize-843030abe5,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($close)))),ZScore(CSRank(Mul(ZScore($close),ZScore($close)))))))"
J0_fresh,s54_cluster_022,True,,0.32534,False,"[""flow""]","[""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,23215738.0,1.01716,0.284507,stockpit-cem_adaptive_grammar-b2300fb07b2a,"Neg(CSRank(Mul(ZScore(Mean($volume,1)),ZScore(Mean($amount,1)))))"
J2_fresh,s51_cluster_001,True,,0.0,False,"[""flow"", ""price""]","[""CSRank"", ""Mean"", ""Mul""]",agnostic_freeform_ast,61038750.60332,2.207932,0.195914,agnostic-freeform-49bee246ffba,"CSRank(Mul(CSRank($amount),CSRank(Mean($close,13))))"
J2_fresh,s51_cluster_002,True,,0.761965,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Std"", ""ZScore""]",formula_gen_v2_repair_expansion,41240100.479346,4.157599,0.113772,fgv2-repair-add_state_gate-3e256047af,"CSRank(Mul(CSRank(Mul(ZScore(Std($final_float_market_cap,8)),ZScore(Std($final_float_market_cap,21)))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J2_fresh,s51_cluster_005,False,signal_collision_ge_0p80,1.0,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,114899314.978125,2.732301,0.036741,stockpit-cem_adaptive_grammar-025c250db93d,"CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),8)),ZScore(Mean(Abs($close),2))))"
J2_fresh,s51_cluster_006,True,,0.493024,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Std"", ""ZScore""]",agnostic_freeform_ast,66178692.158203,0.803214,0.120017,agnostic-freeform-edb3be151ae4,"CSRank(Mul(ZScore(Std($open,34)),Mul(CSRank(Mean(Abs(Delta($low,1)),3)),ZScore(Std($final_float_market_cap,13)))))"
J2_fresh,s51_cluster_007,True,,0.626785,False,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J2_fresh,s51_cluster_009,True,,0.754103,False,"[""price""]","[""CSRank"", ""Corr"", ""Mean"", ""Mom"", ""Mul""]",agnostic_freeform_ast,15284692.164941,1.79795,0.198281,agnostic-freeform-225fee8cd870,"CSRank(Mul(CSRank(Mean($high,2)),Corr(Mom($close,13),$vwap,21)))"
J2_fresh,s51_cluster_011,True,,0.414166,False,"[""price"", ""size_capital""]","[""CSRank"", ""Delta"", ""Mean"", ""Mul""]",agnostic_freeform_ast,67648509.121875,1.065551,0.144215,agnostic-freeform-e930e660c0c5,"CSRank(Mul(CSRank(Mean($final_total_market_cap,8)),CSRank(Delta($low,34))))"
J2_fresh,s51_cluster_016,False,exact_expression_match,0.734844,True,"[""price""]","[""CSRank"", ""Delta""]",r0_cem_led,20121176.026807,0.670743,0.179438,stockpit-cem_adaptive_grammar-75bd5b22d1ce,"CSRank(Delta($close,34))"
J2_fresh,s51_cluster_035,True,,0.670199,False,"[""price"", ""size_capital""]","[""CSRank"", ""CSResidual"", ""Mean"", ""Neg""]",r0_cem_led,852884.015405,0.35946,0.02848,stockpit-cem_adaptive_grammar-b768e4b826b1,"Neg(CSRank(CSResidual(CSRank(Mean($final_float_market_cap,34)),CSRank(Mean($close,1)))))"
J2_fresh,s52_cluster_002,False,signal_collision_ge_0p80,0.958598,False,"[""flow"", ""price""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,69546080.957031,2.96599,0.1414,stockpit-cem_adaptive_grammar-f9b8d3d0761e,"CSRank(Mul(ZScore(Mean(Abs($amount),8)),ZScore(Mean(Abs($close),21))))"
J2_fresh,s52_cluster_009,False,exact_expression_match,0.620154,True,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-468a6c5cf1,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))"
J2_fresh,s52_cluster_011,True,,0.717528,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,118609766.951953,2.283187,0.028193,stockpit-cem_adaptive_grammar-88b6b63c5f2f,"CSRank(Mul(ZScore(Mean($close,34)),ZScore(Mean($final_float_market_cap,5))))"
J2_fresh,s52_cluster_012,True,,0.45254,False,"[""price""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,31496725.0,2.555187,0.146011,stockpit-cem_adaptive_grammar-5f048933181f,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($close),2))))"
J2_fresh,s52_cluster_013,True,,0.75741,False,"[""price""]","[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""ZScore""]",agnostic_freeform_ast,27201787.563672,3.905575,0.069113,agnostic-freeform-fba56bd17cd8,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),34)),CSRank($high)))"
J2_fresh,s52_cluster_015,True,,0.547427,False,"[""price""]","[""CSRank"", ""Delta"", ""Mean"", ""Mul""]",agnostic_freeform_ast,22728218.225781,1.839672,0.205154,agnostic-freeform-698afa8bbd63,"CSRank(Mul(CSRank(Mean($open,21)),CSRank(Delta($high,8))))"
J2_fresh,s52_cluster_017,True,,0.178697,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",agnostic_freeform_ast,104685539.252344,0.425112,0.164631,agnostic-freeform-a1780804e563,"CSRank(Mul(Sign(Delta($open,21)),ZScore(Mean(Abs(Delta($final_total_market_cap,1)),21))))"
J2_fresh,s52_cluster_030,True,,0.50358,False,"[""size_capital""]","[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",r0_cem_led,18203547.140625,1.714116,0.047298,stockpit-cem_adaptive_grammar-e8bde889a166,"Neg(CSRank(Mul(ZScore(Mean(Abs($final_float_market_cap),21)),ZScore(Mean(Abs($final_float_market_cap),8)))))"
J2_fresh,s53_cluster_001,False,signal_collision_ge_0p80,0.99562,False,"[""price""]","[""CSRank"", ""Mean""]",agnostic_freeform_ast,32905658.172363,3.835719,0.052267,agnostic-freeform-08f917f6347f,"CSRank(Mean($low,34))"
J2_fresh,s53_cluster_002,True,,0.596226,False,"[""price"", ""size_capital""]","[""Abs"", ""Add"", ""CSRank"", ""Delta"", ""Mean"", ""Mom"", ""Sign""]",agnostic_freeform_ast,22877982.360352,3.181867,0.143169,agnostic-freeform-176ab8ab97a7,"CSRank(Add(Sign(Mom($final_total_market_cap,34)),CSRank(Mean(Abs(Delta($open,1)),34))))"
J2_fresh,s53_cluster_004,False,signal_collision_ge_0p80,1.0,False,"[""price"", ""size_capital""]","[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",r0_cem_led,114204507.063281,2.517883,0.037819,stockpit-cem_adaptive_grammar-71b556bd5adc,"CSRank(Mul(ZScore(Mean($close,2)),ZScore(Mean($final_float_market_cap,2))))"
J2_fresh,s53_cluster_005,True,,0.581423,False,"[""price""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",formula_gen_v2_repair_expansion,25480245.859375,3.080926,0.098279,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))"
J2_fresh,s53_cluster_007,True,,0.116398,False,"[""price"", ""size_capital""]","[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",agnostic_freeform_ast,20583709.256006,0.696888,0.202382,agnostic-freeform-c0097a58b16d,"CSRank(Mul(CSRank($open),Mul(ZScore(Mean(Abs(Delta($open,1)),13)),Sign(Delta($final_float_market_cap,21)))))"
J2_fresh,s53_cluster_010,True,,0.443316,False,"[""price"", ""size_capital""]","[""CSRank"", ""Corr"", ""Delay"", ""Mom"", ""Mul"", ""Std"", ""ZScore""]",agnostic_freeform_ast,23208150.297852,0.210041,0.150138,agnostic-freeform-f3f27838c626,"CSRank(Mul(ZScore($open),Corr(Std($low,5),Delay(Mom($final_total_market_cap,2),1),21)))"
J2_fresh,s53_cluster_011,True,,0.595833,False,"[""price""]","[""CSRank"", ""Delta"", ""ZScore""]",agnostic_freeform_ast,19862985.192187,0.875706,0.170228,agnostic-freeform-8f34095b0c2f,"CSRank(ZScore(Delta($high,34)))"
J2_fresh,s53_cluster_025,False,signal_collision_ge_0p80,0.891839,False,"[""price""]","[""CSRank"", ""Delta"", ""ZScore""]",agnostic_freeform_ast,18145724.98916,-0.029897,0.218653,agnostic-freeform-a5710c793d1a,"CSRank(ZScore(Delta($open,21)))"
