"shard","candidate_id","expression","family","sortino","ret","rank_ic","amount","turnover","float_mcap_b","passes_smoke","promoted","expr"
"supervisor-shard_08_of_24","stockpit-ff-0700d977cc6f","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,50)))))","rx_beam_prior_close_position_x_amount_curve","0.824421","0.001007","0.011588","448146968.68595","0.039623","20.250577","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,50)))))"
"supervisor-shard_10_of_24","stockpit-ff-958dccff3c3d","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,74)))))","rx_beam_prior_close_position_x_turnover_curve","0.810207","-1.4E-05","0.007446","488993766.732119","0.041933","20.757507","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,74)))))"
"supervisor-shard_22_of_24","stockpit-ff-ae84134f183f","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,25)))))","rx_beam_prior_close_position_x_turnover_curve","0.807525","0.000723","0.006755","658421428.875632","0.055816","21.956925","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,25)))))"
"supervisor-shard_21_of_24","stockpit-ff-cc92180fabd3","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,22)))))","rx_beam_prior_close_position_x_turnover_curve","0.805171","0.000634","0.006813","639740811.138403","0.05433","22.089765","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,22)))))"
"supervisor-shard_21_of_24","stockpit-ff-ec3a45a23893","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,23)))))","rx_beam_prior_close_position_x_turnover_curve","0.787177","0.000678","0.006734","642831116.022498","0.054346","22.087978","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,23)))))"
"supervisor-shard_21_of_24","stockpit-ff-b05f2b7580b6","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,21)))))","rx_beam_prior_close_position_x_turnover_curve","0.76648","0.0004","0.006922","616715617.62535","0.053123","21.863827","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,21)))))"
"supervisor-shard_22_of_24","stockpit-ff-9a769e6ef440","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,3),Mean($amount,25)))))","rx_beam_prior_close_position_x_amount_curve","0.762901","0.0009","0.006928","634536024.306978","0.054636","21.234716","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,3),Mean($amount,25)))))"
"supervisor-shard_22_of_24","stockpit-ff-7db46061f3cf","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,26)))))","rx_beam_prior_close_position_x_volume_curve","0.752276","0.000806","0.006789","655340959.369156","0.055676","21.637166","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,26)))))"
"supervisor-shard_18_of_24","stockpit-ff-f30c330b7b7d","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,70)))))","rx_beam_prior_close_position_x_amount_curve","0.745783","0.000839","0.01185","538735792.705339","0.046183","20.352546","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,70)))))"
"supervisor-shard_22_of_24","stockpit-ff-7e5631d4e57b","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,26)))))","rx_beam_prior_close_position_x_turnover_curve","0.745394","0.000781","0.006815","657946776.895615","0.055716","21.676278","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,26)))))"
"supervisor-shard_22_of_24","stockpit-ff-c21cf10c1c5c","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,24)))))","rx_beam_prior_close_position_x_volume_curve","0.743919","0.000678","0.006693","652905387.690057","0.055553","22.335085","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,24)))))"
"supervisor-shard_10_of_24","stockpit-ff-bacb13e62024","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,84)))))","rx_beam_prior_close_position_x_volume_curve","0.740228","-0.001023","0.012016","501556466.306044","0.041049","23.770083","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,1),Mean($volume,84)))))"
"supervisor-shard_17_of_24","stockpit-ff-fe4aacd8c190","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,60)))))","rx_beam_prior_close_position_x_amount_curve","0.737261","0.000752","0.007657","553863680.588065","0.047584","21.404956","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,2),Mean($amount,60)))))"
"supervisor-shard_22_of_24","stockpit-ff-3ec850cc7a8d","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,24)))))","rx_beam_prior_close_position_x_turnover_curve","0.728791","0.000699","0.006718","657695983.523508","0.055575","22.047443","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,3),Mean($turnover_rate,24)))))"
"supervisor-shard_21_of_24","stockpit-ff-696b0434db40","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,23)))))","rx_beam_prior_close_position_x_volume_curve","0.728726","0.000724","0.006717","645631195.967411","0.054652","22.133997","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,23)))))"
"supervisor-shard_21_of_24","stockpit-ff-0a2798ca4029","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,22)))))","rx_beam_prior_close_position_x_volume_curve","0.72456","0.000646","0.006799","637985092.89626","0.054321","22.070509","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,3),Mean($volume,22)))))"
"supervisor-shard_08_of_24","stockpit-ff-ffdaef647157","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,50)))))","rx_beam_prior_close_position_x_turnover_curve","0.721476","0.000765","0.010945","456078635.077389","0.040463","21.296225","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($turnover_rate,1),Mean($turnover_rate,50)))))"
"supervisor-shard_21_of_24","stockpit-ff-9732dae2474e","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,3),Mean($amount,22)))))","rx_beam_prior_close_position_x_amount_curve","0.719893","0.000767","0.006946","632821614.08599","0.054471","21.598773","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,3),Mean($amount,22)))))"
"supervisor-shard_09_of_24","stockpit-ff-3dab8d5f282b","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,60)))))","rx_beam_prior_close_position_x_amount_curve","0.716858","0.000662","0.00831","455312054.688441","0.04014","19.041287","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($amount,1),Mean($amount,60)))))"
"supervisor-shard_17_of_24","stockpit-ff-d240cd37efe4","Neg(CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),50))))","rx_vol_curve_inverted_rank","0.707563","0.000718","0.010599","357850759.977622","0.028024","19.519792","False","False","Neg(CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),50))))"
"supervisor-shard_17_of_24","stockpit-ff-b7f7c566c539","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,50)))))","rx_beam_prior_close_position_x_volume_curve","0.706349","0.000792","0.009905","584343034.423447","0.051364","19.75814","False","False","CSRank(CSResidual(CSRank(Div(Sub(Delay($close,1),Mean($low,1)),Sub(Mean($high,1),Mean($low,1)))),CSRank(Div(Mean($volume,2),Mean($volume,50)))))"
