pack,candidate_id,status,field_count,fields,blockers,expression
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_impulse_0015,direct_1min,1,volume,,"CSRank(Delta($volume,20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_volatility_0016,direct_1min,1,volume,,"CSRank(Std($volume,20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0017,direct_1min,1,amount,,"CSRank(Div(Mean($amount,2),Add(Abs(Mean($amount,10)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0018,direct_1min,1,amount,,"CSRank(Sub(ZScore(Mean($amount,2)),ZScore(Mean($amount,10))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0019,direct_1min,1,amount,,"CSRank(Div(Mean($amount,3),Add(Abs(Mean($amount,20)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0020,direct_1min,1,amount,,"CSRank(Sub(ZScore(Mean($amount,3)),ZScore(Mean($amount,20))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0021,direct_1min,1,amount,,"CSRank(Div(Mean($amount,5),Add(Abs(Mean($amount,20)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0022,direct_1min,1,amount,,"CSRank(Sub(ZScore(Mean($amount,5)),ZScore(Mean($amount,20))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0023,direct_1min,1,amount,,"CSRank(Div(Mean($amount,10),Add(Abs(Mean($amount,60)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_relative_activity_0024,direct_1min,1,amount,,"CSRank(Sub(ZScore(Mean($amount,10)),ZScore(Mean($amount,60))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_impulse_0025,direct_1min,1,amount,,"CSRank(Delta($amount,3))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_volatility_0026,direct_1min,1,amount,,"CSRank(Std($amount,3))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_impulse_0027,direct_1min,1,amount,,"CSRank(Delta($amount,5))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_volatility_0028,direct_1min,1,amount,,"CSRank(Std($amount,5))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_impulse_0029,direct_1min,1,amount,,"CSRank(Delta($amount,10))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_volatility_0030,direct_1min,1,amount,,"CSRank(Std($amount,10))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_impulse_0031,direct_1min,1,amount,,"CSRank(Delta($amount,20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_flow_volatility_0032,direct_1min,1,amount,,"CSRank(Std($amount,20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0065,direct_1min,2,amount|close,,"CSRank(Mul(ZScore(Delta($amount,3)),Neg(ZScore(Delta($close,3)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0066,direct_1min,2,amount|close,,"CSRank(Corr(Delta($amount,1),Delta($close,1),3))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0067,direct_1min,2,amount|close,,"CSRank(Mul(ZScore(Delta($amount,5)),Neg(ZScore(Delta($close,5)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0068,direct_1min,2,amount|close,,"CSRank(Corr(Delta($amount,1),Delta($close,1),5))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0069,direct_1min,2,amount|close,,"CSRank(Mul(ZScore(Delta($amount,10)),Neg(ZScore(Delta($close,10)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0070,direct_1min,2,amount|close,,"CSRank(Corr(Delta($amount,1),Delta($close,1),10))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0071,direct_1min,2,amount|close,,"CSRank(Mul(ZScore(Delta($amount,20)),Neg(ZScore(Delta($close,20)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0072,direct_1min,2,amount|close,,"CSRank(Corr(Delta($amount,1),Delta($close,1),20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0073,direct_1min,2,close|volume,,"CSRank(Mul(ZScore(Delta($volume,3)),Neg(ZScore(Delta($close,3)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0074,direct_1min,2,close|volume,,"CSRank(Corr(Delta($volume,1),Delta($close,1),3))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0075,direct_1min,2,close|volume,,"CSRank(Mul(ZScore(Delta($volume,5)),Neg(ZScore(Delta($close,5)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0076,direct_1min,2,close|volume,,"CSRank(Corr(Delta($volume,1),Delta($close,1),5))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0077,direct_1min,2,close|volume,,"CSRank(Mul(ZScore(Delta($volume,10)),Neg(ZScore(Delta($close,10)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0078,direct_1min,2,close|volume,,"CSRank(Corr(Delta($volume,1),Delta($close,1),10))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_divergence_0079,direct_1min,2,close|volume,,"CSRank(Mul(ZScore(Delta($volume,20)),Neg(ZScore(Delta($close,20)))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_price_flow_confirmation_0080,direct_1min,2,close|volume,,"CSRank(Corr(Delta($volume,1),Delta($close,1),20))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0081,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_residual_flow_0082,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(CSResidual(ZScore(Mean($amount,3)),ZScore(Mean($final_float_market_cap,3))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0083,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_residual_flow_0084,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(CSResidual(ZScore(Mean($amount,5)),ZScore(Mean($final_float_market_cap,5))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0085,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_residual_flow_0086,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(CSResidual(ZScore(Mean($amount,10)),ZScore(Mean($final_float_market_cap,10))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0087,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(Div(Mean($amount,20),Add(Abs(Mean($final_float_market_cap,20)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_residual_flow_0088,blocked,2,amount|final_float_market_cap,missing_contract:final_float_market_cap,"CSRank(CSResidual(ZScore(Mean($amount,20)),ZScore(Mean($final_float_market_cap,20))))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0089,blocked,2,float_share|volume,missing_contract:float_share,"CSRank(Div(Mean($volume,3),Add(Abs(Mean($float_share,3)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0090,blocked,2,float_share|volume,missing_contract:float_share,"CSRank(Div(Mean($volume,5),Add(Abs(Mean($float_share,5)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0091,blocked,2,float_share|volume,missing_contract:float_share,"CSRank(Div(Mean($volume,10),Add(Abs(Mean($float_share,10)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_capacity_normalized_flow_0092,blocked,2,float_share|volume,missing_contract:float_share,"CSRank(Div(Mean($volume,20),Add(Abs(Mean($float_share,20)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_amihud_illiquidity_0093,blocked,2,amount|daily_ret,blocked_field:daily_ret,"CSRank(Div(Mean(Abs($daily_ret),3),Add(Abs(Mean($amount,3)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_amihud_illiquidity_0094,blocked,2,amount|daily_ret,blocked_field:daily_ret,"CSRank(Div(Mean(Abs($daily_ret),5),Add(Abs(Mean($amount,5)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_amihud_illiquidity_0095,blocked,2,amount|daily_ret,blocked_field:daily_ret,"CSRank(Div(Mean(Abs($daily_ret),10),Add(Abs(Mean($amount,10)),0.000001)))"
cn_flow_liquidity_factor_candidate_pack_v1_20260601_phase3am_sanitized_v1_20260609.json,cn_flow_liq_v1_amihud_illiquidity_0096,blocked,2,amount|daily_ret,blocked_field:daily_ret,"CSRank(Div(Mean(Abs($daily_ret),20),Add(Abs(Mean($amount,20)),0.000001)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_direct_control_00001,blocked,1,ctx_fund_ps_operate_profit_margin,missing_contract:ctx_fund_ps_operate_profit_margin,CSRank($ctx_fund_ps_operate_profit_margin)
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_size_residual_00002,blocked,2,ctx_fund_ps_operate_profit_margin|final_float_market_cap,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:final_float_market_cap,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($final_float_market_cap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_size_residual_00003,blocked,2,ctx_fund_ps_operate_profit_margin|final_total_market_cap,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:final_total_market_cap,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($final_total_market_cap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_size_residual_00004,blocked,2,amount|ctx_fund_ps_operate_profit_margin,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_minus_balance_risk_00005,blocked,2,ctx_fund_bs_debt_to_assets|ctx_fund_ps_operate_profit_margin,missing_contract:ctx_fund_bs_debt_to_assets|missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_fund_bs_debt_to_assets)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_minus_balance_risk_00006,blocked,2,ctx_fund_bs_goodwill_to_assets|ctx_fund_ps_operate_profit_margin,missing_contract:ctx_fund_bs_goodwill_to_assets|missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_fund_bs_goodwill_to_assets)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_minus_balance_risk_00007,blocked,2,ctx_fund_bs_inventory_to_assets|ctx_fund_ps_operate_profit_margin,missing_contract:ctx_fund_bs_inventory_to_assets|missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_fund_bs_inventory_to_assets)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00008,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_avg_market_cap,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_avg_market_cap,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_avg_market_cap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00009,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_holder_num,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00010,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num_change,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_holder_num_change,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num_change)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00011,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_holder_num_ratio,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_holder_num_ratio,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_holder_num_ratio)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00012,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_interval_chrate,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_interval_chrate,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_interval_chrate)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_holder_residual_00013,blocked,2,ctx_fund_ps_operate_profit_margin|ctx_holder_pre_holder_num,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:ctx_holder_pre_holder_num,"CSRank(Sub(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($ctx_holder_pre_holder_num)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00014,blocked,2,ctx_fund_ps_operate_profit_margin|m1_amount_day,missing_contract:ctx_fund_ps_operate_profit_margin|missing_contract:m1_amount_day,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_amount_day)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00015,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_amount,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00016,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_high,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_high)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00017,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_last_return_vs_open,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_last_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00018,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_low,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_low)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00019,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_range,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_range)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00020,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_vol,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vol)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00021,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_vwap,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vwap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00022,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first15_vwap_return_vs_open,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first15_vwap_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00023,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_amount,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_amount)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00024,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_high,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_high)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00025,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_last_return_vs_open,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_last_return_vs_open)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00026,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_low,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_low)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00027,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_range,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_range)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00028,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_vol,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vol)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00029,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_vwap,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vwap)))"
cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603_phase3am_sanitized_v1_20260609.json,cn_integrated_v2_quality_x_minute_pressure_00030,blocked,2,ctx_fund_ps_operate_profit_margin|m1_first30_vwap_return_vs_open,missing_contract:ctx_fund_ps_operate_profit_margin,"CSRank(Mul(ZScore($ctx_fund_ps_operate_profit_margin),ZScore($m1_first30_vwap_return_vs_open)))"
