"shard","candidate_id","expression","family","sortino","ret","rank_ic","amount","turnover","float_mcap_b","passes_smoke","promoted","expr"
"supervisor-shard_03_of_08","stockpit-ff-25f915442be1","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),43)))))","rx_beam_open_gap_x_vol_curve","3.653881","0.001237","0.023067","1022005383.77658","0.065845","22.283802","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),43)))))"
"supervisor-shard_03_of_08","stockpit-ff-68504ca7c99a","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),42)))))","rx_beam_open_gap_x_vol_curve","3.579311","0.001201","0.023817","1024615746.41058","0.065972","22.228597","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),42)))))"
"supervisor-shard_04_of_08","stockpit-ff-34068908a31b","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),8)))))","rx_beam_open_gap_x_vol_curve","3.526729","0.000962","0.023942","1004759112.8403","0.065869","21.868782","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),8)))))"
"supervisor-shard_04_of_08","stockpit-ff-4095546f44bd","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),6)))))","rx_beam_open_gap_x_vol_curve","3.51494","0.000849","0.024213","990679857.655782","0.066128","21.228964","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),6)))))"
"supervisor-shard_04_of_08","stockpit-ff-e017f16fe4e0","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),11)))))","rx_beam_open_gap_x_vol_curve","3.514132","0.001123","0.023677","1004492476.01851","0.06622","21.706826","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),11)))))"
"supervisor-shard_03_of_08","stockpit-ff-9ce45b65731d","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),46)))))","rx_beam_open_gap_x_vol_curve","3.49289","0.000777","0.025433","1022084840.74108","0.065439","22.534275","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),46)))))"
"supervisor-shard_03_of_08","stockpit-ff-bd3ae351f9af","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),40)))))","rx_beam_open_gap_x_vol_curve","3.444694","0.001298","0.023885","1025183653.1403","0.065891","22.34444","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),40)))))"
"supervisor-shard_03_of_08","stockpit-ff-a1d98360dfd7","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),37)))))","rx_beam_open_gap_x_vol_curve","3.382417","0.001208","0.023928","1025233112.13105","0.065856","22.39105","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),37)))))"
"supervisor-shard_02_of_08","stockpit-ff-4e4980591471","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),33)))))","rx_beam_open_gap_x_vol_curve","3.332661","0.001272","0.023929","1028184211.01188","0.066072","22.417949","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),33)))))"
"supervisor-shard_03_of_08","stockpit-ff-143ee703c2bf","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),39)))))","rx_beam_open_gap_x_vol_curve","3.316789","0.001301","0.023821","1026347813.54007","0.06589","22.394022","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),39)))))"
"supervisor-shard_05_of_08","stockpit-ff-f650b6497a3f","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,17)))))","rx_beam_momentum_x_volume_curve","3.168865","0.002387","0.009464","788339124.441798","0.052892","21.676031","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,17)))))"
"supervisor-shard_02_of_08","stockpit-ff-ae14201ee16a","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),34)))))","rx_beam_open_gap_x_vol_curve","3.036335","0.001223","0.023979","1027236892.27933","0.066021","22.399862","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),34)))))"
"supervisor-shard_05_of_08","stockpit-ff-1554fd1d53c1","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,15)))))","rx_beam_momentum_x_volume_curve","2.888286","0.002276","0.009408","793321389.938458","0.053245","21.530561","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,15)))))"
"supervisor-shard_02_of_08","stockpit-ff-0da784b33f87","CSRank(ZScore(Mom($close,30)))","rx_momentum_zscore_rank","2.886053","0.001359","-0.021728","2280576419.67659","0.12465","27.022792","False","False","CSRank(ZScore(Mom($close,30)))"
"supervisor-shard_02_of_08","stockpit-ff-4375b1d7a218","CSRank(Mom($close,30))","rx_momentum_rank","2.886053","0.001359","-0.021728","2280576419.67659","0.12465","27.022792","False","False","CSRank(Mom($close,30))"
"supervisor-shard_04_of_08","stockpit-ff-91336fa54d71","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),4)))))","rx_beam_open_gap_x_vol_curve","2.802074","0.001069","0.023058","1000595046.857","0.065702","21.609342","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),4)))))"
"supervisor-shard_05_of_08","stockpit-ff-8814812c301d","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,18)))))","rx_beam_momentum_x_volume_curve","2.7871","0.002559","0.009257","796193624.078854","0.053292","21.123104","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,18)))))"
"supervisor-shard_02_of_08","stockpit-ff-8b73959f3b49","CSRank(Mom($close,33))","rx_momentum_rank","2.647238","0.001518","-0.019624","2252710345.9514","0.122038","26.66954","False","False","CSRank(Mom($close,33))"
"supervisor-shard_02_of_08","stockpit-ff-e8df988e2d8f","CSRank(ZScore(Mom($close,33)))","rx_momentum_zscore_rank","2.647238","0.001518","-0.019624","2252710345.9514","0.122038","26.66954","False","False","CSRank(ZScore(Mom($close,33)))"
"supervisor-shard_05_of_08","stockpit-ff-dd4c7841a557","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,16)))))","rx_beam_momentum_x_volume_curve","2.613187","0.002278","0.009407","787237253.0257","0.053003","21.336247","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,16)))))"
"supervisor-shard_04_of_08","stockpit-ff-f87c8dc299ac","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),7)))))","rx_beam_open_gap_x_vol_curve","2.564881","0.000893","0.024063","1010094354.45837","0.065898","21.776342","False","False","CSRank(CSResidual(CSRank(Div(Sub($open,Delay($close,1)),Delay($close,1))),CSRank(Div(Mean(Abs($ret),2),Mean(Abs($ret),7)))))"
"supervisor-shard_05_of_08","stockpit-ff-adeffb62617a","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,19)))))","rx_beam_momentum_x_volume_curve","2.524173","0.00254","0.009113","789415996.474043","0.052894","21.331359","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,19)))))"
"supervisor-shard_05_of_08","stockpit-ff-c5b886ed2c58","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,22)))))","rx_beam_momentum_x_volume_curve","2.42551","0.002736","0.008473","801231409.073807","0.053421","21.214863","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,22)))))"
"supervisor-shard_05_of_08","stockpit-ff-5aae74c6f249","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,20)))))","rx_beam_momentum_x_volume_curve","2.349556","0.002584","0.008942","791053061.105418","0.053296","21.476526","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,20)))))"
"supervisor-shard_02_of_08","stockpit-ff-c259a202cf76","CSRank(ZScore(Mom($close,32)))","rx_momentum_zscore_rank","2.302939","0.001382","-0.020777","2248853588.74683","0.122749","26.657982","False","False","CSRank(ZScore(Mom($close,32)))"
"supervisor-shard_02_of_08","stockpit-ff-50f12bd6120a","CSRank(Mom($close,32))","rx_momentum_rank","2.302939","0.001382","-0.020777","2248853588.74683","0.122749","26.657982","False","False","CSRank(Mom($close,32))"
"supervisor-shard_05_of_08","stockpit-ff-f3fa1d667c37","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,11)))))","rx_beam_momentum_x_volume_curve","2.265629","0.002067","0.008928","789135349.578019","0.052488","22.582051","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,11)))))"
"supervisor-shard_02_of_08","stockpit-ff-96f5f7281b16","CSRank(ZScore(Mom($close,31)))","rx_momentum_zscore_rank","2.233268","0.001465","-0.019197","2246578116.30558","0.123794","26.674073","False","False","CSRank(ZScore(Mom($close,31)))"
"supervisor-shard_02_of_08","stockpit-ff-d21b2ee7efce","CSRank(Mom($close,31))","rx_momentum_rank","2.233268","0.001465","-0.019197","2246578116.30558","0.123794","26.674073","False","False","CSRank(Mom($close,31))"
"supervisor-shard_05_of_08","stockpit-ff-3d3ac6519460","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,21)))))","rx_beam_momentum_x_volume_curve","2.153031","0.002503","0.008745","799200780.432281","0.053569","21.569367","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,21)))))"
"supervisor-shard_05_of_08","stockpit-ff-996f7228ea3d","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,14)))))","rx_beam_momentum_x_volume_curve","2.129764","0.002067","0.009403","785143772.029858","0.053336","22.049664","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,14)))))"
"supervisor-shard_05_of_08","stockpit-ff-b7588b87ded0","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,23)))))","rx_beam_momentum_x_volume_curve","2.089515","0.002577","0.008398","815866531.381472","0.054037","21.459904","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,23)))))"
"supervisor-shard_06_of_08","stockpit-ff-d9b14308e999","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,24)))))","rx_beam_momentum_x_volume_curve","2.063463","0.002554","0.008347","816881445.965151","0.0545","21.39386","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,24)))))"
"supervisor-shard_05_of_08","stockpit-ff-790e612ebfe8","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,12)))))","rx_beam_momentum_x_volume_curve","1.984355","0.001985","0.008972","772225145.762424","0.052633","21.889831","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,12)))))"
"supervisor-shard_06_of_08","stockpit-ff-b3da4d1460d1","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,26)))))","rx_beam_momentum_x_volume_curve","1.969646","0.002148","0.008311","814561888.929335","0.054465","21.21608","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,26)))))"
"supervisor-shard_05_of_08","stockpit-ff-4ba6ccbcb43f","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,13)))))","rx_beam_momentum_x_volume_curve","1.952691","0.002055","0.009118","785345213.413183","0.052778","22.346838","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,13)))))"
"supervisor-shard_06_of_08","stockpit-ff-e7bfc0783567","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,27)))))","rx_beam_momentum_x_volume_curve","1.924173","0.002199","0.00828","818098723.483495","0.055001","20.692222","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,27)))))"
"supervisor-shard_06_of_08","stockpit-ff-bf3489e55b47","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,25)))))","rx_beam_momentum_x_volume_curve","1.90191","0.002336","0.008398","811119511.50676","0.054224","21.279281","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,25)))))"
"supervisor-shard_06_of_08","stockpit-ff-7288d452317c","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,28)))))","rx_beam_momentum_x_volume_curve","1.897887","0.002141","0.008291","813932972.971748","0.055213","20.549829","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,28)))))"
"supervisor-shard_05_of_08","stockpit-ff-2d797046ce44","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,9)))))","rx_beam_momentum_x_volume_curve","1.884526","0.002103","0.008974","779331835.292364","0.052436","22.513677","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,9)))))"
"supervisor-shard_02_of_08","stockpit-ff-ef94dc0ba749","CSRank(Mom($close,24))","rx_momentum_rank","1.837325","0.000962","-0.02755","2202513269.80555","0.127707","25.183851","False","False","CSRank(Mom($close,24))"
"supervisor-shard_02_of_08","stockpit-ff-9f051e99d70b","CSRank(ZScore(Mom($close,24)))","rx_momentum_zscore_rank","1.837325","0.000962","-0.02755","2202513269.80555","0.127707","25.183851","False","False","CSRank(ZScore(Mom($close,24)))"
"supervisor-shard_05_of_08","stockpit-ff-3317ce02314f","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,7)))))","rx_beam_momentum_x_volume_curve","1.818635","0.00204","0.008646","784846552.74389","0.052982","22.297938","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,7)))))"
"supervisor-shard_02_of_08","stockpit-ff-f85a6d81b2b7","CSRank(ZScore(Mom($close,28)))","rx_momentum_zscore_rank","1.811327","0.001207","-0.022773","2245039968.59814","0.125529","26.429817","False","False","CSRank(ZScore(Mom($close,28)))"
"supervisor-shard_02_of_08","stockpit-ff-d6972a22e424","CSRank(Mom($close,28))","rx_momentum_rank","1.811327","0.001207","-0.022773","2245039968.59814","0.125529","26.429817","False","False","CSRank(Mom($close,28))"
"supervisor-shard_06_of_08","stockpit-ff-e2dbc6070210","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,29)))))","rx_beam_momentum_x_volume_curve","1.73474","0.001891","0.008286","823844472.377697","0.055854","20.680396","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,29)))))"
"supervisor-shard_02_of_08","stockpit-ff-6a02346baf83","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),27))))","rx_vol_curve_inverted_rank","1.686551","0.002066","0.016136","284884098.639454","0.02478","21.109006","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),27))))"
"supervisor-shard_02_of_08","stockpit-ff-36e245df5038","CSRank(ZScore(Mom($close,25)))","rx_momentum_zscore_rank","1.67071","0.000965","-0.023128","2199659546.55125","0.127296","25.273547","False","False","CSRank(ZScore(Mom($close,25)))"
"supervisor-shard_02_of_08","stockpit-ff-af5d5a6ccb59","CSRank(Mom($close,25))","rx_momentum_rank","1.67071","0.000965","-0.023128","2199659546.55125","0.127296","25.273547","False","False","CSRank(Mom($close,25))"
"supervisor-shard_03_of_08","stockpit-ff-86a52b300768","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),38))))","rx_vol_curve_inverted_rank","1.665562","0.002028","0.017827","282352077.390715","0.024481","21.045114","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),38))))"
"supervisor-shard_03_of_08","stockpit-ff-0a92a1c5aae8","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),37))))","rx_vol_curve_inverted_rank","1.661903","0.002044","0.017844","282289502.983126","0.024567","21.039713","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),37))))"
"supervisor-shard_02_of_08","stockpit-ff-28ffc1cf862e","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),34))))","rx_vol_curve_inverted_rank","1.659056","0.002025","0.017201","283571886.337276","0.024627","21.249359","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),34))))"
"supervisor-shard_03_of_08","stockpit-ff-4a815a88c5d6","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),40))))","rx_vol_curve_inverted_rank","1.657562","0.002018","0.018381","283270569.387824","0.024477","21.365368","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),40))))"
"supervisor-shard_02_of_08","stockpit-ff-46154956a1bd","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),33))))","rx_vol_curve_inverted_rank","1.654033","0.002008","0.017364","284025484.853981","0.024668","21.231693","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),33))))"
"supervisor-shard_03_of_08","stockpit-ff-591f012e2e59","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),39))))","rx_vol_curve_inverted_rank","1.648138","0.00203","0.018062","282869574.571591","0.024458","21.193508","False","False","Neg(CSRank(Div(Mean(Abs($ret),1),Mean(Abs($ret),39))))"
"supervisor-shard_05_of_08","stockpit-ff-f604c463d733","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,10)))))","rx_beam_momentum_x_volume_curve","1.643544","0.001894","0.008804","794438148.545824","0.052726","22.291846","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,10)))))"
"supervisor-shard_02_of_08","stockpit-ff-94dce1c43827","CSRank(ZScore(Mom($close,26)))","rx_momentum_zscore_rank","1.633431","0.001102","-0.024101","2238467459.30571","0.126353","26.159847","False","False","CSRank(ZScore(Mom($close,26)))"
"supervisor-shard_02_of_08","stockpit-ff-74d7ec2efbdd","CSRank(Mom($close,26))","rx_momentum_rank","1.633431","0.001102","-0.024101","2238467459.30571","0.126353","26.159847","False","False","CSRank(Mom($close,26))"
"supervisor-shard_06_of_08","stockpit-ff-77719e5468a3","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,30)))))","rx_beam_momentum_x_volume_curve","1.604555","0.001916","0.008372","829160803.960493","0.056425","20.737699","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,30)))))"
"supervisor-shard_06_of_08","stockpit-ff-df72974a11de","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,33)))))","rx_beam_momentum_x_volume_curve","1.593377","0.001846","0.008308","830569819.995169","0.056763","20.59602","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,33)))))"
"supervisor-shard_02_of_08","stockpit-ff-9b0c6eac101c","CSRank(ZScore(Mom($close,29)))","rx_momentum_zscore_rank","1.592394","0.00113","-0.025394","2243095838.57149","0.125378","26.33702","False","False","CSRank(ZScore(Mom($close,29)))"
"supervisor-shard_02_of_08","stockpit-ff-cdfeff27dc5b","CSRank(Mom($close,29))","rx_momentum_rank","1.592394","0.00113","-0.025394","2243095838.57149","0.125378","26.33702","False","False","CSRank(Mom($close,29))"
"supervisor-shard_06_of_08","stockpit-ff-a24b9ba28164","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,32)))))","rx_beam_momentum_x_volume_curve","1.556958","0.001812","0.008315","826382664.581797","0.056392","20.563562","False","False","CSRank(CSResidual(CSRank(Mom($close,2)),CSRank(Div(Mean($volume,1),Mean($volume,32)))))"
