date,universe_count,market_mean_daily_ret,market_median_daily_ret,limit_up_rate,limit_down_rate,median_amount,total_amount,mkt_uplimit_count_at_0930,mkt_uplimit_count_at_1000,mkt_uplimit_count_at_1130,mkt_open_board_count_at_0930,mkt_open_board_count_at_1000,mkt_open_board_count_at_1130,mkt_nums_DT_at_0930,mkt_nums_DT_at_1000,mkt_nums_DT_at_1130,coverage_active_symbol_count,coverage_field_activation_count,same_count_active_symbol_count,same_count_field_activation_count,matched_active_symbol_count,matched_field_activation_count
2025-08-21,6213,-0.0030634454459051398,-0.002902757619738683,0,0,218001248.0,90907806211480.0,0,0,0,0,0,0,0,0,0,5134,26914.0,6211,26914.0,3944,13294.0
2025-08-22,6214,0.007050997472782884,0.0019749835418039208,0,0,202571288.0,101665518868337.0,0,0,0,0,0,0,0,0,0,5134,26951.0,6210,26951.0,3936,13269.0
2025-08-25,6214,0.010798533124999418,0.005961845138939825,0,0,255387928.0,126154007529051.5,0,0,0,0,0,0,0,0,0,5135,27003.0,6210,27003.0,3961,13356.0
2025-08-26,6215,0.0017402487098045114,8.329862557276968e-05,0,0,229842784.0,103540476025640.0,0,0,0,0,0,0,0,0,0,5135,26983.0,6212,26983.0,3940,13269.0
2025-08-27,6216,-0.022928426100362553,-0.026500534717191215,0,0,266942904.0,125816700311813.0,0,0,0,0,0,0,0,0,0,5136,26979.0,6213,26979.0,3928,13251.0
2025-08-28,6215,0.007323246355339864,0.003112441783100439,0,0,243188048.0,118628020760155.0,0,0,0,0,0,0,0,0,0,1741,9166.0,4497,9166.0,3783,9166.0
2025-08-29,6212,-0.0009736536912620924,-0.0040128980457581065,0,0,200857088.0,120289365066946.0,0,0,0,0,0,0,0,0,0,5134,27010.0,6205,27010.0,3922,13244.0
2025-09-01,6212,0.009429552081960028,0.00529670246206293,0,0,207035296.0,115619693516722.0,0,0,0,0,0,0,0,0,0,5135,27092.0,6208,27092.0,3960,13290.0
2025-09-02,6213,-0.013218747034447736,-0.013458950201884257,0,0,221906048.0,119003235674389.0,0,0,0,0,0,0,0,0,0,5137,27021.0,6208,27021.0,3913,13228.0
2025-09-03,6215,-0.017987436912794877,-0.019682539682539746,0,0,173082752.0,99160727680686.0,0,0,0,0,0,0,0,0,0,5137,27018.0,6209,27018.0,3906,13127.0
2025-09-04,6214,-0.007549039654595695,-0.004553958688850945,0,0,185344680.0,110818691795648.0,0,0,0,0,0,0,0,0,0,5139,27048.0,6208,27048.0,3913,13251.0
2025-09-05,6215,0.0253023062857628,0.020050125313283207,0,0,172903920.0,99452656665148.0,0,0,0,0,0,0,0,0,0,5139,27093.0,6207,27093.0,3899,13216.0
2025-09-08,6217,0.011618678984461518,0.009638785475757916,0,0,188516464.0,104408253088132.0,0,0,0,0,0,0,0,0,0,5140,27137.0,6211,27137.0,3915,13285.0
2025-09-09,6219,-0.010488158024615151,-0.01168224299065418,0,0,164852144.0,87817774972764.5,0,0,0,0,0,0,0,0,0,5141,27134.0,6217,27134.0,3900,13233.0
2025-09-10,6221,0.0007833315002109632,-0.000917228971563544,0,0,140592944.0,82287125041285.0,0,0,0,0,0,0,0,0,0,5143,27161.0,6218,27161.0,3915,13297.0
2025-09-11,6221,0.015423898306827033,0.010238907849829504,0,0,172569248.0,104498170975306.5,0,0,0,0,0,0,0,0,0,5141,27193.0,6215,27193.0,3920,13330.0
2025-09-12,6223,-0.001208570883445906,-0.004982009410462229,0,0,179558832.0,105587949489597.0,0,0,0,0,0,0,0,0,0,5145,27200.0,6216,27200.0,3925,13295.0
2025-09-15,6220,-0.00043515188586861717,-0.0038492856614109616,0,0,161348264.0,95993702533702.0,0,0,0,0,0,0,0,0,0,5138,27179.0,6215,27179.0,3912,13235.0
2025-09-16,6219,0.009415778710593781,0.006054874901712193,0,0,172403216.0,95420078003044.5,0,0,0,0,0,0,0,0,0,5139,27200.0,6214,27200.0,3901,13208.0
2025-09-17,6218,0.0040643852999726,0.0,0,0,173820888.0,96823943690054.0,0,0,0,0,0,0,0,0,0,5140,27198.0,6214,27198.0,3906,13191.0
2025-09-18,6217,-0.012655645459371463,-0.017045454545454475,0,0,229168944.0,130376472809715.0,0,0,0,0,0,0,0,0,0,5139,27193.0,6208,27193.0,3897,13293.0
2025-09-19,6219,-0.005357463259698926,-0.0060224477548948,0,0,163872896.0,95429724708062.0,0,0,0,0,0,0,0,0,0,5138,27211.0,6215,27211.0,3906,13273.0
2025-09-22,6215,0.00020616408953959465,-0.003665689149560114,0,0,144487344.0,87936811956600.0,0,0,0,0,0,0,0,0,0,5134,27208.0,6211,27208.0,3922,13285.0
2025-09-23,6222,-0.013121258949642396,-0.015245623941276043,0,0,173883400.0,105578142944705.5,0,0,0,0,0,0,0,0,0,5139,27228.0,6214,27228.0,3887,13227.0
2025-09-24,6220,0.015545717085927075,0.012864992083626237,0,0,145919552.0,99723545520428.0,0,0,0,0,0,0,0,0,0,5137,27260.0,6214,27260.0,3908,13243.0
2025-09-25,6224,-0.0054818342819714025,-0.008196721311475419,0,0,151470880.0,103420503306528.0,0,0,0,0,0,0,0,0,0,5137,27235.0,6224,27235.0,3884,13110.0
2025-09-26,6224,-0.00880935570351211,-0.006944444444444531,0,0,141668216.0,92230293357539.5,0,0,0,0,0,0,0,0,0,5144,27307.0,6220,27307.0,3865,13222.0
2025-09-29,6218,0.009201701072438083,0.00638599319744837,0,0,139772720.0,98138021211299.0,0,0,0,0,0,0,0,0,0,5139,27302.0,6211,27302.0,3874,13250.0
2025-09-30,6221,0.003906660988695915,0.0006020469596630385,0,0,136461744.0,97241180856042.0,0,0,0,0,0,0,0,0,0,5140,27322.0,6219,27322.0,3862,13153.0
2025-10-09,5976,0.007999537824267128,0.005515430167338797,0,0,177655824.0,120383599644591.5,0,0,0,0,0,0,0,0,0,5136,27369.0,5972,27369.0,3680,12296.0
2025-10-10,5979,-0.004575358655639106,0.0,0,0,176293440.0,112197687034041.0,0,0,0,0,0,0,0,0,0,5140,27372.0,5974,27372.0,3642,12249.0
2025-10-13,5982,-0.003395087352792761,-0.007532177094243753,0,0,171164608.0,102974275185002.0,0,0,0,0,0,0,0,0,0,5142,27403.0,5981,27403.0,3634,12287.0
2025-10-14,5981,-0.011220930637889865,-0.009873834339001575,0,0,178695504.0,113013196877839.0,0,0,0,0,0,0,0,0,0,5142,27409.0,5980,27409.0,3623,12207.0
2025-10-15,5981,0.013982104128768841,0.011059907834101379,0,0,150427264.0,88063702571518.0,0,0,0,0,0,0,0,0,0,5142,27426.0,5977,27426.0,3613,12251.0
2025-10-16,5985,-0.009334918773941686,-0.01120562809848491,0,0,143691008.0,81818837836839.25,0,0,0,0,0,0,0,0,0,5145,27455.0,5979,27455.0,3632,12289.0
2025-10-17,5989,-0.022843314930407563,-0.022192690383005198,0,0,149186928.0,81518515184223.0,0,0,0,0,0,0,0,0,0,5147,27439.0,5987,27439.0,3625,12219.0
2025-10-20,5987,0.011887142742499138,0.009616438198164934,0,0,130828384.0,73594880975163.0,0,0,0,0,0,0,0,0,0,5146,27497.0,5983,27497.0,3665,12384.0
2025-10-21,5986,0.016915919983575292,0.013845406794695148,0,0,141785192.0,79826225934256.0,0,0,0,0,0,0,0,0,0,5145,27503.0,5981,27503.0,3643,12218.0
2025-10-22,5987,-0.001542832884793936,-0.0028169014084505895,0,0,131640344.0,66874779804104.5,0,0,0,0,0,0,0,0,0,5144,27495.0,5984,27495.0,3631,12269.0
2025-10-23,5989,0.00163406528322727,0.002083333333333437,0,0,136454336.0,65219615456083.0,0,0,0,0,0,0,0,0,0,5146,27511.0,5985,27511.0,3646,12262.0
2025-10-24,5989,0.006930595994621991,0.0035714399599487967,0,0,150962464.0,82985188931205.5,0,0,0,0,0,0,0,0,0,5146,27524.0,5987,27524.0,3649,12242.0
2025-10-27,5988,0.007917673529267711,0.005121714019562185,0,0,170377472.0,100866757475269.5,0,0,0,0,0,0,0,0,0,5148,27539.0,5987,27539.0,3616,12194.0
2025-10-28,5989,-0.00015197418171158301,-0.0024187046492879505,0,0,166008768.0,89227926678735.0,0,0,0,0,0,0,0,0,0,5148,27553.0,5984,27553.0,3621,12237.0
2025-10-29,5987,0.0063360363907090335,0.0019120458891013214,0,0,164062592.0,96438929752241.0,0,0,0,0,0,0,0,0,0,5148,27559.0,5985,27559.0,3631,12263.0
2025-10-30,5989,-0.01082271902749714,-0.0120316259883122,0,0,183142432.0,105510414612036.5,0,0,0,0,0,0,0,0,0,5147,27560.0,5988,27560.0,3608,12241.0
2025-10-31,5990,0.007230342244494666,0.006988936558203207,0,0,175982424.0,99959181729570.62,0,0,0,0,0,0,0,0,0,5148,27598.0,5988,27598.0,3621,12280.0
2025-11-03,5991,0.007036903987322329,0.005365766581955866,0,0,171693424.0,86477949461886.0,0,0,0,0,0,0,0,0,0,5149,27816.0,5988,27816.0,3722,12454.0
2025-11-04,5992,-0.007893456875880047,-0.00902604162032794,0,0,157904512.0,76964315497814.0,0,0,0,0,0,0,0,0,0,5149,27744.0,5988,27744.0,3669,12336.0
2025-11-05,5991,0.006600169716667542,0.003754082942507009,0,0,152367520.0,73199233908572.0,0,0,0,0,0,0,0,0,0,5149,27627.0,5989,27627.0,3602,12231.0
2025-11-06,5991,0.004874314587639567,0.002297530913073942,0,0,155996992.0,82550351800938.75,0,0,0,0,0,0,0,0,0,5149,27666.0,5990,27666.0,3600,12218.0
2025-11-07,5993,-0.0016806769602786022,-0.0033039647577092213,0,0,156579472.0,78524219253389.5,0,0,0,0,0,0,0,0,0,5150,27673.0,5992,27673.0,3578,12154.0
2025-11-10,5997,0.006436357856892418,0.004688601869087705,0,0,167998688.0,88088272266830.5,0,0,0,0,0,0,0,0,0,5153,27742.0,5997,27742.0,3607,12164.0
2025-11-11,5997,0.0015796599123148165,-0.00016556291390723565,0,0,159969056.0,76584387470923.0,0,0,0,0,0,0,0,0,0,5153,27751.0,5997,27751.0,3618,12226.0
2025-11-12,5998,-0.004471401027696041,-0.005865108243639949,0,0,159902192.0,75599838758916.52,0,0,0,0,0,0,0,0,0,5155,27770.0,5995,27770.0,3605,12214.0
2025-11-13,5997,0.0113814512486993,0.006676938880328942,0,0,160381984.0,80139147727023.0,0,0,0,0,0,0,0,0,0,5154,27794.0,5993,27794.0,3621,12194.0
2025-11-14,5995,-0.005168204589124118,-0.0064102564102563875,0,0,167750896.0,72631423033469.0,0,0,0,0,0,0,0,0,0,5152,27792.0,5993,27792.0,3614,12243.0
2025-11-17,5994,0.0014473089514622148,-0.0011801582798067756,0,0,159526336.0,72085802025285.5,0,0,0,0,0,0,0,0,0,5151,27917.0,5990,27917.0,3662,12328.0
2025-11-18,5997,-0.011179782791172974,-0.011158450449145207,0,0,156737680.0,71892438840080.0,0,0,0,0,0,0,0,0,0,5153,27765.0,5995,27765.0,3578,12094.0
2025-11-19,5999,-0.010862031835620185,-0.013039934800326058,0,0,143645056.0,63680187047031.0,0,0,0,0,0,0,0,0,0,5155,27878.0,5999,27878.0,3636,12278.0
2025-11-20,5998,-0.007552951246699945,-0.007678402086296721,0,0,132254912.0,65323495728410.0,0,0,0,0,0,0,0,0,0,5154,27841.0,5995,27841.0,3623,12208.0
2025-11-21,6001,-0.03662266030615962,-0.03781913547337867,0,0,173669648.0,75732263756231.0,0,0,0,0,0,0,0,0,0,5156,27772.0,5996,27772.0,3570,12179.0
2025-11-24,5997,0.013550049205598907,0.011602922217447409,0,0,132934240.0,66930139005080.5,0,0,0,0,0,0,0,0,0,5152,27798.0,5996,27798.0,3598,12170.0
2025-11-25,5995,0.01318069080161826,0.00964289509609173,0,0,137269840.0,68804273289770.0,0,0,0,0,0,0,0,0,0,5149,27811.0,5990,27811.0,3608,12164.0
2025-11-26,5991,-0.002934004335039564,-0.005181347150258975,0,0,133714544.0,68550824829487.5,0,0,0,0,0,0,0,0,0,5145,27789.0,5988,27789.0,3591,12181.0
2025-11-27,5992,0.002138309584990515,0.0,0,0,124604412.0,65620320413049.25,0,0,0,0,0,0,0,0,0,5144,27773.0,5990,27773.0,3567,12177.0
2025-11-28,5990,0.01101923403876774,0.008292020256281507,0,0,124027612.0,58278878402846.5,0,0,0,0,0,0,0,0,0,5143,27802.0,5988,27802.0,3589,12170.0
2025-12-01,5989,0.007397161232567269,0.005555555555555536,0,0,146186544.0,72949069778673.5,0,0,0,0,0,0,0,0,0,5142,27815.0,5987,27815.0,3578,12125.0
2025-12-02,5993,-0.005667284480351753,-0.007646721747621654,0,0,124310112.0,59532365082729.0,0,0,0,0,0,0,0,0,0,5145,27789.0,5987,27789.0,3563,12104.0
2025-12-03,5999,-0.00781971783648391,-0.00865725245601795,0,0,131911776.0,60920149424103.5,0,0,0,0,0,0,0,0,0,5150,27835.0,5999,27835.0,3557,12122.0
2025-12-04,5997,-0.007229417583443819,-0.007523510971786829,0,0,122051656.0,56759105907481.25,0,0,0,0,0,0,0,0,0,5148,27830.0,5994,27830.0,3564,12114.0
2025-12-05,5995,0.013602350599862319,0.011017247507081107,0,0,127796912.0,65348046478448.0,0,0,0,0,0,0,0,0,0,5145,27849.0,5993,27849.0,3580,12116.0
2025-12-08,5995,0.009041356600734725,0.004959667075221663,0,0,145501296.0,79231541917198.0,0,0,0,0,0,0,0,0,0,5147,27872.0,5992,27872.0,3581,12159.0
2025-12-09,5996,-0.007204215766397033,-0.00940023482509511,0,0,134758192.0,72233848001179.5,0,0,0,0,0,0,0,0,0,5148,27872.0,5996,27872.0,3572,12085.0
2025-12-10,5993,0.0006501657634390004,-0.0003072383001455625,0,0,129646904.0,66099477684145.0,0,0,0,0,0,0,0,0,0,5144,27856.0,5990,27856.0,3563,12083.0
2025-12-11,5997,-0.01339728708563836,-0.015363128491620137,0,0,140689488.0,70216125627452.0,0,0,0,0,0,0,0,0,0,5147,27862.0,5997,27862.0,3565,12096.0
2025-12-12,5999,0.003220426512311871,0.0015880973834250245,0,0,147630896.0,83604337624472.31,0,0,0,0,0,0,0,0,0,5149,27920.0,5998,27920.0,3566,12105.0
2025-12-15,5998,-0.0024658769879158525,-0.0032813803870898606,0,0,131384224.0,68786628209524.5,0,0,0,0,0,0,0,0,0,5148,27934.0,5997,27934.0,3581,12139.0
2025-12-16,6000,-0.014627028815192754,-0.015988372093023284,0,0,132238396.0,64967238779253.5,0,0,0,0,0,0,0,0,0,5149,27927.0,5999,27927.0,3563,12162.0
2025-12-17,6001,0.008130885014197438,0.006772648971520634,0,0,132843464.0,71088992479206.0,0,0,0,0,0,0,0,0,0,5155,27943.0,5998,27943.0,3547,12108.0
2025-12-18,6004,0.001768006065162771,0.0002149613069646339,0,0,120617792.0,62909238580506.5,0,0,0,0,0,0,0,0,0,5158,27997.0,5999,27997.0,3569,12134.0
2025-12-19,6003,0.013485044742495303,0.011118658139851023,0,0,132532776.0,63703055967607.0,0,0,0,0,0,0,0,0,0,5156,27991.0,6002,27991.0,3564,12060.0
2025-12-22,5999,0.006559870784513672,0.002457002457002311,0,0,135184976.0,72653781514331.38,0,0,0,0,0,0,0,0,0,5152,28017.0,5996,28017.0,3573,12129.0
2025-12-23,6004,-0.005433379892707883,-0.006894174422612975,0,0,130125580.0,72308306115388.5,0,0,0,0,0,0,0,0,0,5154,27989.0,6001,27989.0,3563,12103.0
2025-12-24,6006,0.011400157033612848,0.007484168105929667,0,0,130029200.0,71051196204717.25,0,0,0,0,0,0,0,0,0,5155,28033.0,6006,28033.0,3556,12108.0
2025-12-25,6007,0.00920121147542472,0.005009129527198231,0,0,138120592.0,70516954052345.5,0,0,0,0,0,0,0,0,0,5157,28076.0,6005,28076.0,3573,12114.0
2025-12-26,6006,0.00012381377191351983,-0.0035802237699941175,0,0,149283024.0,81297061897256.25,0,0,0,0,0,0,0,0,0,5156,28103.0,6001,28103.0,3569,12141.0
2025-12-29,6010,-0.002413884586226251,-0.004639029314388143,0,0,149202648.0,81981816516981.0,0,0,0,0,0,0,0,0,0,5158,28096.0,6005,28096.0,3568,12106.0
2025-12-30,6012,-0.0021679822838575466,-0.004132231404958553,0,0,144262488.0,81595264707257.0,0,0,0,0,0,0,0,0,0,5157,28059.0,6012,28059.0,3528,12065.0
2025-12-31,6013,0.0009002454791551596,-0.0010869565217390686,0,0,138073360.0,77457820455864.5,0,0,0,0,0,0,0,0,0,5157,28059.0,6012,28059.0,3533,12099.0
2026-01-05,6012,0.016891069415696756,0.012909868525265322,0,0,181288272.0,103240608213120.5,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
2026-01-06,6014,0.013423735162877082,0.009397024275646038,0,0,192323392.0,115760016499286.0,0,0,0,0,0,0,0,0,0,5454,30180.0,6013,30180.0,3363,11115.0
2026-01-07,6015,0.0021902946893606217,-0.0031179138321995037,0,0,196851968.0,113672062598395.5,0,0,0,0,0,0,0,0,0,5455,30157.0,6013,30157.0,3347,11022.0
2026-01-08,6014,0.009520990984405262,0.005696462676696212,0,0,199120544.0,109808624134459.75,0,0,0,0,0,0,0,0,0,5454,30167.0,6012,30167.0,3323,11016.0
2026-01-09,6014,0.013257100054941491,0.007331036031849036,0,0,225640176.0,120517623935438.5,0,0,0,0,0,0,0,0,0,5454,30187.0,6014,30187.0,3323,11030.0
2026-01-12,6014,0.02166933046116861,0.012535917854652356,0,0,283251264.0,140327401467492.0,0,0,0,0,0,0,0,0,0,5454,30340.0,6014,30340.0,3391,11120.0
2026-01-13,6007,-0.011067644104548767,-0.010127931769722931,0,0,284417280.0,142792310691578.0,0,0,0,0,0,0,0,0,0,5447,30154.0,6007,30154.0,3293,10965.0
2026-01-14,6009,0.006562303216524352,0.0006273525721456341,0,0,303742656.0,157059595527276.0,0,0,0,0,0,0,0,0,0,5449,30234.0,6009,30234.0,3640,11648.0
2026-01-15,6012,-0.004323925722457217,-0.003058103975535187,0,0,215997344.0,117142658799867.5,0,0,0,0,0,0,0,0,0,5452,30195.0,6011,30195.0,3264,10864.0
2026-01-16,6015,-0.0008665532461771891,-0.003157852312163756,0,0,223632576.0,125065646376910.0,0,0,0,0,0,0,0,0,0,5455,30214.0,6014,30214.0,3270,10910.0
2026-01-19,6016,0.008741209069973893,0.0064408242523008585,0,0,213036168.0,108937689360190.5,0,0,0,0,0,0,0,0,0,5456,30260.0,6016,30260.0,3278,10908.0
2026-01-20,6023,-0.004409768482175998,-0.004081632653061273,0,0,214552736.0,111675730753069.0,0,0,0,0,0,0,0,0,0,5462,30314.0,6023,30314.0,3276,10898.0
2026-01-21,6021,0.006990013568764373,0.0031943844955260037,0,0,193728320.0,105980911252170.0,0,0,0,0,0,0,0,0,0,5460,30331.0,6021,30331.0,3290,10956.0
2026-01-22,6021,0.008218950423787449,0.005465739237808798,0,0,197412352.0,110217344622770.5,0,0,0,0,0,0,0,0,0,5461,30343.0,6021,30343.0,3269,10896.0
2026-01-23,6023,0.014277972768260233,0.00867052023121384,0,0,238552384.0,125261658663571.5,0,0,0,0,0,0,0,0,0,5462,30397.0,6023,30397.0,3297,10914.0
2026-01-26,6018,-0.010553268210347215,-0.012258064809466118,0,0,267322968.0,131720177613991.0,0,0,0,0,0,0,0,0,0,5458,30378.0,6017,30378.0,3566,11484.0
2026-01-27,6019,-0.0016024314010240433,-0.0057498559544651995,0,0,224729776.0,117430205593111.5,0,0,0,0,0,0,0,0,0,5458,30342.0,6019,30342.0,3235,10881.0
2026-01-28,6020,-0.0045163636039172225,-0.008881756180041389,0,0,204023304.0,125766129433822.5,0,0,0,0,0,0,0,0,0,5459,30368.0,6019,30368.0,3262,10888.0
2026-01-29,6020,-0.00635804956742705,-0.008138988887149812,0,0,225820904.0,136813148772160.0,0,0,0,0,0,0,0,0,0,5460,30391.0,6020,30391.0,3256,10803.0
2026-01-30,6017,-0.003762411820326338,-0.003543815904243852,0,0,211570512.0,118657239484790.5,0,0,0,0,0,0,0,0,0,5457,30364.0,6017,30364.0,3229,10807.0
2026-02-02,6019,-0.023981953541060332,-0.021840873634945468,0,0,195937296.0,110500018502556.5,0,0,0,0,0,0,0,0,0,5459,30416.0,6018,30416.0,3234,10791.0
2026-02-03,6020,0.022138375088440406,0.01875041032935787,0,0,166849240.0,105960654949035.0,0,0,0,0,0,0,0,0,0,5460,30448.0,6020,30448.0,3232,10806.0
2026-02-04,6023,0.004795169840269899,0.004746835443037778,0,0,174891776.0,101519972915855.5,0,0,0,0,0,0,0,0,0,5463,30475.0,6021,30475.0,3233,10813.0
2026-02-05,6022,-0.008777761553712559,-0.008666047663262177,0,0,161018664.0,88302260446523.5,0,0,0,0,0,0,0,0,0,5462,30470.0,6022,30470.0,3205,10772.0
2026-02-06,6021,0.0017412235381077663,0.0,0,0,161712496.0,84966121637603.0,0,0,0,0,0,0,0,0,0,5461,30464.0,6021,30464.0,3212,10768.0
2026-02-09,6020,0.017289302935499157,0.013420902157036951,0,0,167541400.0,88422109726714.88,0,0,0,0,0,0,0,0,0,5460,30549.0,6018,30549.0,3265,10865.0
2026-02-10,6025,8.4297581836446e-05,-0.001873538187119217,0,0,147441632.0,80132869155632.0,0,0,0,0,0,0,0,0,0,5465,30532.0,6025,30532.0,3243,10808.0
2026-02-11,6025,-0.0017874304714503308,-0.002695162560666431,0,0,139762896.0,77214485982956.75,0,0,0,0,0,0,0,0,0,5465,30516.0,6025,30516.0,3231,10797.0
2026-02-12,6031,-4.669266389810741e-05,-0.0038895377335083636,0,0,149015824.0,85205347526781.0,0,0,0,0,0,0,0,0,0,5471,30540.0,6029,30540.0,3224,10758.0
2026-02-13,6029,-0.007158258418978252,-0.008000000000000007,0,0,140582144.0,78163799975861.5,0,0,0,0,0,0,0,0,0,5469,30530.0,6029,30530.0,3529,11403.0
2026-02-24,6029,0.012644770109877974,0.011506849315068512,0,0,161225536.0,88007988359568.0,0,0,0,0,0,0,0,0,0,5469,30632.0,6029,30632.0,3267,10836.0
2026-02-25,6026,0.010291671578003234,0.006571749395370197,0,0,174448808.0,98128901665768.25,0,0,0,0,0,0,0,0,0,5466,30576.0,6025,30576.0,3221,10757.0
2026-02-26,6026,0.0027818431775441903,-0.0013280212483400833,0,0,174576808.0,101475935242925.5,0,0,0,0,0,0,0,0,0,5466,30570.0,6026,30570.0,3229,10726.0
2026-02-27,6026,0.0067027090125585205,0.0033558315064516897,0,0,169174752.0,98478962601619.5,0,0,0,0,0,0,0,0,0,5466,30592.0,6025,30592.0,3225,10773.0
2026-03-02,6025,-0.015355745808780406,-0.021853146853146876,0,0,222710496.0,121430473142643.0,0,0,0,0,0,0,0,0,0,5465,30644.0,6025,30644.0,3221,10755.0
2026-03-03,6027,-0.03099708548018823,-0.03289473684210531,0,0,233794688.0,127237122157177.0,0,0,0,0,0,0,0,0,0,5467,30696.0,6026,30696.0,3235,10747.0
2026-03-04,6029,-0.005541121937941248,-0.007740173942504036,0,0,168601008.0,95688079940166.5,0,0,0,0,0,0,0,0,0,5469,30662.0,6028,30662.0,3178,10618.0
2026-03-05,6031,0.01159617035667311,0.00959417665920781,0,0,166504224.0,94707306864036.0,0,0,0,0,0,0,0,0,0,5471,30752.0,6031,30752.0,3200,10699.0
2026-03-06,6032,0.01451680994909584,0.012545528126264527,0,0,159966152.0,84155827832458.0,0,0,0,0,0,0,0,0,0,5472,30765.0,6032,30765.0,3211,10657.0
2026-03-09,6037,-0.00752193525277759,-0.009589464997937003,0,0,186193792.0,106923179010694.0,0,0,0,0,0,0,0,0,0,5476,30747.0,6035,30747.0,3176,10606.0
2026-03-10,6035,0.017183309636111425,0.015103355704698007,0,0,162924464.0,94506151228421.25,0,0,0,0,0,0,0,0,0,5474,30773.0,6035,30773.0,3172,10612.0
2026-03-11,6038,1.4781130001001718e-05,-0.0031168839580053564,0,0,168550800.0,100011645567426.88,0,0,0,0,0,0,0,0,0,5478,30806.0,6038,30806.0,3173,10570.0
2026-03-12,6038,-0.006875326743730337,-0.009555215179842536,0,0,165655816.0,96457057499110.66,0,0,0,0,0,0,0,0,0,5478,30814.0,6037,30814.0,3184,10585.0
2026-03-13,6037,-0.008759807562235572,-0.008040431886055632,0,0,172324528.0,96112823818369.75,0,0,0,0,0,0,0,0,0,5477,30837.0,6037,30837.0,3159,10622.0
2026-03-16,6035,0.0009628588037682773,0.0010131712259373593,0,0,164736992.0,94629104060418.5,0,0,0,0,0,0,0,0,0,5476,30813.0,6035,30813.0,3162,10577.0
2026-03-17,6033,-0.017896105005573728,-0.018259023354564863,0,0,163618352.0,89955923135271.75,0,0,0,0,0,0,0,0,0,5474,30814.0,6033,30814.0,3161,10546.0
2026-03-18,6034,0.00957294118387075,0.007323062586883644,0,0,143195096.0,83141786547488.0,0,0,0,0,0,0,0,0,0,5475,30844.0,6032,30844.0,3525,11145.0
2026-03-19,6034,-0.0237297347352774,-0.02564102564102555,0,0,150697112.0,85958225913056.75,0,0,0,0,0,0,0,0,0,5475,30816.0,6034,30816.0,3481,11160.0
2026-03-20,6036,-0.021411632643861422,-0.022959183673469497,0,0,156390264.0,96019235200252.25,0,0,0,0,0,0,0,0,0,5477,30831.0,6035,30831.0,3162,10558.0
2026-03-23,6038,-0.05008236015364548,-0.05425147185361889,0,0,195024712.0,101898651313997.0,0,0,0,0,0,0,0,0,0,5479,30842.0,6038,30842.0,3164,10619.0
2026-03-24,6036,0.03224098452749252,0.030182086129517782,0,0,150849232.0,84414961375275.0,0,0,0,0,0,0,0,0,0,5477,30881.0,6036,30881.0,3179,10571.0
