shard,attempt,attempt_dir,summary_path,rows_path,rows_exists,decision,error_count,input_candidate_count,evaluated_candidate_count,memory_hit_count,panel_rows,panel_codes,evaluated_trade_time_count,original_trade_time_count,panel_read_column_count,expression_field_count,lazy_sidecar_enabled,lazy_loaded_field_count,_mtime
shard_10,shard_10_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_10_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_10_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_10_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,776744,340,2400,58563,13,10,True,3,1781272510.8436005
shard_11,shard_11_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_11_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_11_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_11_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,773390,339,2400,58563,13,10,True,3,1781272512.4693055
shard_12,shard_12_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_12_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_12_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_12_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,512,512,0,778472,339,2400,58563,13,10,True,3,1781272514.7363405
shard_13,shard_13_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_as_v2\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_as_v2\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AY_CHUNKED_MERGED_TRUE1MIN_EVAL,0,512,512,0,767315,339,2400,58563,13,8,True,3,1781272516.6842139
shard_13,shard_13_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,767315,339,2400,58563,13,8,True,3,1781272519.245705
shard_13,shard_13_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,767315,339,2400,58563,12,6,True,2,1781272521.623114
shard_13,shard_13_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,767315,339,2400,58563,12,6,True,2,1781272523.2088685
shard_13,shard_13_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_13_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,767315,339,2400,58563,13,8,True,2,1781272524.9130769
shard_14,shard_14_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_as_v2\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_as_v2\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AY_CHUNKED_MERGED_TRUE1MIN_EVAL,0,512,512,0,772588,339,2400,58563,13,8,True,3,1781272527.1149354
shard_14,shard_14_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772588,339,2400,58563,13,8,True,3,1781272528.7351646
shard_14,shard_14_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772588,339,2400,58563,12,6,True,2,1781272530.2655709
shard_14,shard_14_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772588,339,2400,58563,12,6,True,2,1781272531.913517
shard_14,shard_14_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_14_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772588,339,2400,58563,13,8,True,2,1781272533.230957
shard_15,shard_15_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_as_v2,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_as_v2\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_as_v2\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AY_CHUNKED_MERGED_TRUE1MIN_EVAL,0,512,512,0,772033,339,2400,58563,13,8,True,3,1781272534.9444375
shard_15,shard_15_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_00_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_00_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772033,339,2400,58563,13,8,True,3,1781272536.5026672
shard_15,shard_15_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_01_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_01_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772033,339,2400,58563,12,6,True,2,1781272538.0822887
shard_15,shard_15_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_02_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_02_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772033,339,2400,58563,12,6,True,2,1781272539.3981552
shard_15,shard_15_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_03_as_v1,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_summary.json,G:\Project_V7_Rotation\alpha_pit_data_feature_workspace_20260531\runtime\phase3ay_company_x0_minute_transfer_20260612\shard_15_chunk_03_as_v1\phase3as_true_1min_sidecar_canary_eval_rows.csv,True,PHASE3AS_TRUE_1MIN_SIDECAR_CANARY_EVAL_COMPLETE,0,128,128,0,772033,339,2400,58563,13,8,True,2,1781272540.7059345
