rescued_from_cluster_id,source_lane,full_expression,full_score,rescue_candidate_id,rescue_expression,signal_cluster_id,ablation_role,ablation_kind,low_order_score,margin_vs_full,portfolio_replay_avg_one_way_turnover,strict_mean_one_way_turnover,strict_cost_adjusted_sortino,portfolio_replay_long_only_sortino,non_gap_replay_pass,deployable_pass,full_low_order_blocked,rescue_eligible,rescue_decision,rescue_evidence_scope,remaining_blocker
s47_cluster_006,formula_gen_v2_repair_expansion,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2)))))),Mul(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2))))),ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2))))))))",1.486393,phase3lE-low_order_ablation-s47_cluster_006-005,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2)))))),ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2)))))))",cluster_012,drop_component_2,leave_one_out_mul_component,-0.249015,-1.735408,0.415805,0.399118,0.30557,-0.249015,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s47_cluster_013,r0_cem_led,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($final_float_market_cap),2))))",1.090023,phase3lE-low_order_ablation-s47_cluster_013-032,"CSRank(ZScore(Mean(Abs($close),8)))",cluster_002,component_1,top_level_mul_component,1.221211,0.131188,0.03768,0.023325,4.411423,1.221211,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s47_cluster_013,r0_cem_led,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($final_float_market_cap),2))))",1.090023,phase3lE-low_order_ablation-s47_cluster_013-033,"CSRank(ZScore(Mean(Abs($final_float_market_cap),2)))",cluster_005,component_2,top_level_mul_component,-0.398873,-1.488896,0.036033,0.023065,0.147112,-0.398873,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-012,"CSRank(Sign(Std($turnover_rate,8)))",cluster_001,component_1,top_level_mul_component,-0.301088,-1.89607,0.022281,,,-0.301088,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-013,"CSRank(CSRank(Mean($turnover_rate,5)))",cluster_004,component_2,top_level_mul_component,-1.692691,-3.287673,0.140922,0.12968,-0.761798,-1.692691,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-014,"CSRank(ZScore(Mean($close,13)))",cluster_002,component_3,top_level_mul_component,1.198268,-0.396714,0.036,0.021816,6.887008,1.198268,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-015,"CSRank(Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13))))",cluster_002,drop_component_1,leave_one_out_mul_component,1.594982,0.0,0.094871,0.08021,4.475384,1.594982,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-016,"CSRank(Mul(Sign(Std($turnover_rate,8)),ZScore(Mean($close,13))))",cluster_002,drop_component_2,leave_one_out_mul_component,1.197308,-0.397674,0.035887,0.021678,6.989712,1.197308,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_006,agnostic_freeform_ast,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",1.594982,phase3lE-low_order_ablation-s48_cluster_006-017,"CSRank(Mul(Sign(Std($turnover_rate,8)),CSRank(Mean($turnover_rate,5))))",cluster_004,drop_component_3,leave_one_out_mul_component,-1.749386,-3.344368,0.141221,0.129955,-0.765831,-1.749386,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_008,r0_cem_led,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($amount),21))))",1.564433,phase3lE-low_order_ablation-s48_cluster_008-054,"CSRank(ZScore(Mean(Abs($close),8)))",cluster_002,component_1,top_level_mul_component,1.221211,-0.343222,0.03768,0.023325,4.411423,1.221211,True,True,False,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s48_cluster_008,r0_cem_led,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($amount),21))))",1.564433,phase3lE-low_order_ablation-s48_cluster_008-055,"CSRank(ZScore(Mean(Abs($amount),21)))",cluster_003,component_2,top_level_mul_component,0.445872,-1.118561,0.066427,0.042854,1.417445,0.445872,False,False,False,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s49_cluster_007,r0_cem_led,"CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,34))))",0.995883,phase3lE-low_order_ablation-s49_cluster_007-024,"CSRank(ZScore(Mean($final_float_market_cap,21)))",cluster_005,component_1,top_level_mul_component,-0.487458,-1.483341,0.027052,0.011722,0.114862,-0.487458,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s49_cluster_007,r0_cem_led,"CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,34))))",0.995883,phase3lE-low_order_ablation-s49_cluster_007-025,"CSRank(ZScore(Mean($close,34)))",cluster_002,component_2,top_level_mul_component,1.252757,0.256874,0.032797,0.01914,4.420325,1.252757,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s49_cluster_008,formula_gen_v2_repair_expansion,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",1.446549,phase3lE-low_order_ablation-s49_cluster_008-050,CSRank(Neg(Neg(CSRank($close)))),cluster_002,component_1,top_level_mul_component,1.409699,-0.03685,0.052267,0.037872,3.970537,1.409699,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s49_cluster_008,formula_gen_v2_repair_expansion,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",1.446549,phase3lE-low_order_ablation-s49_cluster_008-051,"CSRank(ZScore(Mean(Abs(Delta($close,1)),20)))",cluster_002,component_2,top_level_mul_component,1.494432,0.047883,0.077411,0.06256,3.34176,1.494432,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_005,formula_gen_v2_repair_expansion,"CSRank(Mul(CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Mean($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",1.590935,phase3lE-low_order_ablation-s50_cluster_005-020,"CSRank(CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Mean($final_float_market_cap,8)))))",cluster_008,component_1,top_level_mul_component,0.569577,-1.021358,0.042509,0.028677,0.299089,0.569577,True,True,False,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_005,formula_gen_v2_repair_expansion,"CSRank(Mul(CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Mean($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",1.590935,phase3lE-low_order_ablation-s50_cluster_005-021,"CSRank(ZScore(Mean(Abs(Delta($close,1)),20)))",cluster_002,component_2,top_level_mul_component,1.494432,-0.096503,0.077411,0.06256,3.34176,1.494432,True,True,False,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_006,formula_gen_v2_repair_expansion,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))))",1.463397,phase3lE-low_order_ablation-s50_cluster_006-036,"CSRank(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))))",cluster_007,component_1,top_level_mul_component,0.351647,-1.11175,0.107238,0.054977,0.73384,0.351647,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_006,formula_gen_v2_repair_expansion,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))))",1.463397,phase3lE-low_order_ablation-s50_cluster_006-037,"CSRank(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))",cluster_007,component_2,top_level_mul_component,1.463397,0.0,0.221826,0.211757,3.152919,1.463397,True,True,True,True,RESCUE_KEEP_DAILY_PROXY,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_006,formula_gen_v2_repair_expansion,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))))",1.463397,phase3lE-low_order_ablation-s50_cluster_006-038,"CSRank(Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))))",cluster_012,drop_component_1,leave_one_out_mul_component,-0.042709,-1.506106,0.511934,0.504866,1.054909,-0.042709,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
s50_cluster_006,formula_gen_v2_repair_expansion,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))))",1.463397,phase3lE-low_order_ablation-s50_cluster_006-039,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))))",cluster_012,drop_component_2,leave_one_out_mul_component,-0.042709,-1.506106,0.511934,0.504866,1.054909,-0.042709,False,False,True,False,REJECT_RESCUE_CANDIDATE,daily_proxy_low_order_ablation_only,own_sign_flip_and_regime_tests_not_run
