arm,signal_cluster_id,candidate_count,cluster_budget_share,strict_pass_count,cluster_replay_contribution_count,cluster_replay_pass_rate,representative_expression,representative_fields,field_families,true_candidate_id,pair_role,input_fields,input_field_families,min_input_field_coverage,min_input_field_nonnull_rows
paired_true_ae2,cluster_012,1,0.032258,0,0,0.0,"CSRank(Delta($ctx_billboard_turnoverrate,3))",ctx_billboard_turnoverrate,billboard_flow,phase3aa_event_0136_phase3ae_brepair_v1_00214,true,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
paired_true_ae2,cluster_013,1,0.032258,0,0,0.0,"CSRank(Delta($ctx_billboard_turnoverrate,10))",ctx_billboard_turnoverrate,billboard_flow,phase3aa_event_0140_phase3ae_brepair_v1_00218,true,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
paired_true_ae2,cluster_014,1,0.032258,0,0,0.0,"CSRank(Log(Add(Abs($ctx_rzrq_zdf),1)))",ctx_rzrq_zdf,rzrq_leverage_flow,phase3aa_event_0165_phase3ae_brepair_v1_00243,true,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
paired_true_ae2,cluster_015,1,0.032258,0,0,0.0,"CSRank(Delta($ctx_billboard_billboard_net_amt,10))",ctx_billboard_billboard_net_amt,billboard_flow,phase3aa_event_0120_phase3ae_brepair_v1_00198,true,ctx_billboard_billboard_net_amt,billboard_flow,0.661305,653373
paired_true_ae2,cluster_016,1,0.032258,0,0,0.0,"CSRank(Delta($ctx_billboard_billboard_deal_amt,10))",ctx_billboard_billboard_deal_amt,billboard_flow,phase3aa_event_0192_phase3ae_brepair_v1_00290,true,ctx_billboard_billboard_deal_amt,billboard_flow,0.661305,653373
paired_true_ae2,cluster_017,1,0.032258,0,0,0.0,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0930,2))",evt_limit_fengdan_rate_last_by_0930,event_limit_membership,phase3aa_event_0005_phase3ae_brepair_v1_00005,true,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
paired_true_ae2,cluster_018,1,0.032258,0,0,0.0,CSRank(ZScore($evt_limit_fengdan_rate_last_by_0930)),evt_limit_fengdan_rate_last_by_0930,event_limit_membership,phase3aa_event_0004_phase3ae_brepair_v1_00004,true,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
paired_true_ae2,cluster_019,1,0.032258,0,1,1.0,"CSRank(Neg(Mean($ctx_holder_change_shares,20)))",ctx_holder_change_shares,holder_announcement,phase3aa_event_0146_phase3ae_brepair_v1_00224,true,ctx_holder_change_shares,holder_announcement,0.842093,831992
paired_true_ae2,cluster_020,1,0.032258,0,0,0.0,"CSRank(Mean($evt_limit_fengdan_rate_last_by_1000,3))",evt_limit_fengdan_rate_last_by_1000,event_limit_membership,phase3aa_event_0023_phase3ae_brepair_v1_00023,true,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
paired_true_ae2,cluster_021,1,0.032258,0,0,0.0,"CSRank(Delta($evt_limit_fengdan_rate_last_by_1000,3))",evt_limit_fengdan_rate_last_by_1000,event_limit_membership,phase3aa_event_0024_phase3ae_brepair_v1_00024,true,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
paired_true_ae2,cluster_022,1,0.032258,0,0,0.0,"CSRank(Delta($evt_limit_fengdan_rate_last_by_0935,2))",evt_limit_fengdan_rate_last_by_0935,event_limit_membership,phase3aa_event_0014_phase3ae_brepair_v1_00014,true,evt_limit_fengdan_rate_last_by_0935,event_limit_membership,0.002549,2518
paired_true_ae2,cluster_023,1,0.032258,0,0,0.0,"CSRank(Delta($evt_limit_fengdan_rate_last_by_0930,3))",evt_limit_fengdan_rate_last_by_0930,event_limit_membership,phase3aa_event_0008_phase3ae_brepair_v1_00008,true,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
paired_true_ae2,cluster_024,1,0.032258,1,1,1.0,"CSRank(Log(Add(Abs($ctx_billboard_billboard_net_amt),1)))",ctx_billboard_billboard_net_amt,billboard_flow,phase3aa_event_0113_phase3ae_brepair_v1_00191,true,ctx_billboard_billboard_net_amt,billboard_flow,0.661305,653373
paired_true_ae2,cluster_025,1,0.032258,0,0,0.0,"CSRank(Log(Add(Abs($evt_limit_fengdan_rate_last_by_0930),1)))",evt_limit_fengdan_rate_last_by_0930,event_limit_membership,phase3aa_event_0003_phase3ae_brepair_v1_00003,true,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
coverage_mask_placebo,cluster_001,3,0.096774,0,3,1.0,"CSRank(Log(Add(Abs($plcov_ctx_rzrq_zdf_780fd255),1)))",plcov_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0165_phase3ae_brepair_v1_00243,coverage_mask,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
coverage_mask_placebo,cluster_002,3,0.096774,3,3,1.0,CSRank($plcov_ctx_billboard_net_bs_amt_2f2e6c31),plcov_ctx_billboard_net_bs_amt_2f2e6c31,billboard_flow,phase3aa_event_0121_phase3ae_brepair_v1_00199,coverage_mask,ctx_billboard_net_bs_amt,billboard_flow,0.661305,653373
coverage_mask_placebo,cluster_007,3,0.096774,0,3,1.0,CSRank($plcov_evt_limit_fengdan_rate_last_by_1130_df29a90b),plcov_evt_limit_fengdan_rate_last_by_1130_df29a90b,event_limit_membership,phase3aa_event_0025_phase3ae_brepair_v1_00025,coverage_mask,evt_limit_fengdan_rate_last_by_1130,event_limit_membership,0.007883,7788
coverage_mask_placebo,cluster_010,3,0.096774,0,2,0.666667,CSRank(ZScore($plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb)),plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0004_phase3ae_brepair_v1_00004,coverage_mask,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
coverage_mask_placebo,cluster_013,3,0.096774,0,3,1.0,"CSRank(Delta($plcov_ctx_billboard_turnoverrate_4e2fe941,10))",plcov_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0140_phase3ae_brepair_v1_00218,coverage_mask,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
coverage_mask_placebo,cluster_008,2,0.064516,0,0,0.0,CSRank($plcov_evt_limit_fengdan_rate_last_by_0935_451420af),plcov_evt_limit_fengdan_rate_last_by_0935_451420af,event_limit_membership,phase3aa_event_0009_phase3ae_brepair_v1_00009,coverage_mask,evt_limit_fengdan_rate_last_by_0935,event_limit_membership,0.002549,2518
coverage_mask_placebo,cluster_009,2,0.064516,0,2,1.0,"CSRank(Log(Add(Abs($plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b),1)))",plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b,event_limit_membership,phase3aa_event_0019_phase3ae_brepair_v1_00019,coverage_mask,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
coverage_mask_placebo,cluster_003,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_rzrq_zdf_780fd255,3))",plcov_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0168_phase3ae_brepair_v1_00246,coverage_mask,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
coverage_mask_placebo,cluster_004,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_rzrq_zdf_780fd255,5))",plcov_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0170_phase3ae_brepair_v1_00248,coverage_mask,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
coverage_mask_placebo,cluster_005,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_rzrq_spj_bdcd6f28,5))",plcov_ctx_rzrq_spj_bdcd6f28,rzrq_leverage_flow,phase3aa_event_0160_phase3ae_brepair_v1_00238,coverage_mask,ctx_rzrq_spj,rzrq_leverage_flow,0.595936,588788
coverage_mask_placebo,cluster_006,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_rzrq_zdf_780fd255,10))",plcov_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0172_phase3ae_brepair_v1_00250,coverage_mask,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
coverage_mask_placebo,cluster_011,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_billboard_turnoverrate_4e2fe941,5))",plcov_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0138_phase3ae_brepair_v1_00216,coverage_mask,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
coverage_mask_placebo,cluster_012,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_ctx_billboard_turnoverrate_4e2fe941,3))",plcov_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0136_phase3ae_brepair_v1_00214,coverage_mask,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
coverage_mask_placebo,cluster_014,1,0.032258,0,0,0.0,"CSRank(Mean($plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb,2))",plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0005_phase3ae_brepair_v1_00005,coverage_mask,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
coverage_mask_placebo,cluster_015,1,0.032258,0,0,0.0,"CSRank(Neg(Mean($plcov_ctx_holder_change_shares_aa9649e1,20)))",plcov_ctx_holder_change_shares_aa9649e1,holder_announcement,phase3aa_event_0146_phase3ae_brepair_v1_00224,coverage_mask,ctx_holder_change_shares,holder_announcement,0.842093,831992
coverage_mask_placebo,cluster_016,1,0.032258,0,0,0.0,"CSRank(Mean($plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b,3))",plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b,event_limit_membership,phase3aa_event_0023_phase3ae_brepair_v1_00023,coverage_mask,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
coverage_mask_placebo,cluster_017,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b,3))",plcov_evt_limit_fengdan_rate_last_by_1000_2442cb7b,event_limit_membership,phase3aa_event_0024_phase3ae_brepair_v1_00024,coverage_mask,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
coverage_mask_placebo,cluster_018,1,0.032258,0,0,0.0,"CSRank(Delta($plcov_evt_limit_fengdan_rate_last_by_0935_451420af,2))",plcov_evt_limit_fengdan_rate_last_by_0935_451420af,event_limit_membership,phase3aa_event_0014_phase3ae_brepair_v1_00014,coverage_mask,evt_limit_fengdan_rate_last_by_0935,event_limit_membership,0.002549,2518
coverage_mask_placebo,cluster_019,1,0.032258,0,1,1.0,"CSRank(Delta($plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb,3))",plcov_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0008_phase3ae_brepair_v1_00008,coverage_mask,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
shuffled_value_placebo,cluster_008,7,0.225806,0,1,0.142857,CSRank($plshuf_evt_limit_fengdan_rate_last_by_1130_df29a90b),plshuf_evt_limit_fengdan_rate_last_by_1130_df29a90b,event_limit_membership,phase3aa_event_0025_phase3ae_brepair_v1_00025,shuffled_value,evt_limit_fengdan_rate_last_by_1130,event_limit_membership,0.007883,7788
shuffled_value_placebo,cluster_001,1,0.032258,0,1,1.0,CSRank($plshuf_ctx_rzrq_zdf_780fd255),plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0163_phase3ae_brepair_v1_00241,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_002,1,0.032258,0,1,1.0,CSRank($plshuf_ctx_billboard_net_bs_amt_2f2e6c31),plshuf_ctx_billboard_net_bs_amt_2f2e6c31,billboard_flow,phase3aa_event_0121_phase3ae_brepair_v1_00199,shuffled_value,ctx_billboard_net_bs_amt,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_003,1,0.032258,0,1,1.0,"CSRank(Mean($plshuf_ctx_rzrq_zdf_780fd255,3))",plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0167_phase3ae_brepair_v1_00245,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_004,1,0.032258,1,1,1.0,"CSRank(Delta($plshuf_ctx_rzrq_zdf_780fd255,3))",plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0168_phase3ae_brepair_v1_00246,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_005,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_rzrq_zdf_780fd255,5))",plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0170_phase3ae_brepair_v1_00248,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_006,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_rzrq_spj_bdcd6f28,5))",plshuf_ctx_rzrq_spj_bdcd6f28,rzrq_leverage_flow,phase3aa_event_0160_phase3ae_brepair_v1_00238,shuffled_value,ctx_rzrq_spj,rzrq_leverage_flow,0.595936,588788
shuffled_value_placebo,cluster_007,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_rzrq_zdf_780fd255,10))",plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0172_phase3ae_brepair_v1_00250,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_009,1,0.032258,0,0,0.0,CSRank($plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb),plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0001_phase3ae_brepair_v1_00001,shuffled_value,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
shuffled_value_placebo,cluster_010,1,0.032258,0,1,1.0,CSRank(ZScore($plshuf_ctx_billboard_turnoverrate_4e2fe941)),plshuf_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0134_phase3ae_brepair_v1_00212,shuffled_value,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_011,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_billboard_turnoverrate_4e2fe941,5))",plshuf_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0138_phase3ae_brepair_v1_00216,shuffled_value,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_012,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_billboard_turnoverrate_4e2fe941,3))",plshuf_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0136_phase3ae_brepair_v1_00214,shuffled_value,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_013,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_billboard_turnoverrate_4e2fe941,10))",plshuf_ctx_billboard_turnoverrate_4e2fe941,billboard_flow,phase3aa_event_0140_phase3ae_brepair_v1_00218,shuffled_value,ctx_billboard_turnoverrate,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_014,1,0.032258,0,1,1.0,"CSRank(Log(Add(Abs($plshuf_ctx_rzrq_zdf_780fd255),1)))",plshuf_ctx_rzrq_zdf_780fd255,rzrq_leverage_flow,phase3aa_event_0165_phase3ae_brepair_v1_00243,shuffled_value,ctx_rzrq_zdf,rzrq_leverage_flow,0.583795,576792
shuffled_value_placebo,cluster_015,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_billboard_billboard_net_amt_0ef5aab1,10))",plshuf_ctx_billboard_billboard_net_amt_0ef5aab1,billboard_flow,phase3aa_event_0120_phase3ae_brepair_v1_00198,shuffled_value,ctx_billboard_billboard_net_amt,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_016,1,0.032258,0,1,1.0,"CSRank(Delta($plshuf_ctx_billboard_billboard_deal_amt_8a6fc0e2,10))",plshuf_ctx_billboard_billboard_deal_amt_8a6fc0e2,billboard_flow,phase3aa_event_0192_phase3ae_brepair_v1_00290,shuffled_value,ctx_billboard_billboard_deal_amt,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_017,1,0.032258,0,0,0.0,"CSRank(Mean($plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,2))",plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0005_phase3ae_brepair_v1_00005,shuffled_value,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
shuffled_value_placebo,cluster_018,1,0.032258,0,0,0.0,CSRank(ZScore($plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb)),plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0004_phase3ae_brepair_v1_00004,shuffled_value,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
shuffled_value_placebo,cluster_019,1,0.032258,1,1,1.0,"CSRank(Neg(Mean($plshuf_ctx_holder_change_shares_aa9649e1,20)))",plshuf_ctx_holder_change_shares_aa9649e1,holder_announcement,phase3aa_event_0146_phase3ae_brepair_v1_00224,shuffled_value,ctx_holder_change_shares,holder_announcement,0.842093,831992
shuffled_value_placebo,cluster_020,1,0.032258,0,0,0.0,"CSRank(Mean($plshuf_evt_limit_fengdan_rate_last_by_1000_2442cb7b,3))",plshuf_evt_limit_fengdan_rate_last_by_1000_2442cb7b,event_limit_membership,phase3aa_event_0023_phase3ae_brepair_v1_00023,shuffled_value,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
shuffled_value_placebo,cluster_021,1,0.032258,0,0,0.0,"CSRank(Delta($plshuf_evt_limit_fengdan_rate_last_by_1000_2442cb7b,3))",plshuf_evt_limit_fengdan_rate_last_by_1000_2442cb7b,event_limit_membership,phase3aa_event_0024_phase3ae_brepair_v1_00024,shuffled_value,evt_limit_fengdan_rate_last_by_1000,event_limit_membership,0.005113,5052
shuffled_value_placebo,cluster_022,1,0.032258,0,0,0.0,"CSRank(Delta($plshuf_evt_limit_fengdan_rate_last_by_0935_451420af,2))",plshuf_evt_limit_fengdan_rate_last_by_0935_451420af,event_limit_membership,phase3aa_event_0014_phase3ae_brepair_v1_00014,shuffled_value,evt_limit_fengdan_rate_last_by_0935,event_limit_membership,0.002549,2518
shuffled_value_placebo,cluster_023,1,0.032258,0,0,0.0,"CSRank(Delta($plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,3))",plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0008_phase3ae_brepair_v1_00008,shuffled_value,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
shuffled_value_placebo,cluster_024,1,0.032258,0,1,1.0,"CSRank(Log(Add(Abs($plshuf_ctx_billboard_billboard_net_amt_0ef5aab1),1)))",plshuf_ctx_billboard_billboard_net_amt_0ef5aab1,billboard_flow,phase3aa_event_0113_phase3ae_brepair_v1_00191,shuffled_value,ctx_billboard_billboard_net_amt,billboard_flow,0.661305,653373
shuffled_value_placebo,cluster_025,1,0.032258,0,0,0.0,"CSRank(Log(Add(Abs($plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb),1)))",plshuf_evt_limit_fengdan_rate_last_by_0930_d3da13eb,event_limit_membership,phase3aa_event_0003_phase3ae_brepair_v1_00003,shuffled_value,evt_limit_fengdan_rate_last_by_0930,event_limit_membership,0.000883,872
