split_id,book,regime_axis,regime_column,regime_bucket,train_start,train_end,oos_start,oos_end,train_days,train_mean_daily,train_ann_simple,train_ann_compound,train_sharpe,train_sortino,train_hit_rate,train_max_drawdown,train_total_return,oos_days,oos_mean_daily,oos_ann_simple,oos_ann_compound,oos_sharpe,oos_sortino,oos_hit_rate,oos_max_drawdown,oos_total_return,selected_by_train_rule
2025h2_train_to_2026_oos,research_pool_9,volatility,volatility_lag1,volatility_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.0029751,0.749725,1.114063,3.861745,8.428023,0.571429,-0.04190606,0.129362,14,0.00152956,0.385449,0.469842,1.556671,2.593905,0.642857,-0.03165544,0.019888,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,volatility,volatility_lag1,volatility_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00305487,0.769828,1.156863,2.978178,4.835353,0.595238,-0.05657816,0.130394,47,0.00447409,1.127472,2.080085,4.972025,11.053105,0.553191,-0.037544,0.227609,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,volatility,volatility_lag1,volatility_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.0028139,0.709103,1.030145,4.54977,9.881659,0.619048,-0.03080717,0.123006,14,0.00142431,0.358926,0.431425,1.674768,3.258997,0.642857,-0.02807304,0.018826,True
2025h2_train_to_2026_oos,candidate_book_6,liquidity,liquidity_ratio_lag1,liquidity_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00385808,0.972235,1.638906,3.578705,4.456671,0.666667,-0.07691,0.168323,16,-0.00120875,-0.304605,-0.262721,-1.114436,-2.468496,0.375,-0.0653037,-0.021486,True
2025h2_train_to_2026_oos,candidate_book_6,liquidity,liquidity_ratio_lag1,liquidity_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00165905,0.418081,0.518517,1.839216,3.671424,0.547619,-0.06434914,0.067522,38,0.00634142,1.598037,3.918442,6.815622,12.490783,0.657895,-0.03442312,0.266314,True
2025h2_train_to_2026_oos,research_pool_9,liquidity,liquidity_ratio_lag1,liquidity_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00398007,1.002977,1.720963,3.499267,4.480878,0.666667,-0.07895381,0.173485,16,-0.00104723,-0.263902,-0.232058,-0.877812,-1.936929,0.375,-0.06664208,-0.019438,True
2025h2_train_to_2026_oos,research_pool_9,liquidity,liquidity_ratio_lag1,liquidity_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00172674,0.435138,0.544596,1.853671,3.621261,0.52381,-0.07342297,0.070252,38,0.00669626,1.687457,4.375397,6.724295,11.320616,0.631579,-0.03901198,0.282624,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,liquidity,liquidity_ratio_lag1,liquidity_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00425136,1.071342,1.912672,4.702522,5.795321,0.714286,-0.05524645,0.189882,16,-0.00072416,-0.182488,-0.166861,-0.730428,-1.572733,0.375,-0.05412354,-0.013478,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,liquidity,liquidity_ratio_lag1,liquidity_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00167086,0.421057,0.523036,2.011332,3.951335,0.5,-0.05127913,0.068745,38,0.0062983,1.587171,3.865617,6.965217,13.314854,0.631579,-0.02564761,0.264549,True
2025h2_train_to_2026_oos,candidate_book_6,limit_density,limit_density_lag1,limit_density_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00247212,0.622973,0.863031,2.355646,3.140099,0.595238,-0.07691,0.102814,48,0.00116403,0.293335,0.340663,1.134958,2.345896,0.541667,-0.09227455,0.050736,True
2025h2_train_to_2026_oos,candidate_book_6,limit_density,limit_density_lag1,limit_density_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,4.744e-05,0.011954,0.012025,0.047692,0.075989,0.5,-0.0696743,-0.003238,15,0.00701057,1.766664,4.815346,6.890654,12.772314,0.666667,-0.02658464,0.108337,True
2025h2_train_to_2026_oos,candidate_book_6,limit_density,limit_density_lag1,limit_density_mid,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.0006934,0.174738,0.190862,0.727845,1.133538,0.571429,-0.12736404,0.024592,15,0.0005781,0.14568,0.156777,0.836347,2.017294,0.4,-0.02085725,0.0078,True
2025h2_train_to_2026_oos,research_pool_9,limit_density,limit_density_lag1,limit_density_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00239359,0.603184,0.826612,2.176613,2.970514,0.595238,-0.07895381,0.098565,48,0.00155837,0.392708,0.480533,1.393288,2.876989,0.5625,-0.09789436,0.069496,True
2025h2_train_to_2026_oos,research_pool_9,limit_density,limit_density_lag1,limit_density_mid,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00076889,0.19376,0.213715,0.768403,1.147655,0.571429,-0.13183893,0.027327,15,0.00018798,0.04737,0.048505,0.260493,0.591551,0.4,-0.02300103,0.00184,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,limit_density,limit_density_lag1,limit_density_high,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00319501,0.805142,1.234146,3.568128,4.908475,0.619048,-0.05524645,0.13853,48,0.00160597,0.404706,0.498375,1.68444,3.811398,0.5625,-0.07522363,0.074162,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,limit_density,limit_density_lag1,limit_density_mid,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00103702,0.261329,0.298479,1.22524,1.909408,0.547619,-0.10401935,0.040535,15,0.0011572,0.291615,0.338362,1.766751,3.741514,0.533333,-0.02219591,0.016679,True
2025h2_train_to_2026_oos,candidate_book_6,breadth,up_ratio,breadth_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00404674,1.019777,1.766878,3.853313,4.534537,0.738095,-0.05757917,0.177943,29,-0.00012644,-0.031864,-0.031363,-0.136509,-0.244206,0.517241,-0.08071471,-0.006774,True
2025h2_train_to_2026_oos,research_pool_9,breadth,up_ratio,breadth_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00445902,1.123673,2.068459,4.058967,4.838539,0.738095,-0.05721617,0.197779,29,-0.00012162,-0.030649,-0.030186,-0.122193,-0.196699,0.482759,-0.08252705,-0.007118,True
2025h2_train_to_2026_oos,oracle_diagnostic_3,breadth,up_ratio,breadth_low,2025-07-01,2025-12-31,2026-01-01,2026-05-08,42,0.00438478,1.104964,2.011832,4.636242,5.680929,0.690476,-0.05983123,0.196052,29,0.0010575,0.266491,0.305192,1.162973,2.155844,0.482759,-0.06015514,0.028036,True
