watchlist_group,field_name,dataset,field_family,integration_status,panel_aliases,factor_pack_aliases,selector_aliases,recommended_repair_action,repair_priority_score
valuation_pe_pb_ps,pb,hfq_daily_2026,fundamental,integrated_selector_selected,ctx_hfq_inv_pb_lag1|ctx_hfq_pb|ctx_hfq_pb_lag1|ctx_hfq_pb_x|ctx_hfq_pb_y,ctx_hfq_inv_pb_lag1|ctx_hfq_pb_lag1,ctx_hfq_inv_pb_lag1,replay_style_cost_audit_if_selected,1.7
valuation_pe_pb_ps,ps_ttm,hfq_daily_2026,fundamental,integrated_selector_selected,ctx_hfq_inv_ps_ttm_lag1|ctx_hfq_ps_ttm|ctx_hfq_ps_ttm_lag1|ctx_hfq_ps_ttm_x|ctx_hfq_ps_ttm_y,ctx_hfq_inv_ps_ttm_lag1|ctx_hfq_ps_ttm_lag1,ctx_hfq_inv_ps_ttm_lag1,replay_style_cost_audit_if_selected,1.7
volume_turnover_ratio,turnover_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_aug_turnover_ratio|ctx_aug_turnover_ratio_real|ctx_hfq_turnover_ratio|ctx_hfq_turnover_ratio_lag1|ctx_hfq_turnover_ratio_x|ctx_hfq_turnover_ratio_y,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,replay_style_cost_audit_if_selected,5.3
volume_turnover_ratio,volume_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,5.3
volume_turnover_ratio,volume_ration,plates_rank_pt14,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
volume_turnover_ratio,volume_ration,plates_rank_pt15,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
volume_turnover_ratio,volume_ration,plates_rank_pt17,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
volume_turnover_ratio,volume_ration,plates_rank_pt17_20260529,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
volume_turnover_ratio,volume_ration,plates_rank_limit9999,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
volume_turnover_ratio,turnover_ration_real,review_uplimit_reason,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,8.8
volume_turnover_ratio,volume_ration,plates_rank_limit9999,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
volume_turnover_ratio,volume_ration,plates_rank_pt17_20260529,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
volume_turnover_ratio,volume_ration,plates_rank_pt14,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
volume_turnover_ratio,volume_ration,plates_rank_pt15,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
volume_turnover_ratio,volume_ration,plates_rank_pt17,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
volume_turnover_ratio,turnover_ratio,year=2024,flow_liquidity,integrated_selector_selected,ctx_aug_turnover_ratio|ctx_aug_turnover_ratio_real|ctx_hfq_turnover_ratio|ctx_hfq_turnover_ratio_lag1|ctx_hfq_turnover_ratio_x|ctx_hfq_turnover_ratio_y,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,volume_ratio,year=2024,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,turnover_ratio,year=2025,flow_liquidity,integrated_selector_selected,ctx_aug_turnover_ratio|ctx_aug_turnover_ratio_real|ctx_hfq_turnover_ratio|ctx_hfq_turnover_ratio_lag1|ctx_hfq_turnover_ratio_x|ctx_hfq_turnover_ratio_y,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,volume_ratio,year=2025,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,turnover_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_aug_turnover_ratio|ctx_aug_turnover_ratio_real|ctx_hfq_turnover_ratio|ctx_hfq_turnover_ratio_lag1|ctx_hfq_turnover_ratio_x|ctx_hfq_turnover_ratio_y,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,ctx_hfq_turnover_ratio_lag1|turnover_ratio|turnover_ratio_real,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,volume_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
volume_turnover_ratio,turnover_ration_real,review_uplimit_reason,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,5.8
daily_amount_volume,amount,index_1min_v2,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,5.3
daily_amount_volume,amount_yuan,hfq_daily_2026,flow_liquidity,panel_only,ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,is_limit_up,hfq_daily_2026,limit_event_sentiment,integrated_selector_selected,ctx_aug_is_limit_down|ctx_aug_is_limit_up|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6,ctx_sent_downlimit_num|ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy,ctx_sent_downlimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy|evt_uplimit_auction_offer|evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,5.5
daily_amount_volume,volume_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,5.3
daily_amount_volume,volume_shares,hfq_daily_2026,flow_liquidity,panel_only,ctx_hfq_volume_shares|ctx_hfq_volume_shares_x|ctx_hfq_volume_shares_y,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,amount,stock_1min_2026,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
daily_amount_volume,ACCUM_AMOUNT,billboard_buy,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,ACCUM_VOLUME,billboard_buy,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,7.8
daily_amount_volume,ACCUM_AMOUNT,billboard_details,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,DEAL_AMOUNT_RATIO,billboard_details,flow_liquidity,panel_only,ctx_billboard_deal_amount_ratio,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,ACCUM_AMOUNT,billboard_sell,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,10.8
daily_amount_volume,ACCUM_VOLUME,billboard_sell,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,7.8
daily_amount_volume,volume_ration,plates_rank_pt14,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
daily_amount_volume,volume_ration,plates_rank_pt15,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
daily_amount_volume,volume_ration,plates_rank_pt17,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
daily_amount_volume,volume_ration,plates_rank_pt17_20260529,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
daily_amount_volume,amount,uplimit_stocks,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
daily_amount_volume,last_px,movement_alerts_20260529,tradability_universe,integrated_selector_selected,ctx_ths_hot_last_pct|ctx_ths_hot_last_price|evt_limit_actual_circ_value_last_by_0930|evt_limit_actual_circ_value_last_by_0935|evt_limit_actual_circ_value_last_by_1000|evt_limit_actual_circ_value_last_by_1130|evt_limit_actual_circ_value_last_by_1430|evt_limit_amount_last_by_0930,ctx_ths_hot_last_pct|ctx_ths_hot_last_price|ctx_zls_last_pct_lag1|m1_first15_last_return_vs_open|m1_first30_last_return_vs_open|m1_first5_last_return_vs_open,ctx_ths_hot_last_pct|ctx_zls_last_pct_lag1,replay_style_cost_audit_if_selected,0.5
daily_amount_volume,amount,uplimit_stocks_20260529,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
daily_amount_volume,volume_ration,plates_rank_limit9999,flow_liquidity,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,4.8
daily_amount_volume,amount,review_uplimit_reason,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
daily_amount_volume,day,updown_distribution,tradability_universe,blocked_or_metadata,label_day_range|m1_amount_day|m1_bars_day|m1_day_close|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day,no_alpha_action,0.0
daily_amount_volume,Day,sentiment_hot_daily,event_heat_or_strength,integrated_selector_selected,label_day_range|m1_amount_day|m1_bars_day|m1_day_close|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day,replay_style_cost_audit_if_selected,0.7
daily_amount_volume,amount,uplimit_stock_event_day,limit_event_sentiment,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,5.5
daily_amount_volume,volume_ration,plates_rank_limit9999,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
daily_amount_volume,volume_ration,plates_rank_pt17_20260529,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
daily_amount_volume,volume_ration,plates_rank_pt14,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
daily_amount_volume,volume_ration,plates_rank_pt15,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
daily_amount_volume,volume_ration,plates_rank_pt17,event_heat_or_strength,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,2.0
daily_amount_volume,amount,uplimit_stocks,limit_event_sentiment,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,3.5
daily_amount_volume,volume_shares,year=2024,flow_liquidity,panel_only,ctx_hfq_volume_shares|ctx_hfq_volume_shares_x|ctx_hfq_volume_shares_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,amount_yuan,year=2024,flow_liquidity,panel_only,ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,volume_ratio,year=2024,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
daily_amount_volume,is_limit_up,year=2024,limit_event,integrated_selector_selected,ctx_aug_is_limit_down|ctx_aug_is_limit_up|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6,ctx_sent_downlimit_num|ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy,ctx_sent_downlimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy|evt_uplimit_auction_offer|evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,0.5
daily_amount_volume,volume_shares,year=2025,flow_liquidity,panel_only,ctx_hfq_volume_shares|ctx_hfq_volume_shares_x|ctx_hfq_volume_shares_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,amount_yuan,year=2025,flow_liquidity,panel_only,ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,volume_ratio,year=2025,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
daily_amount_volume,is_limit_up,year=2025,limit_event,integrated_selector_selected,ctx_aug_is_limit_down|ctx_aug_is_limit_up|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6,ctx_sent_downlimit_num|ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy,ctx_sent_downlimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy|evt_uplimit_auction_offer|evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,0.5
daily_amount_volume,volume_shares,hfq_daily_2026,flow_liquidity,panel_only,ctx_hfq_volume_shares|ctx_hfq_volume_shares_x|ctx_hfq_volume_shares_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,amount_yuan,hfq_daily_2026,flow_liquidity,panel_only,ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,volume_ratio,hfq_daily_2026,flow_liquidity,integrated_selector_selected,ctx_hfq_volume_ratio|ctx_hfq_volume_ratio_lag1|ctx_hfq_volume_ratio_x|ctx_hfq_volume_ratio_y,ctx_hfq_volume_ratio_lag1,ctx_hfq_volume_ratio_lag1,replay_style_cost_audit_if_selected,3.3
daily_amount_volume,is_limit_up,hfq_daily_2026,limit_event,integrated_selector_selected,ctx_aug_is_limit_down|ctx_aug_is_limit_up|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6,ctx_sent_downlimit_num|ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy,ctx_sent_downlimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy|evt_uplimit_auction_offer|evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,0.5
daily_amount_volume,ACCUM_AMOUNT,billboard_buy,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,ACCUM_VOLUME,billboard_buy,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,5.8
daily_amount_volume,DEAL_AMOUNT_RATIO,billboard_details,flow_liquidity,panel_only,ctx_billboard_deal_amount_ratio,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,ACCUM_AMOUNT,billboard_details,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,ACCUM_AMOUNT,billboard_sell,flow_liquidity,panel_only,ctx_billboard_accum_amount,,,build_factor_pack_candidates_then_selector_canary,8.8
daily_amount_volume,ACCUM_VOLUME,billboard_sell,flow_liquidity,contract_only,,,,materialize_pit_sidecar_before_formula_search,5.8
daily_amount_volume,amount,review_uplimit_reason,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,3.3
daily_amount_volume,day,updown_distribution,other,integrated_selector_selected,label_day_range|m1_amount_day|m1_bars_day|m1_day_close|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day|m1_day_high|m1_day_low|m1_vol_day,m1_amount_day,replay_style_cost_audit_if_selected,0.5
limit_event_core,amount,index_1min_v2,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,5.3
