source_file,candidate_id,source_generator,source_lane,selection_rank,expression,fields
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0300_cn_flow_liq_v1_fundamental_x_flow_0300,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,10.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001)))))",fund_current_ratio|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0299_cn_flow_liq_v1_fundamental_x_flow_0299,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,60.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,20)),0.000001)))))",fund_current_ratio|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0297_cn_flow_liq_v1_fundamental_x_flow_0297,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,5.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_current_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0295_cn_flow_liq_v1_fundamental_x_flow_0295,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,57.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001)))))",amount|fund_current_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0294_cn_flow_liq_v1_fundamental_x_flow_0294,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,3.0,"Neg(CSRank(Mul(ZScore($fund_debt_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001))))))",fund_debt_to_assets|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0291_cn_flow_liq_v1_fundamental_x_flow_0291,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,12.0,"Neg(CSRank(Mul(ZScore($fund_debt_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001))))))",amount|fund_debt_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0290_cn_flow_liq_v1_fundamental_x_flow_0290,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,29.0,"Neg(CSRank(Mul(ZScore($fund_debt_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,20)),0.000001))))))",amount|fund_debt_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0288_cn_flow_liq_v1_fundamental_x_flow_0288,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,9.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001)))))",fund_cash_to_assets|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0285_cn_flow_liq_v1_fundamental_x_flow_0285,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,11.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_cash_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0282_cn_flow_liq_v1_fundamental_x_flow_0282,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,7.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001)))))",fund_ocf_to_assets|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0279_cn_flow_liq_v1_fundamental_x_flow_0279,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,6.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_ocf_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_0277_cn_flow_liq_v1_fundamental_x_flow_0277,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,58.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001)))))",amount|fund_ocf_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1213_cn_research_v2_fundamental_size_residual_0044,cn_research_factor_pack_v2,fundamental_pit_feature_layer,56.0,"CSRank(CSResidual(Log($fund_total_shares_cninfo),Log($fund_total_assets)))",fund_total_assets|fund_total_shares_cninfo
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1210_cn_research_v2_fundamental_size_residual_0041,cn_research_factor_pack_v2,fundamental_pit_feature_layer,38.0,"CSRank(CSResidual(Log($fund_total_operate_income),Log($fund_total_assets)))",fund_total_assets|fund_total_operate_income
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1209_cn_research_v2_fundamental_size_residual_0040,cn_research_factor_pack_v2,fundamental_pit_feature_layer,43.0,"CSRank(CSResidual(Log($fund_total_assets),Log($fund_total_assets)))",fund_total_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1208_cn_research_v2_fundamental_risk_inverse_0039,cn_research_factor_pack_v2,fundamental_pit_feature_layer,51.0,"Neg(CSRank(Delta($fund_inventory_to_assets,20)))",fund_inventory_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1206_cn_research_v2_fundamental_risk_inverse_0037,cn_research_factor_pack_v2,fundamental_pit_feature_layer,48.0,Neg(CSRank($fund_inventory_to_assets)),fund_inventory_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1204_cn_research_v2_fundamental_risk_inverse_0035,cn_research_factor_pack_v2,fundamental_pit_feature_layer,44.0,"Neg(CSRank(Mean($fund_goodwill_to_assets,5)))",fund_goodwill_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1199_cn_research_v2_fundamental_quality_0030,cn_research_factor_pack_v2,fundamental_pit_feature_layer,46.0,"CSRank(Delta($fund_float_share_ratio_cninfo,20))",fund_float_share_ratio_cninfo
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1197_cn_research_v2_fundamental_quality_0028,cn_research_factor_pack_v2,fundamental_pit_feature_layer,50.0,CSRank($fund_float_share_ratio_cninfo),fund_float_share_ratio_cninfo
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1194_cn_research_v2_fundamental_quality_0025,cn_research_factor_pack_v2,fundamental_pit_feature_layer,49.0,CSRank($fund_circulate_top10_holder_pct),fund_circulate_top10_holder_pct
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1191_cn_research_v2_fundamental_quality_0022,cn_research_factor_pack_v2,fundamental_pit_feature_layer,39.0,CSRank($fund_top10_holder_pct),fund_top10_holder_pct
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1190_cn_research_v2_fundamental_quality_0021,cn_research_factor_pack_v2,fundamental_pit_feature_layer,40.0,"CSRank(Delta($fund_top1_holder_pct,20))",fund_top1_holder_pct
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1188_cn_research_v2_fundamental_quality_0019,cn_research_factor_pack_v2,fundamental_pit_feature_layer,61.0,CSRank($fund_top1_holder_pct),fund_top1_holder_pct
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1182_cn_research_v2_fundamental_quality_0013,cn_research_factor_pack_v2,fundamental_pit_feature_layer,42.0,CSRank($fund_ocf_to_assets),fund_ocf_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1179_cn_research_v2_fundamental_quality_0010,cn_research_factor_pack_v2,fundamental_pit_feature_layer,62.0,CSRank($fund_ocf_to_netprofit),fund_ocf_to_netprofit
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1177_cn_research_v2_fundamental_quality_0008,cn_research_factor_pack_v2,fundamental_pit_feature_layer,59.0,"CSRank(Mean($fund_netprofit_margin,5))",fund_netprofit_margin
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1176_cn_research_v2_fundamental_quality_0007,cn_research_factor_pack_v2,fundamental_pit_feature_layer,45.0,CSRank($fund_netprofit_margin),fund_netprofit_margin
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1175_cn_research_v2_fundamental_quality_0006,cn_research_factor_pack_v2,fundamental_pit_feature_layer,52.0,"CSRank(Delta($fund_current_ratio,20))",fund_current_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1174_cn_research_v2_fundamental_quality_0005,cn_research_factor_pack_v2,fundamental_pit_feature_layer,41.0,"CSRank(Mean($fund_current_ratio,5))",fund_current_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1173_cn_research_v2_fundamental_quality_0004,cn_research_factor_pack_v2,fundamental_pit_feature_layer,63.0,CSRank($fund_current_ratio),fund_current_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\fund_theme_activity\aa\phase3e_selector_audit.csv,phase3aa_event_1170_cn_research_v2_fundamental_quality_0001,cn_research_factor_pack_v2,fundamental_pit_feature_layer,54.0,CSRank($fund_cash_to_assets),fund_cash_to_assets
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1243_cn_research_v2_fundamental_x_event_0074,cn_research_factor_pack_v2,event_derived_feature_layer,26.0,"CSRank(Mul($fund_research_to_income,$open_board_record))",fund_research_to_income|open_board_record
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1242_cn_research_v2_fundamental_x_event_0073,cn_research_factor_pack_v2,event_derived_feature_layer,27.0,"CSRank(Mul($fund_research_to_income,$limit_up_close_count_t3))",fund_research_to_income|limit_up_close_count_t3
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1240_cn_research_v2_fundamental_x_event_0071,cn_research_factor_pack_v2,event_derived_feature_layer,31.0,"CSRank(Mul($fund_research_to_income,$limit_up_any_open_not_close_in_t2))",fund_research_to_income|limit_up_any_open_not_close_in_t2
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1239_cn_research_v2_fundamental_x_event_0070,cn_research_factor_pack_v2,event_derived_feature_layer,30.0,"CSRank(Mul($fund_research_to_income,$limit_up_any_close_not_open_in_t2))",fund_research_to_income|limit_up_any_close_not_open_in_t2
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1238_cn_research_v2_fundamental_x_event_0069,cn_research_factor_pack_v2,event_derived_feature_layer,32.0,"CSRank(Mul($fund_ocf_to_assets,$open_board_record))",fund_ocf_to_assets|open_board_record
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1237_cn_research_v2_fundamental_x_event_0068,cn_research_factor_pack_v2,event_derived_feature_layer,33.0,"CSRank(Mul($fund_ocf_to_assets,$limit_up_close_count_t3))",fund_ocf_to_assets|limit_up_close_count_t3
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1234_cn_research_v2_fundamental_x_event_0065,cn_research_factor_pack_v2,event_derived_feature_layer,1.0,"CSRank(Mul($fund_ocf_to_assets,$limit_up_any_close_not_open_in_t2))",fund_ocf_to_assets|limit_up_any_close_not_open_in_t2
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1233_cn_research_v2_fundamental_x_event_0064,cn_research_factor_pack_v2,event_derived_feature_layer,28.0,"CSRank(Mul($fund_ocf_to_netprofit,$open_board_record))",fund_ocf_to_netprofit|open_board_record
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1232_cn_research_v2_fundamental_x_event_0063,cn_research_factor_pack_v2,event_derived_feature_layer,22.0,"CSRank(Mul($fund_ocf_to_netprofit,$limit_up_close_count_t3))",fund_ocf_to_netprofit|limit_up_close_count_t3
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1221_cn_research_v2_fundamental_x_event_0052,cn_research_factor_pack_v2,event_derived_feature_layer,29.0,"CSRank(Mul($fund_current_ratio,$limit_up_touch_not_close_count_t5))",fund_current_ratio|limit_up_touch_not_close_count_t5
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1160_cn_factor_event_x_theme_0751,cn_field_factor_pack_v1,event_derived_feature_layer,6.0,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open_count_t7,5)),ZScore($plate_score)))",limit_up_close_not_open_count_t7|plate_score
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_1156_cn_factor_event_x_theme_0747,cn_field_factor_pack_v1,event_derived_feature_layer,34.0,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open_count_t3,5)),ZScore($plate_score)))",limit_up_close_not_open_count_t3|plate_score
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0349_cn_underutil_v1_price_flow_divergence_0107,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,54.0,"CSRank(Mul(ZScore(Mean($turnover_ratio,20)),Neg(ZScore(Mean($daily_ret,20)))))",daily_ret|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0346_cn_underutil_v1_price_flow_divergence_0104,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,43.0,"CSRank(Mul(ZScore(Mean($turnover_ratio,10)),Neg(ZScore(Mean($daily_ret,10)))))",daily_ret|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0343_cn_underutil_v1_price_flow_divergence_0101,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,63.0,"CSRank(Mul(ZScore(Mean($turnover_ratio,5)),Neg(ZScore(Mean($daily_ret,5)))))",daily_ret|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0340_cn_underutil_v1_price_flow_divergence_0098,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,37.0,"CSRank(Mul(ZScore(Mean($turnover_ratio,3)),Neg(ZScore(Mean($daily_ret,3)))))",daily_ret|turnover_ratio
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0337_cn_underutil_v1_price_flow_divergence_0095,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,46.0,"CSRank(Mul(ZScore(Mean($volume,20)),Neg(ZScore(Mean($daily_ret,20)))))",daily_ret|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0334_cn_underutil_v1_price_flow_divergence_0092,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,60.0,"CSRank(Mul(ZScore(Mean($volume,10)),Neg(ZScore(Mean($daily_ret,10)))))",daily_ret|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0331_cn_underutil_v1_price_flow_divergence_0089,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,5.0,"CSRank(Mul(ZScore(Mean($volume,5)),Neg(ZScore(Mean($daily_ret,5)))))",daily_ret|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0325_cn_underutil_v1_price_flow_divergence_0083,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,24.0,"CSRank(Mul(ZScore(Mean($amount,20)),Neg(ZScore(Mean($daily_ret,20)))))",amount|daily_ret
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0322_cn_underutil_v1_price_flow_divergence_0080,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,57.0,"CSRank(Mul(ZScore(Mean($amount,10)),Neg(ZScore(Mean($daily_ret,10)))))",amount|daily_ret
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0319_cn_underutil_v1_price_flow_divergence_0077,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,64.0,"CSRank(Mul(ZScore(Mean($amount,5)),Neg(ZScore(Mean($daily_ret,5)))))",amount|daily_ret
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0316_cn_underutil_v1_price_flow_divergence_0074,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,45.0,"CSRank(Mul(ZScore(Mean($amount,3)),Neg(ZScore(Mean($daily_ret,3)))))",amount|daily_ret
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0314_cn_underutil_v1_flow_ratio_curve_0056,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,50.0,"CSRank(Sub(ZScore(Mean($turnover_ratio_real,2)),ZScore(Mean($turnover_ratio_real,5))))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0313_cn_underutil_v1_flow_ratio_curve_0055,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,10.0,"CSRank(Div(Mean($turnover_ratio_real,2),Add(Abs(Mean($turnover_ratio_real,5)),0.000001)))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0309_cn_underutil_v1_flow_ratio_curve_0019,cn_underutilized_field_factor_pack_v1,research_factor_feature_layer,58.0,"CSRank(Div(Mean($amount,2),Add(Abs(Mean($amount,5)),0.000001)))",amount
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0079_cn_flow_liq_v1_price_flow_divergence_0079,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,55.0,"CSRank(Mul(ZScore(Delta($volume,20)),Neg(ZScore(Delta($close,20)))))",close|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0077_cn_flow_liq_v1_price_flow_divergence_0077,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,42.0,"CSRank(Mul(ZScore(Delta($volume,10)),Neg(ZScore(Delta($close,10)))))",close|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0073_cn_flow_liq_v1_price_flow_divergence_0073,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,40.0,"CSRank(Mul(ZScore(Delta($volume,3)),Neg(ZScore(Delta($close,3)))))",close|volume
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0071_cn_flow_liq_v1_price_flow_divergence_0071,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,9.0,"CSRank(Mul(ZScore(Delta($amount,20)),Neg(ZScore(Delta($close,20)))))",amount|close
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0069_cn_flow_liq_v1_price_flow_divergence_0069,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,62.0,"CSRank(Mul(ZScore(Delta($amount,10)),Neg(ZScore(Delta($close,10)))))",amount|close
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0067_cn_flow_liq_v1_price_flow_divergence_0067,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,25.0,"CSRank(Mul(ZScore(Delta($amount,5)),Neg(ZScore(Delta($close,5)))))",amount|close
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0064_cn_flow_liq_v1_flow_volatility_0064,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,18.0,"CSRank(Std($turnover_ratio_real,20))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0063_cn_flow_liq_v1_flow_impulse_0063,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,7.0,"CSRank(Delta($turnover_ratio_real,20))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0062_cn_flow_liq_v1_flow_volatility_0062,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,4.0,"CSRank(Std($turnover_ratio_real,10))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0061_cn_flow_liq_v1_flow_impulse_0061,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,2.0,"CSRank(Delta($turnover_ratio_real,10))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0060_cn_flow_liq_v1_flow_volatility_0060,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,19.0,"CSRank(Std($turnover_ratio_real,5))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0059_cn_flow_liq_v1_flow_impulse_0059,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,8.0,"CSRank(Delta($turnover_ratio_real,5))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0058_cn_flow_liq_v1_flow_volatility_0058,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,17.0,"CSRank(Std($turnover_ratio_real,3))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0056_cn_flow_liq_v1_flow_relative_activity_0056,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,47.0,"CSRank(Sub(ZScore(Mean($turnover_ratio_real,10)),ZScore(Mean($turnover_ratio_real,60))))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0055_cn_flow_liq_v1_flow_relative_activity_0055,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,13.0,"CSRank(Div(Mean($turnover_ratio_real,10),Add(Abs(Mean($turnover_ratio_real,60)),0.000001)))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0054_cn_flow_liq_v1_flow_relative_activity_0054,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,53.0,"CSRank(Sub(ZScore(Mean($turnover_ratio_real,5)),ZScore(Mean($turnover_ratio_real,20))))",turnover_ratio_real
runtime\cn_underutilized_field_factor_pack_v1_batched_selector256_20260601\selectors\pure_flow_price\aa\phase3e_selector_audit.csv,phase3aa_event_0053_cn_flow_liq_v1_flow_relative_activity_0053,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,15.0,"CSRank(Div(Mean($turnover_ratio_real,5),Add(Abs(Mean($turnover_ratio_real,20)),0.000001)))",turnover_ratio_real
