factor_pack,candidate_id,source_generator,source_lane,factor_lane,expression,fields
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0011,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t4,3))",limit_up_any_close_not_open_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0012,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t4,5))",limit_up_any_close_not_open_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0013,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t5,2))",limit_up_any_close_not_open_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0014,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t5,3))",limit_up_any_close_not_open_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0015,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t5,5))",limit_up_any_close_not_open_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0016,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t6,2))",limit_up_any_close_not_open_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0017,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t6,3))",limit_up_any_close_not_open_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0018,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t6,5))",limit_up_any_close_not_open_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0019,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t7,2))",limit_up_any_close_not_open_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0020,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t7,3))",limit_up_any_close_not_open_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0021,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t7,5))",limit_up_any_close_not_open_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0022,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t8,2))",limit_up_any_close_not_open_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0023,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t8,3))",limit_up_any_close_not_open_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0024,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t8,5))",limit_up_any_close_not_open_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0025,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t9,2))",limit_up_any_close_not_open_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0026,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t9,3))",limit_up_any_close_not_open_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0027,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_close_not_open_in_t9,5))",limit_up_any_close_not_open_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0028,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t10,2))",limit_up_any_open_not_close_in_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0029,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t10,3))",limit_up_any_open_not_close_in_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0030,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t10,5))",limit_up_any_open_not_close_in_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0031,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t2,2))",limit_up_any_open_not_close_in_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0032,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t2,3))",limit_up_any_open_not_close_in_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0033,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t2,5))",limit_up_any_open_not_close_in_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0034,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t3,2))",limit_up_any_open_not_close_in_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0035,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t3,3))",limit_up_any_open_not_close_in_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0036,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t3,5))",limit_up_any_open_not_close_in_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0037,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t4,2))",limit_up_any_open_not_close_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0038,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t4,3))",limit_up_any_open_not_close_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0039,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t4,5))",limit_up_any_open_not_close_in_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0040,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t5,2))",limit_up_any_open_not_close_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0041,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t5,3))",limit_up_any_open_not_close_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0042,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t5,5))",limit_up_any_open_not_close_in_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0043,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t6,2))",limit_up_any_open_not_close_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0044,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t6,3))",limit_up_any_open_not_close_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0045,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t6,5))",limit_up_any_open_not_close_in_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0046,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t7,2))",limit_up_any_open_not_close_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0047,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t7,3))",limit_up_any_open_not_close_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0048,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t7,5))",limit_up_any_open_not_close_in_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0049,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t8,2))",limit_up_any_open_not_close_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0050,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t8,3))",limit_up_any_open_not_close_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0051,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t8,5))",limit_up_any_open_not_close_in_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0052,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t9,2))",limit_up_any_open_not_close_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0053,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t9,3))",limit_up_any_open_not_close_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0054,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_any_open_not_close_in_t9,5))",limit_up_any_open_not_close_in_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0055,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open,2))",limit_up_close_not_open
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0056,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open,3))",limit_up_close_not_open
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0057,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open,5))",limit_up_close_not_open
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0058,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close,2))",limit_up_open_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0059,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close,3))",limit_up_open_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0060,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close,5))",limit_up_open_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0061,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_not_close,2))",limit_up_touch_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0062,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_not_close,3))",limit_up_touch_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0063,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_not_close,5))",limit_up_touch_not_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0064,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($high_board_rank,2))",high_board_rank
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0065,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($high_board_rank,3))",high_board_rank
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0066,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($high_board_rank,5))",high_board_rank
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0067,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($is_market_high_board,2))",is_market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0068,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($is_market_high_board,3))",is_market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0069,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($is_market_high_board,5))",is_market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0070,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_break,2))",limit_up_break
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0071,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_break,3))",limit_up_break
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0072,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_break,5))",limit_up_break
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0073,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_event,2))",limit_up_close_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0074,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_event,3))",limit_up_close_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0075,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_event,5))",limit_up_close_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0076,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_keep_times_vendor,2))",limit_up_keep_times_vendor
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0077,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_keep_times_vendor,3))",limit_up_keep_times_vendor
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0078,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_keep_times_vendor,5))",limit_up_keep_times_vendor
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0079,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_event,2))",limit_up_open_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0080,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_event,3))",limit_up_open_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0081,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_event,5))",limit_up_open_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0082,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_close,2))",limit_up_streak_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0083,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_close,3))",limit_up_streak_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0084,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_close,5))",limit_up_streak_close
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0085,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_touch,2))",limit_up_streak_touch
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0086,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_touch,3))",limit_up_streak_touch
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0087,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_streak_touch,5))",limit_up_streak_touch
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0088,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_event,2))",limit_up_touch_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0089,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_event,3))",limit_up_touch_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0090,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_touch_event,5))",limit_up_touch_event
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0091,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($market_high_board,2))",market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0092,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($market_high_board,3))",market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0093,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($market_high_board,5))",market_high_board
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0094,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($open_board_record,2))",open_board_record
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0095,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($open_board_record,3))",open_board_record
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0096,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($open_board_record,5))",open_board_record
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0097,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t10,2))",limit_up_close_not_open_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0098,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t10,3))",limit_up_close_not_open_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0099,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t10,5))",limit_up_close_not_open_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0100,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t2,2))",limit_up_close_not_open_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0101,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t2,3))",limit_up_close_not_open_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0102,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t2,5))",limit_up_close_not_open_count_t2
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0103,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t3,2))",limit_up_close_not_open_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0104,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t3,3))",limit_up_close_not_open_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0105,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t3,5))",limit_up_close_not_open_count_t3
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0106,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t4,2))",limit_up_close_not_open_count_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0107,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t4,3))",limit_up_close_not_open_count_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0108,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t4,5))",limit_up_close_not_open_count_t4
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0109,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t5,2))",limit_up_close_not_open_count_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0110,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t5,3))",limit_up_close_not_open_count_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0111,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t5,5))",limit_up_close_not_open_count_t5
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0112,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t6,2))",limit_up_close_not_open_count_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0113,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t6,3))",limit_up_close_not_open_count_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0114,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t6,5))",limit_up_close_not_open_count_t6
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0115,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t7,2))",limit_up_close_not_open_count_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0116,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t7,3))",limit_up_close_not_open_count_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0117,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t7,5))",limit_up_close_not_open_count_t7
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0118,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t8,2))",limit_up_close_not_open_count_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0119,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t8,3))",limit_up_close_not_open_count_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0120,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t8,5))",limit_up_close_not_open_count_t8
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0121,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t9,2))",limit_up_close_not_open_count_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0122,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t9,3))",limit_up_close_not_open_count_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0123,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_close_not_open_count_t9,5))",limit_up_close_not_open_count_t9
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0124,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close_count_t10,2))",limit_up_open_not_close_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0125,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close_count_t10,3))",limit_up_open_not_close_count_t10
cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0126,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,"CSRank(Mean($limit_up_open_not_close_count_t10,5))",limit_up_open_not_close_count_t10
