candidate_id,expression,factor_lane,source_lane,source_generator,search_memory_key,expression_hash,seed_family,parent_note,fresh_search_intent,x0_r3_role
phase3ax_capacity_refine_00011,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:449f0f65ae1986f6ef99592b,449f0f65ae1986f6ef99592b,phase3aw_directional_capacity,amount/final_float_market_cap/mean2_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00012,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:e1f57f6ca90b6cf9bae5376a,e1f57f6ca90b6cf9bae5376a,phase3aw_directional_capacity,amount/final_float_market_cap/mean2_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00013,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f00ecfa607458f7575e680a2,f00ecfa607458f7575e680a2,phase3aw_directional_capacity,amount/final_float_market_cap/mean2_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00014,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:65fd9f65d64ffaca906a8361,65fd9f65d64ffaca906a8361,phase3aw_directional_capacity,amount/final_float_market_cap/mean2_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00015,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,2),Add(Abs(Mean($final_float_market_cap,2)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c1427b6ea3fd218a7b53ef0d,c1427b6ea3fd218a7b53ef0d,phase3aw_directional_capacity,amount/final_float_market_cap/mean2_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00016,"Neg(CSRank(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:6e42b08a3a650b6a7d3bad02,6e42b08a3a650b6a7d3bad02,phase3aw_directional_capacity,amount/final_float_market_cap/mean3,True,read_only_research_candidate
phase3ax_capacity_refine_00017,"Neg(CSRank(Div(Std($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7dc5ca4a7d9104d3e4e67dce,7dc5ca4a7d9104d3e4e67dce,phase3aw_directional_capacity,amount/final_float_market_cap/std3,True,read_only_research_candidate
phase3ax_capacity_refine_00018,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d33e5b24f1f55fba158942bb,d33e5b24f1f55fba158942bb,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00019,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a87b45898368de675ba2f95c,a87b45898368de675ba2f95c,phase3aw_directional_capacity,amount/final_float_market_cap/mean3_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00020,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:ef48214472ab0964165215a1,ef48214472ab0964165215a1,phase3aw_directional_capacity,amount/final_float_market_cap/mean3_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00021,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a4cc7925965bdaee0af645a0,a4cc7925965bdaee0af645a0,phase3aw_directional_capacity,amount/final_float_market_cap/mean3_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00022,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:57445780d7a909d63c154ea2,57445780d7a909d63c154ea2,phase3aw_directional_capacity,amount/final_float_market_cap/mean3_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00023,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,3),Add(Abs(Mean($final_float_market_cap,3)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7a9d39a19e69abbda2a6c843,7a9d39a19e69abbda2a6c843,phase3aw_directional_capacity,amount/final_float_market_cap/mean3_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00024,"Neg(CSRank(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d61e88105914b2f5691df90b,d61e88105914b2f5691df90b,phase3aw_directional_capacity,amount/final_float_market_cap/mean5,True,read_only_research_candidate
phase3ax_capacity_refine_00025,"Neg(CSRank(Div(Std($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:36eb45b987b79192ea3f9d99,36eb45b987b79192ea3f9d99,phase3aw_directional_capacity,amount/final_float_market_cap/std5,True,read_only_research_candidate
phase3ax_capacity_refine_00026,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:47b016c04da163e4d1cbd95b,47b016c04da163e4d1cbd95b,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00027,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7b268d3fcea16430c783153a,7b268d3fcea16430c783153a,phase3aw_directional_capacity,amount/final_float_market_cap/mean5_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00028,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f0031a1d1564c27735a8c25b,f0031a1d1564c27735a8c25b,phase3aw_directional_capacity,amount/final_float_market_cap/mean5_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00029,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:0328a64830c993a9d1d44c7b,0328a64830c993a9d1d44c7b,phase3aw_directional_capacity,amount/final_float_market_cap/mean5_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00030,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7e49b9eb2b83e115717ef51b,7e49b9eb2b83e115717ef51b,phase3aw_directional_capacity,amount/final_float_market_cap/mean5_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00031,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,5),Add(Abs(Mean($final_float_market_cap,5)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c5f25b9423cc326fa5d75df9,c5f25b9423cc326fa5d75df9,phase3aw_directional_capacity,amount/final_float_market_cap/mean5_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00032,"Neg(CSRank(Div(Std($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:87c91c7c45296dbdcfe1153b,87c91c7c45296dbdcfe1153b,phase3aw_directional_capacity,amount/final_float_market_cap/std8,True,read_only_research_candidate
phase3ax_capacity_refine_00033,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,8)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:697b2aba5fc070b8e0362dc6,697b2aba5fc070b8e0362dc6,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom8,True,read_only_research_candidate
phase3ax_capacity_refine_00034,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:80e365244a0ab339e9005f41,80e365244a0ab339e9005f41,phase3aw_directional_capacity,amount/final_float_market_cap/mean8_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00035,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f8f7d1bad9af1565d01425af,f8f7d1bad9af1565d01425af,phase3aw_directional_capacity,amount/final_float_market_cap/mean8_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00036,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:faa561174816e51f1f7a487f,faa561174816e51f1f7a487f,phase3aw_directional_capacity,amount/final_float_market_cap/mean8_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00037,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:177073d6cfbf2a91d134f08b,177073d6cfbf2a91d134f08b,phase3aw_directional_capacity,amount/final_float_market_cap/mean8_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00038,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,8),Add(Abs(Mean($final_float_market_cap,8)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:5827ece8c2cb9d2c89bac869,5827ece8c2cb9d2c89bac869,phase3aw_directional_capacity,amount/final_float_market_cap/mean8_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00039,"Neg(CSRank(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:7bcd631d0a22bfa03ce52eae,7bcd631d0a22bfa03ce52eae,phase3aw_directional_capacity,amount/final_float_market_cap/mean10,True,read_only_research_candidate
phase3ax_capacity_refine_00040,"Neg(CSRank(Div(Std($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:75d0ce22d866b8b1fa68474d,75d0ce22d866b8b1fa68474d,phase3aw_directional_capacity,amount/final_float_market_cap/std10,True,read_only_research_candidate
phase3ax_capacity_refine_00041,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:3259718f006a65d7d9e9fc69,3259718f006a65d7d9e9fc69,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00042,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:13b93582a06282f94e6ffe4e,13b93582a06282f94e6ffe4e,phase3aw_directional_capacity,amount/final_float_market_cap/mean10_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00043,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a595d258a343be84db3858a1,a595d258a343be84db3858a1,phase3aw_directional_capacity,amount/final_float_market_cap/mean10_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00044,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:b7bd96e6c188e27e2821b53c,b7bd96e6c188e27e2821b53c,phase3aw_directional_capacity,amount/final_float_market_cap/mean10_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00045,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:815173ba53c4048c3c8c3bbc,815173ba53c4048c3c8c3bbc,phase3aw_directional_capacity,amount/final_float_market_cap/mean10_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00046,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,10),Add(Abs(Mean($final_float_market_cap,10)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:2428fb9b92d7a2327912d5b8,2428fb9b92d7a2327912d5b8,phase3aw_directional_capacity,amount/final_float_market_cap/mean10_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00047,"Neg(CSRank(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))",ax_inverse_capacity_flow_level,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:9b9e0bf07a5c84cb13c77df8,9b9e0bf07a5c84cb13c77df8,phase3aw_directional_capacity,amount/final_float_market_cap/mean12,True,read_only_research_candidate
phase3ax_capacity_refine_00048,"Neg(CSRank(Div(Std($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:81505a74512afbfb8754b1fb,81505a74512afbfb8754b1fb,phase3aw_directional_capacity,amount/final_float_market_cap/std12,True,read_only_research_candidate
phase3ax_capacity_refine_00049,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,12)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f05a62d856e0bafaabcdc04e,f05a62d856e0bafaabcdc04e,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom12,True,read_only_research_candidate
phase3ax_capacity_refine_00050,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:d6dea416b5e65ad178317130,d6dea416b5e65ad178317130,phase3aw_directional_capacity,amount/final_float_market_cap/mean12_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00051,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:34fbab2ca818424d7188b3a6,34fbab2ca818424d7188b3a6,phase3aw_directional_capacity,amount/final_float_market_cap/mean12_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00052,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:a18f0c025144b908b9591af8,a18f0c025144b908b9591af8,phase3aw_directional_capacity,amount/final_float_market_cap/mean12_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00053,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:b82ccb3297a58e281e1afe55,b82ccb3297a58e281e1afe55,phase3aw_directional_capacity,amount/final_float_market_cap/mean12_x_mom20,True,read_only_research_candidate
phase3ax_capacity_refine_00054,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,12),Add(Abs(Mean($final_float_market_cap,12)),0.000001))),ZScore(Mom($close,30)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:41786ac35170852db6bf6227,41786ac35170852db6bf6227,phase3aw_directional_capacity,amount/final_float_market_cap/mean12_x_mom30,True,read_only_research_candidate
phase3ax_capacity_refine_00055,"Neg(CSRank(Div(Std($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))))",ax_inverse_capacity_flow_volatility,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:0262106d227a728232fc1507,0262106d227a728232fc1507,phase3aw_directional_capacity,amount/final_float_market_cap/std15,True,read_only_research_candidate
phase3ax_capacity_refine_00056,"Neg(CSRank(CSResidual(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,15)))))",ax_capacity_residual_vs_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:5e2147384ee93b0dfa474f15,5e2147384ee93b0dfa474f15,phase3aw_directional_capacity,amount/final_float_market_cap/resid_mom15,True,read_only_research_candidate
phase3ax_capacity_refine_00057,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,3)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:f0af8527c48692a51b86d5e3,f0af8527c48692a51b86d5e3,phase3aw_directional_capacity,amount/final_float_market_cap/mean15_x_mom3,True,read_only_research_candidate
phase3ax_capacity_refine_00058,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,5)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:c3d3e973f2aa1ae53c05e9d7,c3d3e973f2aa1ae53c05e9d7,phase3aw_directional_capacity,amount/final_float_market_cap/mean15_x_mom5,True,read_only_research_candidate
phase3ax_capacity_refine_00059,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,10)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:ad6f4aa9f2b543b2763235a1,ad6f4aa9f2b543b2763235a1,phase3aw_directional_capacity,amount/final_float_market_cap/mean15_x_mom10,True,read_only_research_candidate
phase3ax_capacity_refine_00060,"Neg(CSRank(Mul(ZScore(Div(Mean($amount,15),Add(Abs(Mean($final_float_market_cap,15)),0.000001))),ZScore(Mom($close,20)))))",ax_capacity_flow_x_price_momentum,phase3ax_capacity_flow_refinement,phase3ax_capacity_flow_refinement_pack_v1,phase3ax:b910264d4b2828cdd98cb5ef,b910264d4b2828cdd98cb5ef,phase3aw_directional_capacity,amount/final_float_market_cap/mean15_x_mom20,True,read_only_research_candidate
